"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",976,56,518,239,132,31
"Conviviente (001)",279,1,122,112,38,6
"Separado(a) (002)",38,,13,10,11,4
"Casado(a) (003)",177,1,24,74,66,12
"Viudo(a) (004)",17,,1,2,7,7
"Divorciado(a) (005)",8,,2,4,1,1
"Soltero(a) (006)",457,54,356,37,9,1
"Hombres (008)",705,37,357,178,106,27
"Conviviente (009)",205,,83,86,31,5
"Separado(a) (010)",21,,5,3,9,4
"Casado(a) (011)",139,1,15,57,54,12
"Viudo(a) (012)",8,,1,1,2,4
"Divorciado(a) (013)",4,,,2,1,1
"Soltero(a) (014)",328,36,253,29,9,1
"Mujeres (016)",271,19,161,61,26,4
"Conviviente (017)",74,1,39,26,7,1
"Separado(a) (018)",17,,8,7,2,
"Casado(a) (019)",38,,9,17,12,
"Viudo(a) (020)",9,,,1,5,3
"Divorciado(a) (021)",4,,2,2,,
"Soltero(a) (022)",129,18,103,8,,
,,,,,,
"AREA URBANA (024)",840,42,438,208,124,28
"Conviviente (025)",240,1,103,94,36,6
"Separado(a) (026)",29,,8,6,11,4
"Casado(a) (027)",162,1,21,67,62,11
"Viudo(a) (028)",16,,1,2,7,6
"Divorciado(a) (029)",6,,1,4,1,
"Soltero(a) (030)",387,40,304,35,7,1
"Hombres (032)",593,27,289,154,99,24
"Conviviente (033)",172,,66,72,29,5
"Separado(a) (034)",15,,1,1,9,4
"Casado(a) (035)",126,1,12,51,51,11
"Viudo(a) (036)",7,,1,1,2,3
"Divorciado(a) (037)",3,,,2,1,
"Soltero(a) (038)",270,26,209,27,7,1
"Mujeres (040)",247,15,149,54,25,4
"Conviviente (041)",68,1,37,22,7,1
"Separado(a) (042)",14,,7,5,2,
"Casado(a) (043)",36,,9,16,11,
"Viudo(a) (044)",9,,,1,5,3
"Divorciado(a) (045)",3,,1,2,,
"Soltero(a) (046)",117,14,95,8,,
,,,,,,
"AREA RURAL (048)",136,14,80,31,8,3
"Conviviente (049)",39,,19,18,2,
"Separado(a) (050)",9,,5,4,,
"Casado(a) (051)",15,,3,7,4,1
"Viudo(a) (052)",1,,,,,1
"Divorciado(a) (053)",2,,1,,,1
"Soltero(a) (054)",70,14,52,2,2,
"Hombres (056)",112,10,68,24,7,3
"Conviviente (057)",33,,17,14,2,
"Separado(a) (058)",6,,4,2,,
"Casado(a) (059)",13,,3,6,3,1
"Viudo(a) (060)",1,,,,,1
"Divorciado(a) (061)",1,,,,,1
"Soltero(a) (062)",58,10,44,2,2,
"Mujeres (064)",24,4,12,7,1,
"Conviviente (065)",6,,2,4,,
"Separado(a) (066)",3,,1,2,,
"Casado(a) (067)",2,,,1,1,
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",12,4,8,,,
