"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",15878,346,5022,5175,3995,1340
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",36,,5,13,17,1
"Profes., científicos e intelectuales (002)",532,,125,240,161,6
"Técnicos de nivel medio y trab. asimilados (003)",200,,62,71,54,13
"Jefes y empleados de oficina (004)",156,,56,70,29,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1072,5,276,425,302,64
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7205,,1451,2536,2220,998
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",489,7,205,149,101,27
"Obreros construc., conf., papel, fab., instr. (008)",830,,251,332,228,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",5044,334,2487,1248,795,180
"Otra (010)",29,,11,10,8,
"Ocupación no especificada (011)",285,,93,81,80,31
"Hombres (012)",12941,251,4020,4178,3307,1185
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",25,,3,7,14,1
"Profes., científicos e intelectuales (014)",305,,60,126,113,6
"Técnicos de nivel medio y trab. asimilados (015)",129,,34,46,40,9
"Jefes y empleados de oficina (016)",72,,17,40,14,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",437,1,107,165,132,32
"Agricult. trabaj. calif.agrop. y pesqueros (018)",6901,,1380,2445,2127,949
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",423,7,182,122,91,21
"Obreros construc., conf., papel, fab., instr. (020)",821,,245,331,227,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3717,243,1958,859,521,136
"Otra (022)",28,,10,10,8,
"Ocupación no especificada (023)",83,,24,27,20,12
"Mujeres (024)",2937,95,1002,997,688,155
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",11,,2,6,3,
"Profes., científicos e intelectuales (026)",227,,65,114,48,
"Técnicos de nivel medio y trab. asimilados (027)",71,,28,25,14,4
"Jefes y empleados de oficina (028)",84,,39,30,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",635,4,169,260,170,32
"Agricult. trabaj. calif.agrop. y pesqueros (030)",304,,71,91,93,49
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",66,,23,27,10,6
"Obreros construc., conf., papel, fab., instr. (032)",9,,6,1,1,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1327,91,529,389,274,44
"Otra (034)",1,,1,,,
