"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"Divorciado(a) (050)",61,,,8,6,14,9,24
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",7,,,,,,3,4
"De 25 a 29 años (054)",5,,,,,1,1,3
"De 30 a 34 años (055)",6,,,,,1,3,2
"De 35 a 39 años (056)",3,,,,,1,1,1
"De 40 a 44 años (057)",8,,,,1,3,,4
"De 45 a 49 años (058)",5,,,,1,3,1,
"De 50 y más años (059)",26,,,8,4,5,,9
"Soltero(a) (060)",1581,2,3,8,40,113,302,1113
"De 12 a 14 años (061)",13,,,,,,3,10
"De 15 a 19 años (062)",74,,,,,,45,29
"De 20 a 24 años (063)",511,,,,,1,101,409
"De 25 a 29 años (064)",378,,,,,20,79,279
"De 30 a 34 años (065)",184,,,,,19,42,123
"De 35 a 39 años (066)",121,,,,4,18,18,81
"De 40 a 44 años (067)",92,,,,7,24,9,52
"De 45 a 49 años (068)",81,,,3,11,22,4,41
"De 50 y más años (069)",127,2,3,5,18,9,1,89
,,,,,,,,
"URBANA (080)",14799,49,140,421,1108,2599,6047,4435
"De 12 a 14 años (081)",32,,,,,,4,28
"De 15 a 19 años (082)",746,,,,,,415,331
"De 20 a 24 años (083)",2535,,,,,7,1420,1108
"De 25 a 29 años (084)",2581,,,,,139,1645,797
"De 30 a 34 años (085)",2041,,,,,350,1166,525
"De 35 a 39 años (086)",1705,,,,15,525,794,371
"De 40 a 44 años (087)",1346,,,,88,571,400,287
"De 45 a 49 años (088)",1026,,,6,155,482,174,209
"De 50 y más años (089)",2787,49,140,415,850,525,29,779
"Conviviente (090)",7620,2,17,65,286,1153,3952,2145
"De 12 a 14 años (091)",18,,,,,,1,17
"De 15 a 19 años (092)",563,,,,,,310,253
"De 20 a 24 años (093)",1652,,,,,3,1027,622
"De 25 a 29 años (094)",1613,,,,,75,1119,419
"De 30 a 34 años (095)",1169,,,,,191,719,259
"De 35 a 39 años (096)",908,,,,4,258,477,169
"De 40 a 44 años (097)",599,,,,34,247,203,115
"De 45 a 49 años (098)",420,,,2,49,196,81,92
"De 50 y más años (099)",678,2,17,63,199,183,15,199
"Separado(a) (100)",1279,2,13,34,112,314,442,362
"De 12 a 14 años (101)",1,,,,,,,1
"De 15 a 19 años (102)",76,,,,,,47,29
"De 20 a 24 años (103)",183,,,,,3,115,65
"De 25 a 29 años (104)",203,,,,,23,114,66
"De 30 a 34 años (105)",185,,,,,52,77,56
"De 35 a 39 años (106)",163,,,,1,76,49,37
"De 40 a 44 años (107)",130,,,,8,66,23,33
"De 45 a 49 años (108)",100,,,1,19,48,17,15
"De 50 y más años (109)",238,2,13,33,84,46,,60
"Casado(a) (110)",3862,9,48,197,514,928,1346,820
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",43,,,,,,21,22
"De 20 a 24 años (113)",264,,,,,,181,83
"De 25 a 29 años (114)",442,,,,,24,335,83
"De 30 a 34 años (115)",524,,,,,86,325,113
"De 35 a 39 años (116)",514,,,,7,171,242,94
"De 40 a 44 años (117)",502,,,,34,217,158,93
"De 45 a 49 años (118)",407,,,1,69,197,71,69
"De 50 y más años (119)",1165,9,48,196,404,233,13,262
"Viudo(a) (120)",734,34,59,112,159,107,42,221
"De 20 a 24 años (123)",8,,,,,,6,2
"De 25 a 29 años (124)",12,,,,,2,6,4
"De 30 a 34 años (125)",22,,,,,4,9,9
"De 35 a 39 años (126)",23,,,,,7,10,6
"De 40 a 44 años (127)",38,,,,5,16,9,8
"De 45 a 49 años (128)",41,,,,7,26,2,6
"De 50 y más años (129)",590,34,59,112,147,52,,186
"Divorciado(a) (130)",50,,,7,4,11,7,21
"De 15 a 19 años (132)",1,,,,,,,1
"De 20 a 24 años (133)",6,,,,,,2,4
"De 25 a 29 años (134)",4,,,,,1,1,2
"De 30 a 34 años (135)",5,,,,,1,2,2
"De 35 a 39 años (136)",3,,,,,1,1,1
"De 40 a 44 años (137)",8,,,,1,3,,4
"De 45 a 49 años (138)",2,,,,,1,1,
"De 50 y más años (139)",21,,,7,3,4,,7
"Soltero(a) (140)",1254,2,3,6,33,86,258,866
"De 12 a 14 años (141)",12,,,,,,3,9
"De 15 a 19 años (142)",63,,,,,,37,26
"De 20 a 24 años (143)",422,,,,,1,89,332
"De 25 a 29 años (144)",307,,,,,14,70,223
"De 30 a 34 años (145)",136,,,,,16,34,86
"De 35 a 39 años (146)",94,,,,3,12,15,64
"De 40 a 44 años (147)",69,,,,6,22,7,34
"De 45 a 49 años (148)",56,,,2,11,14,2,27
"De 50 y más años (149)",95,2,3,4,13,7,1,65
,,,,,,,,
"RURAL (160)",4398,26,100,239,515,884,1621,1013
"De 12 a 14 años (161)",12,,,,,,3,9
"De 15 a 19 años (162)",193,,,,,,113,80
"De 20 a 24 años (163)",593,,,,,1,383,209
"De 25 a 29 años (164)",558,,,,,36,368,154
"De 30 a 34 años (165)",510,,,,,84,321,105
"De 35 a 39 años (166)",490,,,,9,171,246,64
"De 40 a 44 años (167)",410,,,,30,189,120,71
"De 45 a 49 años (168)",337,,,3,54,167,55,58
"De 50 y más años (169)",1295,26,100,236,422,236,12,263
"Conviviente (170)",2200,2,15,58,171,440,1072,442
"De 12 a 14 años (171)",10,,,,,,2,8
"De 15 a 19 años (172)",153,,,,,,85,68
"De 20 a 24 años (173)",385,,,,,1,279,105
"De 25 a 29 años (174)",343,,,,,22,255,66
"De 30 a 34 años (175)",303,,,,,52,206,45
"De 35 a 39 años (176)",267,,,,2,95,142,28
"De 40 a 44 años (177)",207,,,,11,104,67,25
"De 45 a 49 años (178)",141,,,1,16,77,29,18
"De 50 y más años (179)",391,2,15,57,142,89,7,79
"Separado(a) (180)",301,,6,12,29,60,121,73
"De 12 a 14 años (181)",1,,,,,,1,
"De 15 a 19 años (182)",16,,,,,,12,4
"De 20 a 24 años (183)",47,,,,,,34,13
"De 25 a 29 años (184)",34,,,,,2,20,12
"De 30 a 34 años (185)",42,,,,,11,25,6
"De 35 a 39 años (186)",34,,,,1,10,19,4
"De 40 a 44 años (187)",34,,,,4,12,8,10
"De 45 a 49 años (188)",21,,,1,7,7,2,4
"De 50 y más años (189)",72,,6,11,17,18,,20
"Casado(a) (190)",1289,6,30,122,242,326,375,188
"De 15 a 19 años (192)",13,,,,,,8,5
"De 20 a 24 años (193)",69,,,,,,56,13
"De 25 a 29 años (194)",109,,,,,6,84,19
"De 30 a 34 años (195)",111,,,,,18,79,14
"De 35 a 39 años (196)",154,,,,5,55,80,14
"De 40 a 44 años (197)",136,,,,11,68,42,15
"De 45 a 49 años (198)",136,,,,28,69,21,18
"De 50 y más años (199)",561,6,30,122,198,110,5,90
"Viudo(a) (200)",270,18,49,44,64,28,7,60
"De 20 a 24 años (203)",2,,,,,,1,1
"De 30 a 34 años (205)",5,,,,,,2,3
"De 35 a 39 años (206)",8,,,,,5,2,1
"De 40 a 44 años (207)",10,,,,3,3,1,3
"De 45 a 49 años (208)",11,,,,2,4,1,4
"De 50 y más años (209)",234,18,49,44,59,16,,48
"Divorciado(a) (210)",11,,,1,2,3,2,3
"De 20 a 24 años (213)",1,,,,,,1,
"De 25 a 29 años (214)",1,,,,,,,1
"De 30 a 34 años (215)",1,,,,,,1,
"De 45 a 49 años (218)",3,,,,1,2,,
"De 50 y más años (219)",5,,,1,1,1,,2
"Soltero(a) (220)",327,,,2,7,27,44,247
"De 12 a 14 años (221)",1,,,,,,,1
"De 15 a 19 años (222)",11,,,,,,8,3
"De 20 a 24 años (223)",89,,,,,,12,77
"De 25 a 29 años (224)",71,,,,,6,9,56
"De 30 a 34 años (225)",48,,,,,3,8,37
"De 35 a 39 años (226)",27,,,,1,6,3,17
"De 40 a 44 años (227)",23,,,,1,2,2,18
"De 45 a 49 años (228)",25,,,1,,8,2,14
"De 50 y más años (229)",32,,,1,5,2,,24
