"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",2337,13169,11816,,89.7,,
"Secundaria (040)",3906,3729,3623,188,97.2,5,
"De 12 a 14 años (041)",746,1,1,,100,,
"De 15 a 19 años (042)",1385,118,116,49,98.3,41.5,
"De 20 a 24 años (043)",514,384,382,54,99.5,14.1,
"De 25 a 29 años (044)",337,482,478,42,99.2,8.7,
"De 30 a 34 años (045)",245,560,550,32,98.2,5.7,
"De 35 a 39 años (046)",177,467,459,9,98.3,1.9,
"De 40 a 44 años (047)",145,455,444,2,97.6,0.4,
"De 45 a 49 años (048)",125,438,421,,96.1,,
"De 50 y más años (049)",232,824,772,,93.7,,
"Sup. no Univ. incompleta (050)",540,481,463,29,96.3,6,
"De 15 a 19 años (052)",117,9,9,3,100,33.3,
"De 20 a 24 años (053)",204,66,65,7,98.5,10.6,
"De 25 a 29 años (054)",71,71,70,11,98.6,15.5,
"De 30 a 34 años (055)",56,91,90,3,98.9,3.3,
"De 35 a 39 años (056)",40,72,71,3,98.6,4.2,
"De 40 a 44 años (057)",22,65,63,2,96.9,3.1,
"De 45 a 49 años (058)",17,48,48,,100,,
"De 50 y más años (059)",13,59,47,,79.7,,
"Sup. no Univ. completa (060)",1068,1645,1600,64,97.3,3.9,
"De 20 a 24 años (063)",136,57,57,15,100,26.3,
"De 25 a 29 años (064)",221,196,192,21,98,10.7,
"De 30 a 34 años (065)",206,238,234,12,98.3,5,
"De 35 a 39 años (066)",180,365,360,16,98.6,4.4,
"De 40 a 44 años (067)",134,266,258,,97,,
"De 45 a 49 años (068)",70,165,163,,98.8,,
"De 50 y más años (069)",121,358,336,,93.9,,
"Sup. Univ. incompleta (070)",135,127,124,7,97.6,5.5,
"De 15 a 19 años (072)",25,4,4,2,100,50,
"De 20 a 24 años (073)",47,19,19,1,100,5.3,
"De 25 a 29 años (074)",23,12,12,1,100,8.3,
"De 30 a 34 años (075)",12,22,19,3,86.4,13.6,
"De 35 a 39 años (076)",6,8,8,,100,,
"De 40 a 44 años (077)",7,16,16,,100,,
"De 45 a 49 años (078)",6,13,13,,100,,
"De 50 y más años (079)",9,33,33,,100,,
"Sup. Univ. completa (080)",290,435,427,9,98.2,2.1,
"De 20 a 24 años (083)",18,5,5,,100,,
"De 25 a 29 años (084)",47,28,28,4,100,14.3,
"De 30 a 34 años (085)",43,41,41,4,100,9.8,
"De 35 a 39 años (086)",43,56,55,1,98.2,1.8,
"De 40 a 44 años (087)",38,86,84,,97.7,,
"De 45 a 49 años (088)",46,103,102,,99,,
"De 50 y más años (089)",55,116,112,,96.6,,
,,,,,,,
"URBANA (100)",7344,17323,16248,286,93.8,1.7,
"De 12 a 14 años (101)",677,6,6,,100,,
"De 15 a 19 años (102)",979,107,104,31,97.2,29,
"De 20 a 24 años (103)",789,525,519,67,98.9,12.8,
"De 25 a 29 años (104)",740,969,964,65,99.5,6.7,
"De 30 a 34 años (105)",654,1318,1280,52,97.1,3.9,
"De 35 a 39 años (106)",668,1882,1842,56,97.9,3,
"De 40 a 44 años (107)",619,2057,1977,14,96.1,0.7,
"De 45 a 49 años (108)",475,1815,1737,1,95.7,0.1,
"De 50 y más años (109)",1743,8644,7819,,90.5,,
"Sin nivel (110)",859,4325,3892,22,90,0.5,
"De 12 a 14 años (111)",10,2,2,,100,,
"De 15 a 19 años (112)",21,5,5,,100,,
"De 20 a 24 años (113)",23,31,28,2,90.3,6.5,
"De 25 a 29 años (114)",39,69,69,5,100,7.2,
"De 30 a 34 años (115)",35,115,105,2,91.3,1.7,
"De 35 a 39 años (116)",44,184,179,7,97.3,3.8,
"De 40 a 44 años (117)",68,317,307,5,96.8,1.6,
"De 45 a 49 años (118)",50,281,268,1,95.4,0.4,
"De 50 y más años (119)",569,3321,2929,,88.2,,
"Educacion Inicial (120)",9,22,22,1,100,4.5,
"De 12 a 14 años (121)",1,,,,,,
"De 15 a 19 años (122)",1,2,2,1,100,50,
"De 20 a 24 años (123)",1,,,,,,
"De 25 a 29 años (124)",2,5,5,,100,,
"De 30 a 34 años (125)",3,11,11,,100,,
"De 35 a 39 años (126)",1,4,4,,100,,
"Primaria (130)",2723,8368,7854,96,93.9,1.1,
"De 12 a 14 años (131)",305,4,4,,100,,
"De 15 a 19 años (132)",192,41,40,9,97.6,22,
"De 20 a 24 años (133)",204,197,195,22,99,11.2,
"De 25 a 29 años (134)",240,423,419,19,99.1,4.5,
"De 30 a 34 años (135)",212,550,532,14,96.7,2.5,
"De 35 a 39 años (136)",281,974,951,25,97.6,2.6,
"De 40 a 44 años (137)",269,1046,994,7,95,0.7,
"De 45 a 49 años (138)",222,992,939,,94.7,,
"De 50 y más años (139)",798,4141,3780,,91.3,,
"Secundaria (140)",2032,2267,2196,85,96.9,3.7,
"De 12 a 14 años (141)",361,,,,,,
"De 15 a 19 años (142)",657,50,48,18,96,36,
"De 20 a 24 años (143)",241,175,175,26,100,14.9,
"De 25 a 29 años (144)",158,220,220,15,100,6.8,
"De 30 a 34 años (145)",132,303,299,18,98.7,5.9,
"De 35 a 39 años (146)",110,282,277,7,98.2,2.5,
"De 40 a 44 años (147)",101,305,297,1,97.4,0.3,
"De 45 a 49 años (148)",79,248,238,,96,,
"De 50 y más años (149)",193,684,642,,93.9,,
"Sup. no Univ. incompleta (150)",407,366,355,19,97,5.2,
"De 15 a 19 años (152)",92,7,7,3,100,42.9,
"De 20 a 24 años (153)",153,51,50,3,98,5.9,
"De 25 a 29 años (154)",50,46,46,6,100,13,
"De 30 a 34 años (155)",40,69,69,3,100,4.3,
"De 35 a 39 años (156)",32,62,61,3,98.4,4.8,
"De 40 a 44 años (157)",17,54,54,1,100,1.9,
"De 45 a 49 años (158)",13,38,38,,100,,
"De 50 y más años (159)",10,39,30,,76.9,,
"Sup. no Univ. completa (160)",928,1449,1413,53,97.5,3.7,
"De 20 a 24 años (163)",111,50,50,13,100,26,
"De 25 a 29 años (164)",187,171,170,17,99.4,9.9,
"De 30 a 34 años (165)",182,212,209,10,98.6,4.7,
"De 35 a 39 años (166)",153,313,308,13,98.4,4.2,
"De 40 a 44 años (167)",120,236,228,,96.6,,
"De 45 a 49 años (168)",62,147,145,,98.6,,
"De 50 y más años (169)",113,320,303,,94.7,,
"Sup. Univ. incompleta (170)",113,113,110,3,97.3,2.7,
"De 15 a 19 años (172)",16,2,2,,100,,
"De 20 a 24 años (173)",39,16,16,1,100,6.3,
"De 25 a 29 años (174)",21,10,10,,100,,
"De 30 a 34 años (175)",11,21,18,2,85.7,9.5,
"De 35 a 39 años (176)",6,8,8,,100,,
"De 40 a 44 años (177)",6,13,13,,100,,
"De 45 a 49 años (178)",6,13,13,,100,,
"De 50 y más años (179)",8,30,30,,100,,
"Sup. Univ. completa (180)",273,413,406,7,98.3,1.7,
"De 20 a 24 años (183)",17,5,5,,100,,
"De 25 a 29 años (184)",43,25,25,3,100,12,
"De 30 a 34 años (185)",39,37,37,3,100,8.1,
"De 35 a 39 años (186)",41,55,54,1,98.2,1.8,
"De 40 a 44 años (187)",38,86,84,,97.7,,
"De 45 a 49 años (188)",43,96,96,,100,,
"De 50 y más años (189)",52,109,105,,96.3,,
,,,,,,,
"RURAL (200)",19331,60048,54584,1312,90.9,2.2,
"De 12 a 14 años (201)",2144,3,3,1,100,33.3,
"De 15 a 19 años (202)",2582,537,534,175,99.4,32.6,
"De 20 a 24 años (203)",2188,2466,2414,346,97.9,14,
"De 25 a 29 años (204)",1862,3821,3725,289,97.5,7.6,
"De 30 a 34 años (205)",1640,5151,4960,238,96.3,4.6,
"De 35 a 39 años (206)",1631,6429,6169,171,96,2.7,
"De 40 a 44 años (207)",1352,6465,6066,75,93.8,1.2,
"De 45 a 49 años (208)",1191,6474,6011,17,92.8,0.3,
"De 50 y más años (209)",4741,28702,24702,,86.1,,
"Sin nivel (210)",5484,27833,24327,252,87.4,0.9,
"De 12 a 14 años (211)",71,,,,,,
"De 15 a 19 años (212)",165,63,63,19,100,30.2,
"De 20 a 24 años (213)",270,391,379,46,96.9,11.8,
"De 25 a 29 años (214)",316,753,728,53,96.7,7,
"De 30 a 34 años (215)",333,1187,1134,53,95.5,4.5,
"De 35 a 39 años (216)",426,1846,1763,55,95.5,3,
"De 40 a 44 años (217)",367,1865,1715,21,92,1.1,
"De 45 a 49 años (218)",388,2262,2069,5,91.5,0.2,
"De 50 y más años (219)",3148,19466,16476,,84.6,,
"Educacion Inicial (220)",28,66,65,2,98.5,3,
"De 12 a 14 años (221)",4,,,,,,
"De 15 a 19 años (222)",2,,,,,,
"De 20 a 24 años (223)",4,3,3,,100,,
"De 25 a 29 años (224)",6,12,12,,100,,
"De 30 a 34 años (225)",7,20,19,,95,,
"De 35 a 39 años (226)",5,31,31,2,100,6.5,
"Primaria (230)",11633,30340,28435,927,93.7,3.1,
"De 12 a 14 años (231)",1684,2,2,1,100,50,
"De 15 a 19 años (232)",1653,402,399,124,99.3,30.8,
"De 20 a 24 años (233)",1556,1838,1800,266,97.9,14.5,
"De 25 a 29 años (234)",1300,2739,2676,197,97.7,7.2,
"De 30 a 34 años (235)",1142,3634,3505,166,96.5,4.6,
"De 35 a 39 años (236)",1096,4304,4130,109,96,2.5,
"De 40 a 44 años (237)",921,4406,4162,52,94.5,1.2,
"De 45 a 49 años (238)",742,3987,3725,12,93.4,0.3,
"De 50 y más años (239)",1539,9028,8036,,89,,
"Secundaria (240)",1874,1462,1427,104,97.6,7.1,
"De 12 a 14 años (241)",385,1,1,,100,,
"De 15 a 19 años (242)",728,68,68,30,100,44.1,
"De 20 a 24 años (243)",273,209,207,28,99,13.4,
"De 25 a 29 años (244)",179,262,258,28,98.5,10.7,
"De 30 a 34 años (245)",113,257,251,15,97.7,5.8,
"De 35 a 39 años (246)",67,185,182,2,98.4,1.1,
"De 40 a 44 años (247)",44,150,147,1,98,0.7,
"De 45 a 49 años (248)",46,190,183,,96.3,,
"De 50 y más años (249)",39,140,130,,92.9,,
"Sup. no Univ. incompleta (250)",133,115,108,10,93.9,8.7,
"De 15 a 19 años (252)",25,2,2,,100,,
"De 20 a 24 años (253)",51,15,15,4,100,26.7,
"De 25 a 29 años (254)",21,25,24,5,96,20,
"De 30 a 34 años (255)",16,22,21,,95.5,,
"De 35 a 39 años (256)",8,10,10,,100,,
"De 40 a 44 años (257)",5,11,9,1,81.8,9.1,
"De 45 a 49 años (258)",4,10,10,,100,,
"De 50 y más años (259)",3,20,17,,85,,
"Sup. no Univ. completa (260)",140,196,187,11,95.4,5.6,
"De 20 a 24 años (263)",25,7,7,2,100,28.6,
"De 25 a 29 años (264)",34,25,22,4,88,16,
"De 30 a 34 años (265)",24,26,25,2,96.2,7.7,
"De 35 a 39 años (266)",27,52,52,3,100,5.8,
"De 40 a 44 años (267)",14,30,30,,100,,
"De 45 a 49 años (268)",8,18,18,,100,,
"De 50 y más años (269)",8,38,33,,86.8,,
"Sup. Univ. incompleta (270)",22,14,14,4,100,28.6,
"De 15 a 19 años (272)",9,2,2,2,100,100,
"De 20 a 24 años (273)",8,3,3,,100,,
"De 25 a 29 años (274)",2,2,2,1,100,50,
"De 30 a 34 años (275)",1,1,1,1,100,100,
"De 40 a 44 años (277)",1,3,3,,100,,
"De 50 y más años (279)",1,3,3,,100,,
"Sup. Univ. completa (280)",17,22,21,2,95.5,9.1,
"De 20 a 24 años (283)",1,,,,,,
"De 25 a 29 años (284)",4,3,3,1,100,33.3,
"De 30 a 34 años (285)",4,4,4,1,100,25,
"De 35 a 39 años (286)",2,1,1,,100,,
"De 45 a 49 años (288)",3,7,6,,85.7,,
"De 50 y más años (289)",3,7,7,,100,,
