"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",191,158,23,4,6
"Educación inicial (062)",6,3,1,1,1
"Primaria (063)",2773,2289,258,77,149
"Secundaria (064)",3534,2152,372,239,771
"Superior no univ. incompleta (065)",500,203,50,89,158
"Superior no univ. completa (066)",690,205,86,107,292
"Superior univ. incompleta (067)",273,112,42,38,81
"Superior univ. completa (068)",652,128,106,169,249
"De 06 a 14 años (070)",179,156,19,2,2
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",133,116,14,1,2
"Secundaria (074)",43,37,5,1,
"De 15 a 29 años (080)",2739,1681,312,216,530
"Sin nivel (081)",17,12,5,,
"Educación inicial (082)",1,,,,1
"Primaria (083)",496,395,60,20,21
"Secundaria (084)",1569,1024,174,97,274
"Superior no univ. incompleta (085)",211,101,19,34,57
"Superior no univ. completa (086)",242,85,26,31,100
"Superior univ. incompleta (087)",81,44,11,8,18
"Superior univ. completa (088)",122,20,17,26,59
"De 30 a 44 años (090)",3203,1700,376,354,773
"Sin nivel (091)",24,16,6,,2
"Educación inicial (092)",3,1,1,1,
"Primaria (093)",849,688,76,28,57
"Secundaria (094)",1295,725,139,94,337
"Superior no univ. incompleta (095)",210,74,20,45,71
"Superior no univ. completa (096)",325,83,44,66,132
"Superior univ. incompleta (097)",126,43,23,18,42
"Superior univ. completa (098)",371,70,67,102,132
"De 45 a 64 años (100)",2076,1346,203,138,389
"Sin nivel (101)",74,62,9,1,2
"Primaria (103)",999,831,85,20,63
"Secundaria (104)",594,340,53,45,156
"Superior no univ. incompleta (105)",71,20,11,10,30
"Superior no univ. completa (106)",121,35,16,10,60
"Superior univ. incompleta (107)",63,23,7,12,21
"Superior univ. completa (108)",154,35,22,40,57
"De 65 y más años (110)",422,367,28,14,13
"Sin nivel (111)",75,67,3,3,2
"Primaria (113)",296,259,23,8,6
"Secundaria (114)",33,26,1,2,4
"Superior no univ. incompleta (115)",8,8,,,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. incompleta (117)",3,2,1,,
"Superior univ. completa (118)",5,3,,1,1
,,,,,
"RURAL (120)",9004,7556,983,221,244
"Sin nivel (121)",909,842,57,6,4
"Educación inicial (122)",11,11,,,
"Primaria (123)",4811,4257,454,65,35
"Secundaria (124)",2522,2086,265,83,88
"Superior no univ. incompleta (125)",175,107,32,13,23
"Superior no univ. completa (126)",180,80,54,16,30
"Superior univ. incompleta (127)",134,66,35,14,19
"Superior univ. completa (128)",262,107,86,24,45
"De 06 a 14 años (130)",244,205,37,2,
"Sin nivel (131)",27,25,2,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",187,154,32,1,
"Secundaria (134)",28,24,3,1,
"De 15 a 29 años (140)",3119,2566,367,94,92
"Sin nivel (141)",282,262,18,1,1
"Educación inicial (142)",7,7,,,
"Primaria (143)",1299,1122,138,24,15
"Secundaria (144)",1312,1073,152,52,35
"Superior no univ. incompleta (145)",74,47,12,5,10
"Superior no univ. completa (146)",60,22,20,5,13
"Superior univ. incompleta (147)",31,14,7,4,6
"Superior univ. completa (148)",54,19,20,3,12
"De 30 a 44 años (150)",3013,2462,368,81,102
"Sin nivel (151)",252,234,15,2,1
"Educación inicial (152)",2,2,,,
"Primaria (153)",1513,1327,150,21,15
"Secundaria (154)",839,703,84,20,32
"Superior no univ. incompleta (155)",79,48,16,7,8
"Superior no univ. completa (156)",92,46,29,6,11
"Superior univ. incompleta (157)",71,34,21,9,7
"Superior univ. completa (158)",165,68,53,16,28
"De 45 a 64 años (160)",2113,1841,183,41,48
"Sin nivel (161)",226,206,16,2,2
"Primaria (163)",1445,1311,112,17,5
"Secundaria (164)",319,263,26,10,20
"Superior no univ. incompleta (165)",22,12,4,1,5
"Superior no univ. completa (166)",28,12,5,5,6
"Superior univ. incompleta (167)",31,17,7,1,6
"Superior univ. completa (168)",42,20,13,5,4
"De 65 y más años (170)",515,482,28,3,2
"Sin nivel (171)",122,115,6,1,
"Primaria (173)",367,343,22,2,
"Secundaria (174)",24,23,,,1
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,,,,1
