"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia NAZCA (000)",57531,29492,28039,50507,25669,24838,7024,3823,3201
"Menores de 1 año (001)",951,472,479,844,421,423,107,51,56
"Menores de 1 mes (002)",67,30,37,56,28,28,11,2,9
"De 1 a 11 meses (003)",884,442,442,788,393,395,96,49,47
"De 1 a 4 años (004)",3993,2060,1933,3502,1821,1681,491,239,252
"1 año (005)",976,524,452,863,467,396,113,57,56
"2 años (006)",1077,555,522,939,485,454,138,70,68
"3 años (007)",1006,515,491,885,455,430,121,60,61
"4 años (008)",934,466,468,815,414,401,119,52,67
"De 5 a 9 años (009)",5132,2693,2439,4590,2402,2188,542,291,251
"5 años (010)",917,471,446,828,430,398,89,41,48
"6 años (011)",927,498,429,832,444,388,95,54,41
"7 años (012)",1037,538,499,904,463,441,133,75,58
"8 años (013)",1126,583,543,1005,512,493,121,71,50
"9 años (014)",1125,603,522,1021,553,468,104,50,54
"De 10 a 14 años (015)",6348,3269,3079,5622,2869,2753,726,400,326
"10 años (016)",1214,631,583,1091,564,527,123,67,56
"11 años (017)",1202,616,586,1074,554,520,128,62,66
"12 años (018)",1297,681,616,1151,587,564,146,94,52
"13 años (019)",1321,664,657,1146,567,579,175,97,78
"14 años (020)",1314,677,637,1160,597,563,154,80,74
"De 15 a 19 años (021)",5679,2903,2776,4985,2513,2472,694,390,304
"15 años (022)",1346,670,676,1164,568,596,182,102,80
"16 años (023)",1222,638,584,1078,553,525,144,85,59
"17 años (024)",1049,541,508,906,466,440,143,75,68
"18 años (025)",969,510,459,867,453,414,102,57,45
"19 años (026)",1093,544,549,970,473,497,123,71,52
"De 20 a 24 años (027)",4756,2390,2366,4177,2068,2109,579,322,257
"20 años (028)",1058,525,533,915,439,476,143,86,57
"21 años (029)",859,430,429,750,371,379,109,59,50
"22 años (030)",930,476,454,801,409,392,129,67,62
"23 años (031)",899,454,445,793,392,401,106,62,44
"24 años (032)",1010,505,505,918,457,461,92,48,44
"De 25 a 29 años (033)",4748,2431,2317,4174,2123,2051,574,308,266
"25 años (034)",1034,522,512,894,450,444,140,72,68
"26 años (035)",919,481,438,819,425,394,100,56,44
"27 años (036)",1003,536,467,883,471,412,120,65,55
"28 años (037)",908,450,458,790,389,401,118,61,57
"29 años (038)",884,442,442,788,388,400,96,54,42
"De 30 a 34 años (039)",4716,2344,2372,4218,2085,2133,498,259,239
"30 años (040)",1067,566,501,950,498,452,117,68,49
"31 años (041)",827,421,406,766,390,376,61,31,30
"32 años (042)",914,447,467,804,395,409,110,52,58
"33 años (043)",988,466,522,876,411,465,112,55,57
"34 años (044)",920,444,476,822,391,431,98,53,45
