"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",29,29,,,
"Actividad economica no especificada (043)",975,364,151,305,155
"Mujeres (044)",12181,7905,957,1156,2163
"Agric., ganadería, caza y silvicultura (045)",2637,2370,189,66,12
"Pesca (046)",4,3,1,,
"Explotación de minas y canteras (047)",29,7,,6,16
"Industrias manufactureras (048)",231,200,20,9,2
"Suministro de electricidad, gas y agua (049)",13,3,1,2,7
"Construcción (050)",264,51,37,106,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2721,2593,101,24,3
"Venta, mant.y rep. veh.autom y motoc. (052)",52,40,9,2,1
"Comercio al por mayor (053)",76,63,5,6,2
"Comercio al por menor (054)",2593,2490,87,16,
"Hoteles y restaurantes (055)",1006,919,53,23,11
"Trans., almac. y comunicaciones (056)",234,156,30,29,19
"Intermediación financiera (057)",60,8,6,38,8
"Activid.inmobil., empres. y alquileres (058)",479,215,76,92,96
"Admin.pub. y defensa; p. segur soc.afil (059)",1136,,,,1136
"Enseñanza (060)",1343,213,279,553,298
"Servicios sociales y de salud (061)",536,89,31,48,368
"Otras activ. serv.comun.soc y personales (062)",326,240,44,28,14
"Hogares privados con servicio doméstico (063)",480,480,,,
"Actividad economica no especificada (065)",682,358,89,132,103
,,,,,
"URBANA (066)",26327,14263,2467,3286,6311
"Agric., ganadería, caza y silvicultura (067)",3906,3348,349,159,50
"Pesca (068)",13,6,2,5,
"Explotación de minas y canteras (069)",633,49,46,79,459
"Industrias manufactureras (070)",928,682,113,88,45
"Suministro de electricidad, gas y agua (071)",107,12,9,57,29
"Construcción (072)",2834,1148,494,811,381
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4417,3980,235,130,72
"Venta, mant.y rep. veh.autom y motoc. (074)",556,337,74,78,67
"Comercio al por mayor (075)",133,98,14,16,5
"Comercio al por menor (076)",3728,3545,147,36,
"Hoteles y restaurantes (077)",1270,1128,94,38,10
"Trans., almac. y comunicaciones (078)",1712,1332,134,141,105
"Intermediación financiera (079)",129,17,18,75,19
"Activid.inmobil., empres. y alquileres (080)",1501,642,227,283,349
"Admin.pub. y defensa; p. segur soc.afil (081)",3504,,,,3504
"Enseñanza (082)",2085,260,384,917,524
"Servicios sociales y de salud (083)",758,127,43,62,526
"Otras activ. serv.comun.soc y personales (084)",603,390,100,72,41
"Hogares privados con servicio doméstico (085)",493,493,,,
"Actividad economica no especificada (087)",1434,649,219,369,197
"Hombres (088)",15802,7592,1578,2187,4445
"Agric., ganadería, caza y silvicultura (089)",2359,2022,193,102,42
"Pesca (090)",13,6,2,5,
"Explotación de minas y canteras (091)",608,43,46,73,446
"Industrias manufactureras (092)",707,492,93,79,43
"Suministro de electricidad, gas y agua (093)",94,9,8,55,22
"Construcción (094)",2620,1098,459,717,346
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1759,1449,135,106,69
"Venta, mant.y rep. veh.autom y motoc. (096)",505,298,65,76,66
"Comercio al por mayor (097)",60,38,9,10,3
"Comercio al por menor (098)",1194,1113,61,20,
"Hoteles y restaurantes (099)",306,242,42,15,7
"Trans., almac. y comunicaciones (100)",1484,1179,105,114,86
"Intermediación financiera (101)",72,10,12,39,11
"Activid.inmobil., empres. y alquileres (102)",1035,431,153,192,259
"Admin.pub. y defensa; p. segur soc.afil (103)",2554,,,,2554
"Enseñanza (104)",808,66,120,383,239
"Servicios sociales y de salud (105)",237,39,13,15,170
"Otras activ. serv.comun.soc y personales (106)",290,157,60,44,29
"Hogares privados con servicio doméstico (107)",25,25,,,
"Actividad economica no especificada (109)",831,324,137,248,122
"Mujeres (110)",10525,6671,889,1099,1866
"Agric., ganadería, caza y silvicultura (111)",1547,1326,156,57,8
"Explotación de minas y canteras (113)",25,6,,6,13
"Industrias manufactureras (114)",221,190,20,9,2
"Suministro de electricidad, gas y agua (115)",13,3,1,2,7
"Construcción (116)",214,50,35,94,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2658,2531,100,24,3
"Venta, mant.y rep. veh.autom y motoc. (118)",51,39,9,2,1
"Comercio al por mayor (119)",73,60,5,6,2
"Comercio al por menor (120)",2534,2432,86,16,
"Hoteles y restaurantes (121)",964,886,52,23,3
"Trans., almac. y comunicaciones (122)",228,153,29,27,19
"Intermediación financiera (123)",57,7,6,36,8
"Activid.inmobil., empres. y alquileres (124)",466,211,74,91,90
"Admin.pub. y defensa; p. segur soc.afil (125)",950,,,,950
"Enseñanza (126)",1277,194,264,534,285
"Servicios sociales y de salud (127)",521,88,30,47,356
"Otras activ. serv.comun.soc y personales (128)",313,233,40,28,12
"Hogares privados con servicio doméstico (129)",468,468,,,
"Actividad economica no especificada (131)",603,325,82,121,75
,,,,,
"RURAL (132)",5318,3234,208,295,1581
"Agric., ganadería, caza y silvicultura (133)",2898,2758,100,27,13
"Pesca (134)",14,10,3,,1
"Explotación de minas y canteras (135)",300,12,2,8,278
"Industrias manufactureras (136)",48,30,2,6,10
"Suministro de electricidad, gas y agua (137)",10,,,2,8
"Construcción (138)",413,40,35,123,215
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",134,119,6,1,8
"Venta, mant.y rep. veh.autom y motoc. (140)",27,19,2,,6
"Comercio al por mayor (141)",9,6,,1,2
"Comercio al por menor (142)",98,94,4,,
"Hoteles y restaurantes (143)",70,50,1,2,17
"Trans., almac. y comunicaciones (144)",109,61,5,7,36
"Intermediación financiera (145)",4,1,,3,
"Activid.inmobil., empres. y alquileres (146)",106,12,4,9,81
"Admin.pub. y defensa; p. segur soc.afil (147)",791,,,,791
"Enseñanza (148)",104,32,19,30,23
"Servicios sociales y de salud (149)",36,6,2,1,27
"Otras activ. serv.comun.soc y personales (150)",42,14,8,8,12
"Hogares privados con servicio doméstico (151)",16,16,,,
"Actividad economica no especificada (153)",223,73,21,68,61
"Hombres (154)",3662,2000,140,238,1284
"Agric., ganadería, caza y silvicultura (155)",1808,1714,67,18,9
"Pesca (156)",10,7,2,,1
"Explotación de minas y canteras (157)",296,11,2,8,275
"Industrias manufactureras (158)",38,20,2,6,10
"Suministro de electricidad, gas y agua (159)",10,,,2,8
"Construcción (160)",363,39,33,111,180
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",71,57,5,1,8
"Venta, mant.y rep. veh.autom y motoc. (162)",26,18,2,,6
"Comercio al por mayor (163)",6,3,,1,2
"Comercio al por menor (164)",39,36,3,,
"Hoteles y restaurantes (165)",28,17,,2,9
"Trans., almac. y comunicaciones (166)",103,58,4,5,36
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",93,8,2,8,75
"Admin.pub. y defensa; p. segur soc.afil (169)",605,,,,605
"Enseñanza (170)",38,13,4,11,10
"Servicios sociales y de salud (171)",21,5,1,,15
"Otras activ. serv.comun.soc y personales (172)",29,7,4,8,10
"Hogares privados con servicio doméstico (173)",4,4,,,
"Actividad economica no especificada (175)",144,40,14,57,33
"Mujeres (176)",1656,1234,68,57,297
"Agric., ganadería, caza y silvicultura (177)",1090,1044,33,9,4
"Pesca (178)",4,3,1,,
"Explotación de minas y canteras (179)",4,1,,,3
"Industrias manufactureras (180)",10,10,,,
"Construcción (182)",50,1,2,12,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",63,62,1,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",59,58,1,,
"Hoteles y restaurantes (187)",42,33,1,,8
"Trans., almac. y comunicaciones (188)",6,3,1,2,
"Intermediación financiera (189)",3,1,,2,
"Activid.inmobil., empres. y alquileres (190)",13,4,2,1,6
"Admin.pub. y defensa; p. segur soc.afil (191)",186,,,,186
"Enseñanza (192)",66,19,15,19,13
"Servicios sociales y de salud (193)",15,1,1,1,12
"Otras activ. serv.comun.soc y personales (194)",13,7,4,,2
"Hogares privados con servicio doméstico (195)",12,12,,,
"Actividad economica no especificada (197)",79,33,7,11,28
