"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JUNIN (000)",12096,32444,28333,,423,87.3,1.3
"De 12 a 14 años (001)",1154,8,8,,,100,
"De 15 a 19 años (002)",1576,132,132,39,100,29.5,
"De 20 a 24 años (003)",1254,832,802,114,96.4,13.7,
"De 25 a 29 años (004)",1045,1411,1353,104,95.9,7.4,
"De 30 a 34 años (005)",948,2107,1969,77,93.5,3.7,
"De 35 a 39 años (006)",1048,3051,2816,53,92.3,1.7,
"De 40 a 44 años (007)",971,3448,3175,31,92.1,0.9,
"De 45 a 49 años (008)",859,3653,3317,5,90.8,0.1,
"De 50 y más años (009)",3241,17802,14761,,82.9,,
"Conviviente (010)",2601,6865,6293,275,91.7,4,
"De 12 a 14 años (011)",8,1,1,,100,,
"De 15 a 19 años (012)",178,87,87,28,100,32.2,
"De 20 a 24 años (013)",441,573,554,79,96.7,13.8,
"De 25 a 29 años (014)",489,903,859,72,95.1,8,
"De 30 a 34 años (015)",434,1172,1096,53,93.5,4.5,
"De 35 a 39 años (016)",382,1278,1185,27,92.7,2.1,
"De 40 a 44 años (017)",288,1089,1007,16,92.5,1.5,
"De 45 a 49 años (018)",158,687,619,,90.1,,
"De 50 y más años (019)",223,1075,885,,82.3,,
"Separado(a) (020)",529,1468,1327,16,90.4,1.1,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",10,7,7,1,100,14.3,
"De 20 a 24 años (023)",43,48,45,8,93.8,16.7,
"De 25 a 29 años (024)",49,75,74,3,98.7,4,
"De 30 a 34 años (025)",61,130,119,1,91.5,0.8,
"De 35 a 39 años (026)",81,199,182,1,91.5,0.5,
"De 40 a 44 años (027)",79,240,225,2,93.8,0.8,
"De 45 a 49 años (028)",62,237,221,,93.2,,
"De 50 y más años (029)",143,532,454,,85.3,,
"Casado(a) (030)",3368,16493,14286,89,86.6,0.5,
"De 12 a 14 años (031)",4,2,2,,100,,
"De 15 a 19 años (032)",15,10,10,,100,,
"De 20 a 24 años (033)",63,85,84,13,98.8,15.3,
"De 25 a 29 años (034)",171,317,307,19,96.8,6,
"De 30 a 34 años (035)",242,643,598,17,93,2.6,
"De 35 a 39 años (036)",385,1307,1198,22,91.7,1.7,
"De 40 a 44 años (037)",416,1771,1623,13,91.6,0.7,
