"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CARABAYA (000)",26741,1940,3528,12081,301,6091,143,2657
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,30,,,1,,,
"Profes., científicos e intelectuales (002)",1015,937,,71,6,1,,
"Técnicos de nivel medio y trab. asimilados (003)",288,180,,82,23,3,,
"Jefes y empleados de oficina (004)",285,285,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1523,129,36,1115,18,225,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9645,1,2,9438,203,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1482,,832,599,26,25,,
"Obreros construc.,conf.,papel, fab., instr. (008)",830,128,488,192,17,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",8504,154,2063,372,3,5769,143,
"Otra (010)",55,55,,,,,,
"Ocupación no especificada (011)",426,41,107,212,4,62,,
"Desocupado (012)",2657,,,,,,,2657
"Hombres (013)",17215,1311,3022,8696,228,1861,29,2068
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,23,,,1,,,
"Profes., científicos e intelectuales (015)",640,599,,36,5,,,
"Técnicos de nivel medio y trab. asimilados (016)",201,122,,60,18,1,,
"Jefes y empleados de oficina (017)",195,195,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",540,69,14,408,6,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7429,1,2,7271,154,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1361,,795,526,22,18,,
"Obreros construc.,conf.,papel, fab., instr. (021)",813,126,479,186,17,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3686,98,1643,141,1,1774,29,
"Otra (023)",55,55,,,,,,
"Ocupación no especificada (024)",203,23,89,68,4,19,,
"Desocupado (025)",2068,,,,,,,2068
"Mujeres (026)",9526,629,506,3385,73,4230,114,589
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,7,,,,,,
"Profes., científicos e intelectuales (028)",375,338,,35,1,1,,
"Técnicos de nivel medio y trab. asimilados (029)",87,58,,22,5,2,,
"Jefes y empleados de oficina (030)",90,90,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",983,60,22,707,12,182,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2216,,,2167,49,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",121,,37,73,4,7,,
"Obreros construc.,conf.,papel, fab., instr. (034)",17,2,9,6,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4818,56,420,231,2,3995,114,
"Ocupación no especificada (037)",223,18,18,144,,43,,
"Desocupado (038)",589,,,,,,,589
,,,,,,,,
"URBANA (039)",9567,1501,1496,3801,85,1130,75,1479
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",21,20,,,1,,,
"Profes., científicos e intelectuales (041)",779,720,,55,3,1,,
"Técnicos de nivel medio y trab. asimilados (042)",195,138,,52,2,3,,
"Jefes y empleados de oficina (043)",230,230,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1139,95,10,870,12,152,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2096,1,1,2046,48,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",476,,214,247,4,11,,
"Obreros construc.,conf.,papel, fab., instr. (047)",640,115,361,147,14,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2281,126,864,279,1,936,75,
"Otra (049)",25,25,,,,,,
"Ocupación no especificada (050)",206,31,46,105,,24,,
"Desocupado (051)",1479,,,,,,,1479
"Hombres (052)",6138,1025,1314,2296,56,314,15,1118
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,16,,,1,,,
"Profes., científicos e intelectuales (054)",494,461,,30,3,,,
"Técnicos de nivel medio y trab. asimilados (055)",132,95,,36,,1,,
"Jefes y empleados de oficina (056)",153,153,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",394,57,10,300,4,23,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1494,1,1,1462,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",400,,194,197,4,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",624,113,352,142,14,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1184,86,717,89,,277,15,
"Otra (062)",25,25,,,,,,
"Ocupación no especificada (063)",103,18,40,40,,5,,
"Desocupado (064)",1118,,,,,,,1118
"Mujeres (065)",3429,476,182,1505,29,816,60,361
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",285,259,,25,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",63,43,,16,2,2,,
"Jefes y empleados de oficina (069)",77,77,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",745,38,,570,8,129,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",602,,,584,18,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",76,,20,50,,6,,
"Obreros construc.,conf.,papel, fab., instr. (073)",16,2,9,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1097,40,147,190,1,659,60,
"Ocupación no especificada (076)",103,13,6,65,,19,,
"Desocupado (077)",361,,,,,,,361
,,,,,,,,
"RURAL (078)",17174,439,2032,8280,216,4961,68,1178
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,10,,,,,,
"Profes., científicos e intelectuales (080)",236,217,,16,3,,,
"Técnicos de nivel medio y trab. asimilados (081)",93,42,,30,21,,,
"Jefes y empleados de oficina (082)",55,55,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",384,34,26,245,6,73,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",7549,,1,7392,155,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1006,,618,352,22,14,,
"Obreros construc.,conf.,papel, fab., instr. (086)",190,13,127,45,3,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",6223,28,1199,93,2,4833,68,
"Otra (088)",30,30,,,,,,
"Ocupación no especificada (089)",220,10,61,107,4,38,,
"Desocupado (090)",1178,,,,,,,1178
"Hombres (091)",11077,286,1708,6400,172,1547,14,950
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",146,138,,6,2,,,
"Técnicos de nivel medio y trab. asimilados (094)",69,27,,24,18,,,
"Jefes y empleados de oficina (095)",42,42,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",146,12,4,108,2,20,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",5935,,1,5809,124,1,,
