"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANAS (000)",9128,7987,562,288,291
"Hombres (001)",5833,4924,443,240,226
"Mujeres (002)",3295,3063,119,48,65
"De 06 a 14 años (003)",74,72,2,,
"Hombres (004)",49,47,2,,
"Mujeres (005)",25,25,,,
"De 15 a 29 años (006)",2253,1918,181,64,90
"Hombres (007)",1382,1131,137,53,61
"Mujeres (008)",871,787,44,11,29
"De 30 a 44 años (009)",3230,2733,233,136,128
"Hombres (010)",2120,1715,187,114,104
"Mujeres (011)",1110,1018,46,22,24
"De 45 a 64 años (012)",2686,2400,132,85,69
"Hombres (013)",1713,1478,106,71,58
"Mujeres (014)",973,922,26,14,11
"De 65 y más años (015)",885,864,14,3,4
"Hombres (016)",569,553,11,2,3
"Mujeres (017)",316,311,3,1,1
,,,,,
"URBANA (018)",1797,1279,209,134,175
"Hombres (019)",1098,732,143,99,124
"Mujeres (020)",699,547,66,35,51
"De 06 a 14 años (021)",34,33,1,,
"Hombres (022)",23,22,1,,
"Mujeres (023)",11,11,,,
"De 15 a 29 años (024)",498,352,65,26,55
"Hombres (025)",293,199,43,19,32
"Mujeres (026)",205,153,22,7,23
"De 30 a 44 años (027)",731,496,91,65,79
"Hombres (028)",453,282,65,47,59
"Mujeres (029)",278,214,26,18,20
"De 45 a 64 años (030)",426,298,48,41,39
"Hombres (031)",270,175,32,32,31
"Mujeres (032)",156,123,16,9,8
"De 65 y más años (033)",108,100,4,2,2
"Hombres (034)",59,54,2,1,2
"Mujeres (035)",49,46,2,1,
,,,,,
"RURAL (036)",7331,6708,353,154,116
"Hombres (037)",4735,4192,300,141,102
"Mujeres (038)",2596,2516,53,13,14
"De 06 a 14 años (039)",40,39,1,,
"Hombres (040)",26,25,1,,
"Mujeres (041)",14,14,,,
"De 15 a 29 años (042)",1755,1566,116,38,35
"Hombres (043)",1089,932,94,34,29
"Mujeres (044)",666,634,22,4,6
"De 30 a 44 años (045)",2499,2237,142,71,49
"Hombres (046)",1667,1433,122,67,45
"Mujeres (047)",832,804,20,4,4
"De 45 a 64 años (048)",2260,2102,84,44,30
"Hombres (049)",1443,1303,74,39,27
"Mujeres (050)",817,799,10,5,3
"De 65 y más años (051)",777,764,10,1,2
"Hombres (052)",510,499,9,1,1
"Mujeres (053)",267,265,1,,1
