"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GRAN CHIMU (000)",7463,7131,36,1401,1372,1103,1618,952,493,156,332,26523
"De 12 a 14 años (001)",14,8,,7,1,,,,,,6,9
"De 15 a 19 años (002)",270,249,1,215,31,1,1,,,,21,284
"De 20 a 24 años (003)",774,681,4,401,189,70,16,1,,,93,1062
"De 25 a 29 años (004)",853,792,5,261,281,161,79,5,,,61,1668
"De 30 a 34 años (005)",880,835,3,155,260,183,195,35,4,,45,2327
"De 35 a 39 años (006)",835,812,3,99,188,183,233,84,21,1,23,2778
"De 40 a 44 años (007)",761,738,4,75,128,151,224,101,44,11,23,2896
"De 45 a 49 años (008)",688,672,1,46,103,105,204,132,62,19,16,3038
"De 50 y más años (009)",2388,2344,15,142,191,249,666,594,362,125,44,12461
"Conviviente (010)",4085,4026,22,819,854,650,875,488,232,86,59,14321
"De 12 a 14 años (011)",7,5,,4,1,,,,,,2,6
"De 15 a 19 años (012)",193,174,1,145,26,1,1,,,,19,204
"De 20 a 24 años (013)",528,512,4,284,158,55,11,,,,16,810
"De 25 a 29 años (014)",575,571,4,167,219,122,55,4,,,4,1223
"De 30 a 34 años (015)",550,544,1,75,176,127,139,24,2,,6,1576
"De 35 a 39 años (016)",521,518,2,48,110,125,159,58,15,1,3,1853
"De 40 a 44 años (017)",437,435,3,33,65,87,139,68,32,8,2,1817
"De 45 a 49 años (018)",361,358,1,22,42,53,112,78,39,11,3,1709
"De 50 y más años (019)",913,909,6,41,57,80,259,256,144,66,4,5123
"Separado(a) (020)",458,451,1,158,104,59,76,41,9,3,7,1248
"De 12 a 14 años (021)",2,,,,,,,,,,2,
"De 15 a 19 años (022)",37,36,,34,2,,,,,,1,38
"De 20 a 24 años (023)",53,52,,37,10,4,1,,,,1,73
