"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BARRANCA (000)",50480,12136,15123,18974,1033,2064,1150
"Agric., ganadería, caza y silvicultura (001)",12642,206,8009,3269,402,756,
"Pesca (002)",807,37,482,258,8,22,
"Explotación de minas y canteras (003)",111,23,74,11,1,2,
"Industrias manufactureras (004)",4198,660,2338,1106,66,28,
"Suministro de electricidad, gas y agua (005)",124,61,57,5,1,,
"Construcción (006)",2765,90,1769,830,56,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",10819,1897,477,7253,273,919,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1179,171,310,613,58,27,
"Comercio al por mayor (009)",553,203,59,232,26,33,
"Comercio al por menor (010)",9087,1523,108,6408,189,859,
"Hoteles y restaurantes (011)",2800,896,177,1509,84,134,
"Trans., almac. y comunicaciones (012)",5110,1134,804,3061,66,45,
"Intermediación financiera (013)",233,222,1,9,,1,
"Activid.inmobil., empres. y alquileres (014)",2276,1550,264,427,24,11,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1308,1154,154,,,,
"Enseñanza (016)",2650,2526,1,104,7,12,
"Servicios sociales y de salud (017)",693,598,14,74,5,2,
"Otras activ. serv.comun.soc y personales (018)",1985,823,327,771,33,31,
"Hogares privados con servicio doméstico (019)",1150,,,,,,1150
"Actividad economica no especificada (021)",809,259,175,287,7,81,
"Hombres (022)",33833,6767,12671,12720,772,866,37
"Agric., ganadería, caza y silvicultura (023)",10109,180,6273,2856,347,453,
"Pesca (024)",791,31,477,254,8,21,
"Explotación de minas y canteras (025)",101,17,72,10,1,1,
"Industrias manufactureras (026)",3356,484,1976,823,54,19,
"Suministro de electricidad, gas y agua (027)",100,38,56,5,1,,
"Construcción (028)",2732,82,1757,820,54,19,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5397,997,455,3552,164,229,
"Venta, mant.y rep. veh.autom.y motoc. (030)",1096,130,303,590,54,19,
"Comercio al por mayor (031)",353,128,53,144,20,8,
"Comercio al por menor (032)",3948,739,99,2818,90,202,
"Hoteles y restaurantes (033)",870,359,80,347,36,48,
"Trans., almac. y comunicaciones (034)",4769,878,789,3006,61,35,
"Intermediación financiera (035)",147,140,1,6,,,
"Activid.inmobil., empres. y alquileres (036)",1706,1119,230,335,17,5,
"Admin.pub. y defensa; p. segur.soc.afil (037)",857,735,122,,,,
"Enseñanza (038)",1019,961,1,49,3,5,
"Servicios sociales y de salud (039)",220,174,4,39,3,,
"Otras activ. serv.comun.soc y personales (040)",1247,465,277,465,20,20,
"Hogares privados con servicio doméstico (041)",37,,,,,,37
"Actividad economica no especificada (043)",375,107,101,153,3,11,
"Mujeres (044)",16647,5369,2452,6254,261,1198,1113
"Agric., ganadería, caza y silvicultura (045)",2533,26,1736,413,55,303,
"Pesca (046)",16,6,5,4,,1,
"Explotación de minas y canteras (047)",10,6,2,1,,1,
"Industrias manufactureras (048)",842,176,362,283,12,9,
"Suministro de electricidad, gas y agua (049)",24,23,1,,,,
"Construcción (050)",33,8,12,10,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5422,900,22,3701,109,690,
"Venta, mant.y rep. veh.autom.y motoc. (052)",83,41,7,23,4,8,
"Comercio al por mayor (053)",200,75,6,88,6,25,
"Comercio al por menor (054)",5139,784,9,3590,99,657,
"Hoteles y restaurantes (055)",1930,537,97,1162,48,86,
"Trans., almac. y comunicaciones (056)",341,256,15,55,5,10,
"Intermediación financiera (057)",86,82,,3,,1,
"Activid.inmobil., empres. y alquileres (058)",570,431,34,92,7,6,
"Admin.pub. y defensa; p. segur.soc.afil (059)",451,419,32,,,,
"Enseñanza (060)",1631,1565,,55,4,7,
"Servicios sociales y de salud (061)",473,424,10,35,2,2,
"Otras activ. serv.comun.soc y personales (062)",738,358,50,306,13,11,
"Hogares privados con servicio doméstico (063)",1113,,,,,,1113
"Actividad economica no especificada (065)",434,152,74,134,4,70,
,,,,,,,
"URBANA (066)",43030,11732,10481,17258,861,1641,1057
"Agric., ganadería, caza y silvicultura (067)",6878,168,3915,2146,248,401,
"Pesca (068)",787,37,470,250,8,22,
"Explotación de minas y canteras (069)",71,19,38,11,1,2,
"Industrias manufactureras (070)",3943,633,2143,1077,63,27,
"Suministro de electricidad, gas y agua (071)",121,61,54,5,1,,
"Construcción (072)",2663,88,1688,812,56,19,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10429,1842,448,6983,264,892,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1141,168,293,596,57,27,
"Comercio al por mayor (075)",536,198,52,229,24,33,
"Comercio al por menor (076)",8752,1476,103,6158,183,832,
"Hoteles y restaurantes (077)",2698,881,161,1454,80,122,
"Trans., almac. y comunicaciones (078)",4823,1096,705,2912,65,45,
"Intermediación financiera (079)",228,218,1,8,,1,
"Activid.inmobil., empres. y alquileres (080)",2189,1492,240,422,24,11,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1281,1131,150,,,,
"Enseñanza (082)",2571,2452,1,99,7,12,
"Servicios sociales y de salud (083)",671,580,13,71,5,2,
"Otras activ. serv.comun.soc y personales (084)",1905,786,301,755,32,31,
"Hogares privados con servicio doméstico (085)",1057,,,,,,1057
"Actividad economica no especificada (087)",715,248,153,253,7,54,
"Hombres (088)",28079,6523,8883,11362,624,650,37
"Agric., ganadería, caza y silvicultura (089)",5412,151,2962,1838,211,250,
"Pesca (090)",771,31,465,246,8,21,
"Explotación de minas y canteras (091)",62,13,37,10,1,1,
"Industrias manufactureras (092)",3158,467,1820,802,51,18,
"Suministro de electricidad, gas y agua (093)",97,38,53,5,1,,
"Construcción (094)",2631,80,1676,803,54,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5219,970,426,3440,159,224,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1061,129,286,574,53,19,
"Comercio al por mayor (097)",341,126,46,143,18,8,
"Comercio al por menor (098)",3817,715,94,2723,88,197,
"Hoteles y restaurantes (099)",845,355,75,337,33,45,
"Trans., almac. y comunicaciones (100)",4488,843,690,2860,60,35,
"Intermediación financiera (101)",144,138,1,5,,,
"Activid.inmobil., empres. y alquileres (102)",1635,1076,207,330,17,5,
"Admin.pub. y defensa; p. segur.soc.afil (103)",843,724,119,,,,
"Enseñanza (104)",985,928,1,48,3,5,
"Servicios sociales y de salud (105)",214,170,4,37,3,,
"Otras activ. serv.comun.soc y personales (106)",1187,435,255,457,20,20,
"Hogares privados con servicio doméstico (107)",37,,,,,,37
"Actividad economica no especificada (109)",351,104,92,144,3,8,
"Mujeres (110)",14951,5209,1598,5896,237,991,1020
"Agric., ganadería, caza y silvicultura (111)",1466,17,953,308,37,151,
"Pesca (112)",16,6,5,4,,1,
"Explotación de minas y canteras (113)",9,6,1,1,,1,
"Industrias manufactureras (114)",785,166,323,275,12,9,
