"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia RECUAY (000)",18084,743,1805,1986,1798,2946,2285,4350,2171
"Sin nivel (001)",2741,743,255,34,24,54,145,643,843
"Educación inicial (002)",486,,438,32,1,3,12,,
"Primaria (003)",6720,,1112,1356,231,364,584,2011,1062
"Secundaria (004)",5233,,,564,1303,1325,854,1038,149
"Superior no univ. incompleto (005)",901,,,,152,475,143,113,18
"Superior no univ. completo (006)",939,,,,,369,287,239,44
"Superior univ. incompleto (007)",437,,,,87,187,61,94,8
"Superior univ. completo (008)",627,,,,,169,199,212,47
"Hombres (010)",8831,379,904,1035,938,1459,1098,2065,953
"Sin nivel (011)",831,379,120,21,11,16,34,111,139
"Educación inicial (012)",257,,231,23,1,,2,,
"Primaria (013)",3148,,553,700,111,129,203,847,605
"Secundaria (014)",2959,,,291,699,702,480,668,119
"Superior no univ. incompleto (015)",490,,,,73,251,79,70,17
"Superior no univ. completo (016)",480,,,,,165,149,139,27
"Superior univ. incompleto (017)",281,,,,43,119,39,73,7
"Superior univ. completo (018)",385,,,,,77,112,157,39
"Mujeres (020)",9253,364,901,951,860,1487,1187,2285,1218
"Sin nivel (021)",1910,364,135,13,13,38,111,532,704
"Educación inicial (022)",229,,207,9,,3,10,,
"Primaria (023)",3572,,559,656,120,235,381,1164,457
"Secundaria (024)",2274,,,273,604,623,374,370,30
"Superior no univ. incompleto (025)",411,,,,79,224,64,43,1
"Superior no univ. completo (026)",459,,,,,204,138,100,17
"Superior univ. incompleto (027)",156,,,,44,68,22,21,1
"Superior univ. completo (028)",242,,,,,92,87,55,8
,,,,,,,,,
"URBANA (030)",10288,393,1027,1061,1028,1691,1333,2486,1269
"Sin nivel (031)",1328,393,131,14,11,20,54,286,419
"Educación inicial (032)",292,,261,19,1,2,9,,
"Primaria (033)",3551,,635,716,94,134,268,1051,653
"Secundaria (034)",3017,,,312,767,703,471,653,111
"Superior no univ. incompleto (035)",572,,,,89,284,106,81,12
"Superior no univ. completo (036)",721,,,,,279,225,186,31
"Superior univ. incompleto (037)",343,,,,66,146,47,77,7
"Superior univ. completo (038)",464,,,,,123,153,152,36
"Hombres (040)",4932,207,521,549,532,821,607,1162,533
"Sin nivel (041)",398,207,62,10,3,6,15,44,51
"Educación inicial (042)",159,,142,14,1,,2,,
"Primaria (043)",1589,,317,364,42,43,84,406,333
"Secundaria (044)",1669,,,161,415,364,240,403,86
"Superior no univ. incompleto (045)",290,,,,37,142,52,48,11
"Superior no univ. completo (046)",343,,,,,119,107,99,18
"Superior univ. incompleto (047)",219,,,,34,93,29,57,6
"Superior univ. completo (048)",265,,,,,54,78,105,28
"Mujeres (050)",5356,186,506,512,496,870,726,1324,736
"Sin nivel (051)",930,186,69,4,8,14,39,242,368
"Educación inicial (052)",133,,119,5,,2,7,,
"Primaria (053)",1962,,318,352,52,91,184,645,320
"Secundaria (054)",1348,,,151,352,339,231,250,25
"Superior no univ. incompleto (055)",282,,,,52,142,54,33,1
"Superior no univ. completo (056)",378,,,,,160,118,87,13
"Superior univ. incompleto (057)",124,,,,32,53,18,20,1
"Superior univ. completo (058)",199,,,,,69,75,47,8
,,,,,,,,,
"RURAL (060)",7796,350,778,925,770,1255,952,1864,902
"Sin nivel (061)",1413,350,124,20,13,34,91,357,424
"Educación inicial (062)",194,,177,13,,1,3,,
"Primaria (063)",3169,,477,640,137,230,316,960,409
"Secundaria (064)",2216,,,252,536,622,383,385,38
"Superior no univ. incompleto (065)",329,,,,63,191,37,32,6
"Superior no univ. completo (066)",218,,,,,90,62,53,13
"Superior univ. incompleto (067)",94,,,,21,41,14,17,1
"Superior univ. completo (068)",163,,,,,46,46,60,11
"Hombres (070)",3899,172,383,486,406,638,491,903,420
"Sin nivel (071)",433,172,58,11,8,10,19,67,88
"Educación inicial (072)",98,,89,9,,,,,
"Primaria (073)",1559,,236,336,69,86,119,441,272
"Secundaria (074)",1290,,,130,284,338,240,265,33
"Superior no univ. incompleto (075)",200,,,,36,109,27,22,6
"Superior no univ. completo (076)",137,,,,,46,42,40,9
"Superior univ. incompleto (077)",62,,,,9,26,10,16,1
"Superior univ. completo (078)",120,,,,,23,34,52,11
"Mujeres (080)",3897,178,395,439,364,617,461,961,482
"Sin nivel (081)",980,178,66,9,5,24,72,290,336
"Educación inicial (082)",96,,88,4,,1,3,,
"Primaria (083)",1610,,241,304,68,144,197,519,137
"Secundaria (084)",926,,,122,252,284,143,120,5
"Superior no univ. incompleto (085)",129,,,,27,82,10,10,
"Superior no univ. completo (086)",81,,,,,44,20,13,4
"Superior univ. incompleto (087)",32,,,,12,15,4,1,
"Superior univ. completo (088)",43,,,,,23,12,8,
