"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHURCAMPA (000)",15498,50413,43048,,882,85.4,1.7
"De 12 a 14 años (001)",1949,7,7,,,100,
"De 15 a 19 años (002)",2016,448,439,123,98,27.5,
"De 20 a 24 años (003)",1608,1916,1850,211,96.6,11,
"De 25 a 29 años (004)",1417,3218,3079,186,95.7,5.8,
"De 30 a 34 años (005)",1322,4294,4023,131,93.7,3.1,
"De 35 a 39 años (006)",1264,5435,4983,145,91.7,2.7,
"De 40 a 44 años (007)",1130,6246,5565,76,89.1,1.2,
"De 45 a 49 años (008)",1007,6043,5148,10,85.2,0.2,
"De 50 y más años (009)",3785,22806,17954,,78.7,,
"Sin nivel (010)",4756,27155,21902,168,80.7,0.6,
"De 12 a 14 años (011)",19,1,1,,100,,
"De 15 a 19 años (012)",54,41,41,1,100,2.4,
"De 20 a 24 años (013)",122,212,209,19,98.6,9,
"De 25 a 29 años (014)",188,577,545,26,94.5,4.5,
"De 30 a 34 años (015)",271,1144,1052,34,92,3,
"De 35 a 39 años (016)",378,1908,1736,46,91,2.4,
"De 40 a 44 años (017)",449,2862,2477,37,86.5,1.3,
"De 45 a 49 años (018)",495,3259,2707,5,83.1,0.2,
"De 50 y más años (019)",2780,17151,13134,,76.6,,
"Educacion Inicial (020)",37,82,71,4,86.6,4.9,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",5,1,1,,100,,
"De 20 a 24 años (023)",9,21,18,1,85.7,4.8,
"De 25 a 29 años (024)",3,5,5,1,100,20,
"De 30 a 34 años (025)",12,43,39,2,90.7,4.7,
"De 35 a 39 años (026)",3,12,8,,66.7,,
"Primaria (030)",6106,18597,16691,453,89.8,2.4,
"De 12 a 14 años (031)",1169,5,5,,100,,
"De 15 a 19 años (032)",540,207,203,49,98.1,23.7,
"De 20 a 24 años (033)",680,1020,982,112,96.3,11,
"De 25 a 29 años (034)",689,1903,1813,113,95.3,5.9,
"De 30 a 34 años (035)",648,2395,2241,67,93.6,2.8,
"De 35 a 39 años (036)",611,2811,2564,74,91.2,2.6,
"De 40 a 44 años (037)",520,2857,2588,33,90.6,1.2,
"De 45 a 49 años (038)",390,2322,2010,5,86.6,0.2,
"De 50 y más años (039)",859,5077,4285,,84.4,,
