"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CALCA (000)",65407,64255,788,364
"Hombres (001)",32940,32458,308,174
"Mujeres (002)",32467,31797,480,190
"Menores de 1 año (003)",1055,861,113,81
"Hombres (004)",521,416,61,44
"Mujeres (005)",534,445,52,37
"De 1 a 5 años (006)",7564,7023,298,243
"Hombres (007)",3854,3601,135,118
"Mujeres (008)",3710,3422,163,125
"De 6 a 14 años (009)",15228,15172,42,14
"Hombres (010)",7806,7781,20,5
"Mujeres (011)",7422,7391,22,9
"De 15 a 29 años (012)",16170,16128,32,10
"Hombres (013)",8341,8324,12,5
"Mujeres (014)",7829,7804,20,5
"De 30 a 44 años (015)",12196,12147,47,2
"Hombres (016)",6067,6054,12,1
"Mujeres (017)",6129,6093,35,1
"De 45 a 64 años (018)",9064,8978,83,3
"Hombres (019)",4476,4453,23,
"Mujeres (020)",4588,4525,60,3
"De 65 a más años (021)",4130,3946,173,11
"Hombres (022)",1875,1829,45,1
"Mujeres (023)",2255,2117,128,10
,,,,
"URBANA (024)",23117,22825,216,76
"Hombres (025)",11446,11334,83,29
"Mujeres (026)",11671,11491,133,47
"Menores de 1 año (027)",329,268,45,16
"Hombres (028)",156,125,25,6
"Mujeres (029)",173,143,20,10
"De 1 a 5 años (030)",2149,2011,83,55
"Hombres (031)",1111,1047,41,23
"Mujeres (032)",1038,964,42,32
"De 6 a 14 años (033)",5048,5042,6,
"Hombres (034)",2573,2571,2,
"Mujeres (035)",2475,2471,4,
"De 15 a 29 años (036)",6287,6283,3,1
"Hombres (037)",3169,3168,1,
"Mujeres (038)",3118,3115,2,1
"De 30 a 44 años (039)",4600,4593,7,
"Hombres (040)",2218,2217,1,
"Mujeres (041)",2382,2376,6,
"De 45 a 64 años (042)",3210,3192,16,2
"Hombres (043)",1566,1563,3,
"Mujeres (044)",1644,1629,13,2
"De 65 a más años (045)",1494,1436,56,2
"Hombres (046)",653,643,10,
"Mujeres (047)",841,793,46,2
,,,,
"RURAL (048)",42290,41430,572,288
"Hombres (049)",21494,21124,225,145
"Mujeres (050)",20796,20306,347,143
"Menores de 1 año (051)",726,593,68,65
"Hombres (052)",365,291,36,38
"Mujeres (053)",361,302,32,27
"De 1 a 5 años (054)",5415,5012,215,188
"Hombres (055)",2743,2554,94,95
"Mujeres (056)",2672,2458,121,93
"De 6 a 14 años (057)",10180,10130,36,14
"Hombres (058)",5233,5210,18,5
"Mujeres (059)",4947,4920,18,9
"De 15 a 29 años (060)",9883,9845,29,9
"Hombres (061)",5172,5156,11,5
"Mujeres (062)",4711,4689,18,4
"De 30 a 44 años (063)",7596,7554,40,2
"Hombres (064)",3849,3837,11,1
"Mujeres (065)",3747,3717,29,1
"De 45 a 64 años (066)",5854,5786,67,1
"Hombres (067)",2910,2890,20,
"Mujeres (068)",2944,2896,47,1
"De 65 a más años (069)",2636,2510,117,9
"Hombres (070)",1222,1186,35,1
"Mujeres (071)",1414,1324,82,8
