"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LUCANAS (000)",17527,163,510,1232,1981,3162,5536,4943
"De 12 a 14 años (001)",36,,,,,,2,34
"De 15 a 19 años (002)",436,,,,,,259,177
"De 20 a 24 años (003)",1550,,,,,3,955,592
"De 25 a 29 años (004)",1867,,,,,74,1201,592
"De 30 a 34 años (005)",1832,,,,1,278,1129,424
"De 35 a 39 años (006)",1809,,,,14,477,955,363
"De 40 a 44 años (007)",1680,,,,64,643,619,354
"De 45 a 49 años (008)",1403,,,1,165,659,322,256
"De 50 y más años (009)",6914,163,510,1231,1737,1028,94,2151
"Sin nivel (010)",4873,111,334,660,866,641,576,1685
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",17,,,,,,8,9
"De 20 a 24 años (013)",58,,,,,,34,24
"De 25 a 29 años (014)",80,,,,,,60,20
"De 30 a 34 años (015)",125,,,,,8,91,26
"De 35 a 39 años (016)",192,,,,2,33,122,35
"De 40 a 44 años (017)",268,,,,6,63,110,89
"De 45 a 49 años (018)",323,,,,18,134,111,60
"De 50 y más años (019)",3809,111,334,660,840,403,40,1421
"Educacion Inicial (020)",15,,,,,3,6,6
"De 20 a 24 años (023)",1,,,,,,1,
"De 25 a 29 años (024)",4,,,,,,1,3
"De 30 a 34 años (025)",4,,,,,2,,2
"De 35 a 39 años (026)",6,,,,,1,4,1
"Primaria (030)",5701,44,144,470,712,1275,1804,1252
"De 12 a 14 años (031)",19,,,,,,,19
"De 15 a 19 años (032)",125,,,,,,72,53
"De 20 a 24 años (033)",351,,,,,1,241,109
"De 25 a 29 años (034)",481,,,,,18,354,109
"De 30 a 34 años (035)",558,,,,1,90,369,98
"De 35 a 39 años (036)",590,,,,4,158,334,94
"De 40 a 44 años (037)",694,,,,23,273,275,123
"De 45 a 49 años (038)",586,,,,65,297,118,106
"De 50 y más años (039)",2297,44,144,470,619,438,41,541
"Secundaria (040)",4168,5,23,60,256,738,1953,1133
"De 12 a 14 años (041)",16,,,,,,2,14
"De 15 a 19 años (042)",267,,,,,,160,107
"De 20 a 24 años (043)",775,,,,,1,501,273
"De 25 a 29 años (044)",747,,,,,34,487,226
"De 30 a 34 años (045)",628,,,,,99,371,158
"De 35 a 39 años (046)",547,,,,5,164,257,121
"De 40 a 44 años (047)",378,,,,20,172,112,74
"De 45 a 49 años (048)",307,,,,58,149,54,46
"De 50 y más años (049)",503,5,23,60,173,119,9,114
"Sup. no Univ. incompleta (050)",567,,2,5,20,68,287,185
"De 15 a 19 años (052)",23,,,,,,17,6
