"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",74,,,5,19,4,8,4,34
"Profes., científicos e intelectuales (038)",1612,,,,64,102,116,208,1122
"Técnicos de nivel medio ytrab.asimilados (039)",871,,,20,186,151,268,91,155
"Jefes y empleados de oficina (040)",668,,,5,234,75,148,59,147
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2805,65,3,479,1291,286,283,168,230
"Agricult.trabaj. calif.agrop. y pesquros (042)",4082,126,1,1594,1796,168,127,89,181
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2170,18,,215,1119,234,321,115,148
"Obreros. construc., conf., papel, fab., instr (044)",2229,19,,253,1244,207,203,156,147
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",6157,212,13,1613,3089,438,345,218,229
"Otra (046)",108,,,,19,13,31,15,30
"Ocupación no especificada (047)",503,17,1,105,238,40,39,31,32
"Hombres (048)",13689,147,8,2381,6619,1161,1154,776,1443
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",50,,,4,13,2,6,2,23
"Profes., científicos e intelectuales (050)",782,,,,23,54,43,102,560
"Técnicos de nivel medio ytrab.asimilados (051)",567,,,12,133,126,139,59,98
"Jefes y empleados de oficina (052)",323,,,4,123,30,47,31,88
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1054,3,,144,527,98,97,80,105
"Agricult.trabaj. calif.agrop. y pesquros (054)",3095,48,,1120,1487,131,96,77,136
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1884,15,,179,989,205,267,103,126
"Obreros. construc., conf., papel, fab., instr (056)",2185,18,,246,1220,205,200,152,144
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3393,62,8,643,1942,274,208,137,119
"Otra (058)",103,,,,19,13,29,14,28
"Ocupación no especificada (059)",253,1,,29,143,23,22,19,16
"Mujeres (060)",7590,310,10,1908,2680,557,735,378,1012
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",24,,,1,6,2,2,2,11
"Profes., científicos e intelectuales (062)",830,,,,41,48,73,106,562
"Técnicos de nivel medio ytrab.asimilados (063)",304,,,8,53,25,129,32,57
"Jefes y empleados de oficina (064)",345,,,1,111,45,101,28,59
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1751,62,3,335,764,188,186,88,125
"Agricult.trabaj. calif.agrop. y pesquros (066)",987,78,1,474,309,37,31,12,45
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",286,3,,36,130,29,54,12,22
"Obreros. construc., conf., papel, fab., instr (068)",44,1,,7,24,2,3,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2764,150,5,970,1147,164,137,81,110
"Otra (070)",5,,,,,,2,1,2
"Ocupación no especificada (071)",250,16,1,76,95,17,17,12,16
,,,,,,,,,
"RURAL (072)",11333,352,5,3617,5245,684,553,334,543
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",16,,,1,7,,1,1,6
"Profes., científicos e intelectuales (074)",282,,,,14,15,20,35,198
"Técnicos de nivel medio ytrab.asimilados (075)",256,,,11,64,52,65,29,35
"Jefes y empleados de oficina (076)",157,,,2,63,16,29,10,37
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",701,26,,136,369,62,54,27,27
"Agricult.trabaj. calif.agrop. y pesquros (078)",3154,132,,1677,1134,74,40,53,44
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1599,10,,171,946,178,162,69,63
"Obreros. construc., conf., papel, fab., instr (080)",761,8,1,125,477,52,45,21,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4115,167,4,1392,2038,217,123,81,93
"Otra (082)",12,,,1,1,2,4,2,2
"Ocupación no especificada (083)",280,9,,101,132,16,10,6,6
"Hombres (084)",8492,162,3,2447,4235,541,442,258,404
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,,,,5,,1,1,3
"Profes., científicos e intelectuales (086)",145,,,,2,4,5,18,116
"Técnicos de nivel medio ytrab.asimilados (087)",207,,,6,49,44,51,27,30
"Jefes y empleados de oficina (088)",104,,,2,40,10,14,7,31
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",272,7,,31,155,27,28,11,13
"Agricult.trabaj. calif.agrop. y pesquros (090)",2570,69,,1324,994,65,33,45,40
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1534,10,,159,913,167,158,66,61
"Obreros. construc., conf., papel, fab., instr (092)",744,6,1,120,470,51,45,21,30
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2748,66,2,761,1525,164,98,57,75
"Otra (094)",11,,,1,1,2,4,2,1
"Ocupación no especificada (095)",147,4,,43,81,7,5,3,4
"Mujeres (096)",2841,190,2,1170,1010,143,111,76,139
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",6,,,1,2,,,,3
"Profes., científicos e intelectuales (098)",137,,,,12,11,15,17,82
"Técnicos de nivel medio ytrab.asimilados (099)",49,,,5,15,8,14,2,5
"Jefes y empleados de oficina (100)",53,,,,23,6,15,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",429,19,,105,214,35,26,16,14
"Agricult.trabaj. calif.agrop. y pesquros (102)",584,63,,353,140,9,7,8,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",65,,,12,33,11,4,3,2
"Obreros. construc., conf., papel, fab., instr (104)",17,2,,5,7,1,,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1367,101,2,631,513,53,25,24,18
"Otra (106)",1,,,,,,,,1
"Ocupación no especificada (107)",133,5,,58,51,9,5,3,2
