"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN PABLO (000)",21452,1069,2363,2917,2330,3477,2987,4429,1880
"Sabe leer y escribir (001)",16782,,1768,2890,2251,3228,2579,3231,835
"No sabe leer y escribir (002)",4670,1069,595,27,79,249,408,1198,1045
"Hombres (004)",10411,549,1155,1486,1165,1687,1414,2082,873
"Sabe leer y escribir (005)",8936,,868,1474,1144,1622,1349,1884,595
"No sabe leer y escribir (006)",1475,549,287,12,21,65,65,198,278
"Mujeres (008)",11041,520,1208,1431,1165,1790,1573,2347,1007
"Sabe leer y escribir (009)",7846,,900,1416,1107,1606,1230,1347,240
"No sabe leer y escribir (010)",3195,520,308,15,58,184,343,1000,767
,,,,,,,,,
"URBANA (012)",3340,156,296,415,304,559,576,773,261
"Sabe leer y escribir (013)",2919,,235,413,294,547,551,695,184
"No sabe leer y escribir (014)",421,156,61,2,10,12,25,78,77
"Hombres (016)",1611,72,144,220,149,278,268,360,120
"Sabe leer y escribir (017)",1469,,116,218,143,274,261,352,105
"No sabe leer y escribir (018)",142,72,28,2,6,4,7,8,15
"Mujeres (020)",1729,84,152,195,155,281,308,413,141
"Sabe leer y escribir (021)",1450,,119,195,151,273,290,343,79
"No sabe leer y escribir (022)",279,84,33,,4,8,18,70,62
,,,,,,,,,
"RURAL (024)",18112,913,2067,2502,2026,2918,2411,3656,1619
"Sabe leer y escribir (025)",13863,,1533,2477,1957,2681,2028,2536,651
"No sabe leer y escribir (026)",4249,913,534,25,69,237,383,1120,968
"Hombres (028)",8800,477,1011,1266,1016,1409,1146,1722,753
"Sabe leer y escribir (029)",7467,,752,1256,1001,1348,1088,1532,490
"No sabe leer y escribir (030)",1333,477,259,10,15,61,58,190,263
"Mujeres (032)",9312,436,1056,1236,1010,1509,1265,1934,866
"Sabe leer y escribir (033)",6396,,781,1221,956,1333,940,1004,161
"No sabe leer y escribir (034)",2916,436,275,15,54,176,325,930,705
