"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",474,411,26,23,14
"Mujeres (044)",7644,4928,1223,1032,461
"Agric., ganadería, caza y silvicultura (045)",2204,887,730,568,19
"Pesca (046)",33,16,8,6,3
"Explotación de minas y canteras (047)",4,1,1,,2
"Industrias manufactureras (048)",249,200,20,9,20
"Suministro de electricidad, gas y agua (049)",4,1,,3,
"Construcción (050)",38,17,10,8,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1890,1786,69,28,7
"Venta, mant.y rep. veh.autom y motoc. (052)",42,27,5,6,4
"Comercio al por mayor (053)",75,62,6,4,3
"Comercio al por menor (054)",1773,1697,58,18,
"Hoteles y restaurantes (055)",749,683,55,10,1
"Trans., almac. y comunicaciones (056)",228,150,28,15,35
"Intermediación financiera (057)",38,11,7,12,8
"Activid.inmobil., empres. y alquileres (058)",223,128,33,41,21
"Admin.pub. y defensa; p. segur soc.afil (059)",190,,,,190
"Enseñanza (060)",609,117,177,290,25
"Servicios sociales y de salud (061)",193,58,13,11,111
"Otras activ. serv.comun.soc y personales (062)",427,361,39,19,8
"Hogares privados con servicio doméstico (063)",340,340,,,
"Actividad economica no especificada (065)",225,172,33,12,8
,,,,,
"URBANA (066)",18750,11902,2833,2328,1687
"Agric., ganadería, caza y silvicultura (067)",4828,2497,1331,903,97
"Pesca (068)",838,624,129,65,20
"Explotación de minas y canteras (069)",105,24,13,20,48
"Industrias manufactureras (070)",1047,701,111,101,134
"Suministro de electricidad, gas y agua (071)",55,20,5,28,2
"Construcción (072)",1017,712,179,99,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3230,2887,189,108,46
"Venta, mant.y rep. veh.autom y motoc. (074)",513,368,68,36,41
"Comercio al por mayor (075)",162,113,22,22,5
"Comercio al por menor (076)",2555,2406,99,50,
"Hoteles y restaurantes (077)",997,874,99,21,3
"Trans., almac. y comunicaciones (078)",1961,1177,215,277,292
"Intermediación financiera (079)",68,19,13,20,16
"Activid.inmobil., empres. y alquileres (080)",817,449,136,124,108
"Admin.pub. y defensa; p. segur soc.afil (081)",645,,,,645
"Enseñanza (082)",895,162,231,459,43
"Servicios sociales y de salud (083)",280,84,18,16,162
"Otras activ. serv.comun.soc y personales (084)",915,732,107,53,23
"Hogares privados con servicio doméstico (085)",369,369,,,
"Actividad economica no especificada (087)",683,571,57,34,21
"Hombres (088)",11770,7366,1753,1401,1250
"Agric., ganadería, caza y silvicultura (089)",3123,1887,721,433,82
"Pesca (090)",806,609,121,59,17
"Explotación de minas y canteras (091)",101,23,12,20,46
"Industrias manufactureras (092)",809,505,93,92,119
"Suministro de electricidad, gas y agua (093)",51,19,5,25,2
"Construcción (094)",980,696,169,91,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1404,1161,124,80,39
"Venta, mant.y rep. veh.autom y motoc. (096)",472,342,63,30,37
"Comercio al por mayor (097)",91,55,16,18,2
"Comercio al por menor (098)",841,764,45,32,
"Hoteles y restaurantes (099)",269,207,49,11,2
"Trans., almac. y comunicaciones (100)",1736,1030,187,262,257
"Intermediación financiera (101)",30,8,6,8,8
"Activid.inmobil., empres. y alquileres (102)",599,325,103,83,88
"Admin.pub. y defensa; p. segur soc.afil (103)",466,,,,466
"Enseñanza (104)",298,49,56,175,18
"Servicios sociales y de salud (105)",97,33,5,5,54
"Otras activ. serv.comun.soc y personales (106)",499,374,76,34,15
"Hogares privados con servicio doméstico (107)",35,35,,,
"Actividad economica no especificada (109)",467,405,26,23,13
"Mujeres (110)",6980,4536,1080,927,437
"Agric., ganadería, caza y silvicultura (111)",1705,610,610,470,15
"Pesca (112)",32,15,8,6,3
"Explotación de minas y canteras (113)",4,1,1,,2
"Industrias manufactureras (114)",238,196,18,9,15
"Suministro de electricidad, gas y agua (115)",4,1,,3,
"Construcción (116)",37,16,10,8,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1826,1726,65,28,7
"Venta, mant.y rep. veh.autom y motoc. (118)",41,26,5,6,4
"Comercio al por mayor (119)",71,58,6,4,3
"Comercio al por menor (120)",1714,1642,54,18,
"Hoteles y restaurantes (121)",728,667,50,10,1
"Trans., almac. y comunicaciones (122)",225,147,28,15,35
"Intermediación financiera (123)",38,11,7,12,8
"Activid.inmobil., empres. y alquileres (124)",218,124,33,41,20
"Admin.pub. y defensa; p. segur soc.afil (125)",179,,,,179
"Enseñanza (126)",597,113,175,284,25
"Servicios sociales y de salud (127)",183,51,13,11,108
"Otras activ. serv.comun.soc y personales (128)",416,358,31,19,8
"Hogares privados con servicio doméstico (129)",334,334,,,
"Actividad economica no especificada (131)",216,166,31,11,8
,,,,,
"RURAL (132)",2521,1429,383,441,268
"Agric., ganadería, caza y silvicultura (133)",1655,1094,304,242,15
"Pesca (134)",196,65,6,106,19
"Explotación de minas y canteras (135)",111,9,4,1,97
"Industrias manufactureras (136)",108,19,24,26,39
"Suministro de electricidad, gas y agua (137)",3,1,,2,
"Construcción (138)",30,18,2,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",110,98,7,2,3
"Venta, mant.y rep. veh.autom y motoc. (140)",17,12,1,1,3
"Comercio al por mayor (141)",6,6,,,
"Comercio al por menor (142)",87,80,6,1,
"Hoteles y restaurantes (143)",36,22,8,5,1
"Trans., almac. y comunicaciones (144)",53,34,2,10,7
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",56,24,2,27,3
"Admin.pub. y defensa; p. segur soc.afil (147)",80,,,,80
"Enseñanza (148)",18,5,6,7,
"Servicios sociales y de salud (149)",12,9,,,3
"Otras activ. serv.comun.soc y personales (150)",27,10,16,1,
"Hogares privados con servicio doméstico (151)",9,9,,,
"Actividad economica no especificada (153)",16,12,2,1,1
"Hombres (154)",1857,1037,240,336,244
"Agric., ganadería, caza y silvicultura (155)",1156,817,184,144,11
"Pesca (156)",195,64,6,106,19
"Explotación de minas y canteras (157)",111,9,4,1,97
"Industrias manufactureras (158)",97,15,22,26,34
"Suministro de electricidad, gas y agua (159)",3,1,,2,
"Construcción (160)",29,17,2,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",46,38,3,2,3
"Venta, mant.y rep. veh.autom y motoc. (162)",16,11,1,1,3
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",28,25,2,1,
"Hoteles y restaurantes (165)",15,6,3,5,1
"Trans., almac. y comunicaciones (166)",50,31,2,10,7
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",51,20,2,27,2
"Admin.pub. y defensa; p. segur soc.afil (169)",69,,,,69
"Enseñanza (170)",6,1,4,1,
"Servicios sociales y de salud (171)",2,2,,,
"Otras activ. serv.comun.soc y personales (172)",16,7,8,1,
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",7,6,,,1
"Mujeres (176)",664,392,143,105,24
"Agric., ganadería, caza y silvicultura (177)",499,277,120,98,4
"Pesca (178)",1,1,,,
"Industrias manufactureras (180)",11,4,2,,5
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",64,60,4,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",59,55,4,,
"Hoteles y restaurantes (187)",21,16,5,,
"Trans., almac. y comunicaciones (188)",3,3,,,
"Activid.inmobil., empres. y alquileres (190)",5,4,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",12,4,2,6,
"Servicios sociales y de salud (193)",10,7,,,3
"Otras activ. serv.comun.soc y personales (194)",11,3,8,,
"Hogares privados con servicio doméstico (195)",6,6,,,
"Actividad economica no especificada (197)",9,6,2,1,
