"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PUNO (000)",93680,24040,8319,42072,1096,17123,1030
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",260,235,,,25,,
"Profes., científicos e intelectuales (002)",12425,10952,,1338,116,19,
"Técnicos de nivel medio y trab. asimilados (003)",3863,2366,,1217,254,26,
"Jefes y empleados de oficina (004)",3832,3749,,42,,41,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",9986,2177,72,6466,234,1036,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",17723,1,15,17593,104,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",8131,,1553,6036,169,373,
"Obreros construc.,conf.,papel, fab., instr. (008)",7428,917,2344,3919,132,116,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",27374,1967,4208,4832,37,15301,1029
"Otra (010)",1358,1358,,,,,
"Ocupación no especificada (011)",1300,318,127,629,25,201,
"Hombres (012)",52386,14361,6736,24644,709,5870,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",194,175,,,19,,
"Profes., científicos e intelectuales (014)",7184,6191,,902,82,9,
"Técnicos de nivel medio y trab. asimilados (015)",2565,1435,,948,170,12,
"Jefes y empleados de oficina (016)",2021,1977,,27,,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3397,1178,35,1847,102,235,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",12967,1,8,12890,64,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3937,,1204,2461,129,143,
"Obreros construc.,conf.,papel, fab., instr. (020)",7061,901,2302,3662,125,71,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",11201,1039,3099,1653,9,5335,66
"Otra (022)",1274,1274,,,,,
"Ocupación no especificada (023)",585,190,88,254,9,44,
"Mujeres (024)",41294,9679,1583,17428,387,11253,964
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",66,60,,,6,,
"Profes., científicos e intelectuales (026)",5241,4761,,436,34,10,
"Técnicos de nivel medio y trab. asimilados (027)",1298,931,,269,84,14,
"Jefes y empleados de oficina (028)",1811,1772,,15,,24,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6589,999,37,4619,132,801,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",4756,,7,4703,40,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4194,,349,3575,40,230,
"Obreros construc.,conf.,papel, fab., instr. (032)",367,16,42,257,7,45,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",16173,928,1109,3179,28,9966,963
"Otra (034)",84,84,,,,,
"Ocupación no especificada (035)",715,128,39,375,16,157,
,,,,,,,
"URBANA (036)",53800,22732,5066,20819,916,3356,911
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",207,183,,,24,,
"Profes., científicos e intelectuales (038)",11886,10496,,1261,110,19,
"Técnicos de nivel medio y trab. asimilados (039)",3606,2285,,1059,240,22,
"Jefes y empleados de oficina (040)",3532,3457,,41,,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",9051,2041,58,5798,219,934,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1744,1,12,1699,31,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4883,,1176,3371,152,184,
"Obreros construc.,conf.,papel, fab., instr. (044)",5649,844,1805,2870,82,48,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",11031,1796,1909,4366,36,2014,910
"Otra (046)",1338,1338,,,,,
"Ocupación no especificada (047)",873,291,106,354,22,100,
"Hombres (048)",30155,13365,4289,10524,580,1344,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",150,132,,,18,,
"Profes., científicos e intelectuales (050)",6773,5837,,850,77,9,
"Técnicos de nivel medio y trab. asimilados (051)",2347,1376,,803,158,10,
"Jefes y empleados de oficina (052)",1808,1767,,26,,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3019,1083,30,1598,93,215,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1192,1,6,1162,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2936,,902,1812,121,101,
"Obreros construc.,conf.,papel, fab., instr. (056)",5418,829,1769,2712,75,33,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4834,914,1507,1417,8,935,53
"Otra (058)",1254,1254,,,,,
"Ocupación no especificada (059)",424,172,75,144,7,26,
"Mujeres (060)",23645,9367,777,10295,336,2012,858
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",57,51,,,6,,
"Profes., científicos e intelectuales (062)",5113,4659,,411,33,10,
"Técnicos de nivel medio y trab. asimilados (063)",1259,909,,256,82,12,
"Jefes y empleados de oficina (064)",1724,1690,,15,,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6032,958,28,4200,126,719,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",552,,6,537,8,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1947,,274,1559,31,83,
"Obreros construc.,conf.,papel, fab., instr. (068)",231,15,36,158,7,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6197,882,402,2949,28,1079,857
"Otra (070)",84,84,,,,,
"Ocupación no especificada (071)",449,119,31,210,15,74,
,,,,,,,
"RURAL (072)",39880,1308,3253,21253,180,13767,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",53,52,,,1,,
"Profes., científicos e intelectuales (074)",539,456,,77,6,,
"Técnicos de nivel medio y trab. asimilados (075)",257,81,,158,14,4,
"Jefes y empleados de oficina (076)",300,292,,1,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",935,136,14,668,15,102,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",15979,,3,15894,73,9,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",3248,,377,2665,17,189,
"Obreros construc.,conf.,papel, fab., instr. (080)",1779,73,539,1049,50,68,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",16343,171,2299,466,1,13287,119
"Otra (082)",20,20,,,,,
"Ocupación no especificada (083)",427,27,21,275,3,101,
"Hombres (084)",22231,996,2447,14120,129,4526,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",44,43,,,1,,
"Profes., científicos e intelectuales (086)",411,354,,52,5,,
"Técnicos de nivel medio y trab. asimilados (087)",218,59,,145,12,2,
"Jefes y empleados de oficina (088)",213,210,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",378,95,5,249,9,20,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",11775,,2,11728,41,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1001,,302,649,8,42,
"Obreros construc.,conf.,papel, fab., instr. (092)",1643,72,533,950,50,38,
