"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",6367,125,1592,236,1,4400,13
"Otra (094)",20,20,,,,,
"Ocupación no especificada (095)",161,18,13,110,2,18,
"Mujeres (096)",17649,312,806,7133,51,9241,106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",9,9,,,,,
"Profes., científicos e intelectuales (098)",128,102,,25,1,,
"Técnicos de nivel medio y trab. asimilados (099)",39,22,,13,2,2,
"Jefes y empleados de oficina (100)",87,82,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",557,41,9,419,6,82,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",4204,,1,4166,32,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2247,,75,2016,9,147,
"Obreros construc.,conf.,papel, fab., instr. (104)",136,1,6,99,,30,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",9976,46,707,230,,8887,106
"Ocupación no especificada (107)",266,9,8,165,1,83,
