"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHUPACA (000)",51878,51293,365,220
"Hombres (001)",25096,24865,119,112
"Mujeres (002)",26782,26428,246,108
"Menores de 1 año (003)",813,717,70,26
"Hombres (004)",409,365,36,8
"Mujeres (005)",404,352,34,18
"De 1 a 5 años (006)",5164,4911,76,177
"Hombres (007)",2638,2497,42,99
"Mujeres (008)",2526,2414,34,78
"De 6 a 14 años (009)",10209,10204,1,4
"Hombres (010)",5149,5145,1,3
"Mujeres (011)",5060,5059,,1
"De 15 a 29 años (012)",13413,13405,7,1
"Hombres (013)",6789,6786,2,1
"Mujeres (014)",6624,6619,5,
"De 30 a 44 años (015)",9508,9497,11,
"Hombres (016)",4370,4366,4,
"Mujeres (017)",5138,5131,7,
"De 45 a 64 años (018)",8118,8087,29,2
"Hombres (019)",3688,3680,8,
"Mujeres (020)",4430,4407,21,2
"De 65 a más años (021)",4653,4472,171,10
"Hombres (022)",2053,2026,26,1
"Mujeres (023)",2600,2446,145,9
,,,,
"URBANA (024)",31328,31006,192,130
"Hombres (025)",15295,15162,62,71
"Mujeres (026)",16033,15844,130,59
"Menores de 1 año (027)",492,437,41,14
"Hombres (028)",247,223,19,5
"Mujeres (029)",245,214,22,9
"De 1 a 5 años (030)",2926,2770,47,109
"Hombres (031)",1492,1399,28,65
"Mujeres (032)",1434,1371,19,44
"De 6 a 14 años (033)",5876,5876,,
"Hombres (034)",3018,3018,,
"Mujeres (035)",2858,2858,,
"De 15 a 29 años (036)",8320,8316,3,1
"Hombres (037)",4207,4205,1,1
"Mujeres (038)",4113,4111,2,
"De 30 a 44 años (039)",6093,6088,5,
"Hombres (040)",2863,2861,2,
"Mujeres (041)",3230,3227,3,
"De 45 a 64 años (042)",4914,4899,15,
"Hombres (043)",2287,2285,2,
"Mujeres (044)",2627,2614,13,
"De 65 a más años (045)",2707,2620,81,6
"Hombres (046)",1181,1171,10,
"Mujeres (047)",1526,1449,71,6
,,,,
"RURAL (048)",20550,20287,173,90
"Hombres (049)",9801,9703,57,41
"Mujeres (050)",10749,10584,116,49
"Menores de 1 año (051)",321,280,29,12
"Hombres (052)",162,142,17,3
"Mujeres (053)",159,138,12,9
"De 1 a 5 años (054)",2238,2141,29,68
"Hombres (055)",1146,1098,14,34
"Mujeres (056)",1092,1043,15,34
"De 6 a 14 años (057)",4333,4328,1,4
"Hombres (058)",2131,2127,1,3
"Mujeres (059)",2202,2201,,1
"De 15 a 29 años (060)",5093,5089,4,
"Hombres (061)",2582,2581,1,
"Mujeres (062)",2511,2508,3,
"De 30 a 44 años (063)",3415,3409,6,
"Hombres (064)",1507,1505,2,
"Mujeres (065)",1908,1904,4,
"De 45 a 64 años (066)",3204,3188,14,2
"Hombres (067)",1401,1395,6,
"Mujeres (068)",1803,1793,8,2
"De 65 a más años (069)",1946,1852,90,4
"Hombres (070)",872,855,16,1
"Mujeres (071)",1074,997,74,3
