"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"Sup. no Univ. incompleta (050)",3617,2,15,45,147,598,1560,1250
"De 15 a 19 años (052)",107,,,,,,54,53
"De 20 a 24 años (053)",854,,,,,,373,481
"De 25 a 29 años (054)",754,,,,,27,436,291
"De 30 a 34 años (055)",640,,,,,107,382,151
"De 35 a 39 años (056)",481,,,,1,165,213,102
"De 40 a 44 años (057)",308,,,,18,136,82,72
"De 45 a 49 años (058)",179,,,,32,100,17,30
"De 50 y más años (059)",294,2,15,45,96,63,3,70
"Sup. no Univ. completa (060)",6693,13,37,153,452,1160,2580,2298
"De 20 a 24 años (063)",812,,,,,4,308,500
"De 25 a 29 años (064)",1425,,,,,42,736,647
"De 30 a 34 años (065)",1353,,,,,177,752,424
"De 35 a 39 años (066)",1038,,,,3,253,517,265
"De 40 a 44 años (067)",727,,,,49,303,220,155
"De 45 a 49 años (068)",501,,,4,95,251,42,109
"De 50 y más años (069)",837,13,37,149,305,130,5,198
"Sup. Univ. incompleta (070)",1585,1,6,21,86,261,581,629
"De 15 a 19 años (072)",43,,,,,,19,24
"De 20 a 24 años (073)",410,,,,,1,139,270
"De 25 a 29 años (074)",308,,,,,9,147,152
"De 30 a 34 años (075)",220,,,,,34,128,58
"De 35 a 39 años (076)",181,,,,,48,90,43
"De 40 a 44 años (077)",155,,,,11,69,47,28
"De 45 a 49 años (078)",116,,,2,23,61,11,19
"De 50 y más años (079)",152,1,6,19,52,39,,35
"Sup. Univ. completa (080)",3757,11,27,139,327,675,1115,1463
"De 20 a 24 años (083)",300,,,,,,69,231
"De 25 a 29 años (084)",710,,,,,22,261,427
"De 30 a 34 años (085)",655,,,,,60,340,255
"De 35 a 39 años (086)",545,,,,2,121,265,157
"De 40 a 44 años (087)",472,,,,17,181,136,138
"De 45 a 49 años (088)",343,,,1,52,177,41,72
"De 50 y más años (089)",732,11,27,138,256,114,3,183
,,,,,,,,
"URBANA (100)",50825,550,1478,3482,5963,9383,16506,13463
"De 12 a 14 años (101)",61,,,,,,5,56
"De 15 a 19 años (102)",1361,,,,,,757,604
"De 20 a 24 años (103)",5675,,,,,18,2911,2746
"De 25 a 29 años (104)",6793,,,,,295,4005,2493
"De 30 a 34 años (105)",6794,,,,1,1062,4054,1677
"De 35 a 39 años (106)",6072,,,,68,1898,2866,1240
"De 40 a 44 años (107)",5195,,,,445,2338,1433,979
"De 45 a 49 años (108)",4214,,,39,1010,2027,416,722
"De 50 y más años (109)",14660,550,1478,3443,4439,1745,59,2946
"Sin nivel (110)",1841,119,212,338,345,199,111,517
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",9,,,,,,7,2
"De 20 a 24 años (113)",30,,,,,,12,18
"De 25 a 29 años (114)",45,,,,,2,16,27
"De 30 a 34 años (115)",69,,,,,11,33,25
"De 35 a 39 años (116)",78,,,,2,24,21,31
"De 40 a 44 años (117)",84,,,,6,29,17,32
"De 45 a 49 años (118)",85,,,1,22,36,3,23
"De 50 y más años (119)",1440,119,212,337,315,97,2,358
"Educacion Inicial (120)",39,,,,,5,13,21
"De 15 a 19 años (122)",5,,,,,,2,3
"De 20 a 24 años (123)",8,,,,,,2,6
"De 25 a 29 años (124)",12,,,,,,5,7
"De 30 a 34 años (125)",9,,,,,2,2,5
"De 35 a 39 años (126)",5,,,,,3,2,
"Primaria (130)",14036,351,950,2108,2802,2649,2454,2722
"De 12 a 14 años (131)",15,,,,,,1,14
"De 15 a 19 años (132)",157,,,,,,103,54
"De 20 a 24 años (133)",494,,,,,3,301,190
"De 25 a 29 años (134)",664,,,,,32,456,176
"De 30 a 34 años (135)",915,,,,,150,561,204
"De 35 a 39 años (136)",1156,,,,16,415,528,197
"De 40 a 44 años (137)",1288,,,,141,599,342,206
"De 45 a 49 años (138)",1386,,,14,367,657,136,212
"De 50 y más años (139)",7961,351,950,2094,2278,793,26,1469
"Secundaria (140)",20008,53,233,685,1817,3914,8394,4912
"De 12 a 14 años (141)",45,,,,,,4,41
"De 15 a 19 años (142)",1051,,,,,,575,476
"De 20 a 24 años (143)",2944,,,,,10,1771,1163
"De 25 a 29 años (144)",3094,,,,,162,2041,891
"De 30 a 34 años (145)",3076,,,,1,533,1940,602
"De 35 a 39 años (146)",2675,,,,44,893,1269,469
"De 40 a 44 años (147)",2208,,,,206,1041,602,359
"De 45 a 49 años (148)",1632,,,17,420,759,172,264
"De 50 y más años (149)",3283,53,233,668,1146,516,20,647
"Sup. no Univ. incompleta (150)",3395,2,14,44,144,578,1459,1154
"De 15 a 19 años (152)",100,,,,,,51,49
"De 20 a 24 años (153)",768,,,,,,343,425
"De 25 a 29 años (154)",695,,,,,26,401,268
"De 30 a 34 años (155)",606,,,,,104,359,143
"De 35 a 39 años (156)",465,,,,1,158,207,99
"De 40 a 44 años (157)",296,,,,17,130,78,71
"De 45 a 49 años (158)",175,,,,32,97,17,29
"De 50 y más años (159)",290,2,14,44,94,63,3,70
"Sup. no Univ. completa (160)",6356,13,37,151,445,1129,2441,2140
"De 20 a 24 años (163)",750,,,,,4,283,463
"De 25 a 29 años (164)",1320,,,,,42,691,587
"De 30 a 34 años (165)",1280,,,,,172,711,397
"De 35 a 39 años (166)",998,,,,3,245,498,252
"De 40 a 44 años (167)",705,,,,47,295,215,148
"De 45 a 49 años (168)",486,,,4,94,244,38,106
"De 50 y más años (169)",817,13,37,147,301,127,5,187
"Sup. Univ. incompleta (170)",1529,1,6,21,86,252,564,599
"De 15 a 19 años (172)",39,,,,,,19,20
"De 20 a 24 años (173)",395,,,,,1,134,260
"De 25 a 29 años (174)",295,,,,,9,146,140
"De 30 a 34 años (175)",211,,,,,33,122,56
"De 35 a 39 años (176)",176,,,,,46,87,43
"De 40 a 44 años (177)",149,,,,11,66,45,27
"De 45 a 49 años (178)",113,,,2,23,58,11,19
"De 50 y más años (179)",151,1,6,19,52,39,,34
"Sup. Univ. completa (180)",3621,11,26,135,324,657,1070,1398
"De 20 a 24 años (183)",286,,,,,,65,221
"De 25 a 29 años (184)",668,,,,,22,249,397
"De 30 a 34 años (185)",628,,,,,57,326,245
"De 35 a 39 años (186)",519,,,,2,114,254,149
"De 40 a 44 años (187)",465,,,,17,178,134,136
"De 45 a 49 años (188)",337,,,1,52,176,39,69
"De 50 y más años (189)",718,11,26,134,253,110,3,181
,,,,,,,,
"RURAL (200)",6156,45,161,399,745,1087,1952,1767
"De 12 a 14 años (201)",5,,,,,,,5
"De 15 a 19 años (202)",185,,,,,,102,83
"De 20 a 24 años (203)",750,,,,,2,410,338
"De 25 a 29 años (204)",836,,,,,24,484,328
"De 30 a 34 años (205)",753,,,,,85,449,219
"De 35 a 39 años (206)",674,,,,5,229,290,150
"De 40 a 44 años (207)",566,,,,52,241,150,123
"De 45 a 49 años (208)",554,,,4,135,247,57,111
"De 50 y más años (209)",1833,45,161,395,553,259,10,410
"Sin nivel (210)",652,21,60,120,144,88,40,179
"De 15 a 19 años (212)",2,,,,,,2,
"De 20 a 24 años (213)",1,,,,,,,1
"De 25 a 29 años (214)",5,,,,,,1,4
"De 30 a 34 años (215)",24,,,,,2,10,12
"De 35 a 39 años (216)",22,,,,,9,7,6
"De 40 a 44 años (217)",31,,,,4,8,9,10
"De 45 a 49 años (218)",42,,,,8,14,8,12
"De 50 y más años (219)",525,21,60,120,132,55,3,134
"Educacion Inicial (220)",3,,,,,,2,1
"De 25 a 29 años (224)",2,,,,,,2,
"De 30 a 34 años (225)",1,,,,,,,1
"Primaria (230)",2533,22,93,256,463,558,580,561
"De 12 a 14 años (231)",3,,,,,,,3
"De 15 a 19 años (232)",38,,,,,,19,19
"De 20 a 24 años (233)",138,,,,,2,91,45
"De 25 a 29 años (234)",178,,,,,7,111,60
"De 30 a 34 años (235)",209,,,,,21,134,54
"De 35 a 39 años (236)",239,,,,2,85,112,40
"De 40 a 44 años (237)",273,,,,21,114,78,60
"De 45 a 49 años (238)",337,,,3,80,164,29,61
"De 50 y más años (239)",1118,22,93,253,360,165,6,219
"Secundaria (240)",2217,2,6,16,125,363,1028,677
"De 12 a 14 años (241)",2,,,,,,,2
"De 15 a 19 años (242)",134,,,,,,78,56
"De 20 a 24 años (243)",434,,,,,,255,179
"De 25 a 29 años (244)",432,,,,,16,277,139
"De 30 a 34 años (245)",376,,,,,50,221,105
"De 35 a 39 años (246)",326,,,,3,111,132,80
"De 40 a 44 años (247)",215,,,,24,99,50,42
"De 45 a 49 años (248)",147,,,1,46,55,14,31
"De 50 y más años (249)",151,2,6,15,52,32,1,43
"Sup. no Univ. incompleta (250)",222,,1,1,3,20,101,96
"De 15 a 19 años (252)",7,,,,,,3,4
"De 20 a 24 años (253)",86,,,,,,30,56
"De 25 a 29 años (254)",59,,,,,1,35,23
"De 30 a 34 años (255)",34,,,,,3,23,8
"De 35 a 39 años (256)",16,,,,,7,6,3
"De 40 a 44 años (257)",12,,,,1,6,4,1
"De 45 a 49 años (258)",4,,,,,3,,1
"De 50 y más años (259)",4,,1,1,2,,,
"Sup. no Univ. completa (260)",337,,,2,7,31,139,158
"De 20 a 24 años (263)",62,,,,,,25,37
"De 25 a 29 años (264)",105,,,,,,45,60
"De 30 a 34 años (265)",73,,,,,5,41,27
"De 35 a 39 años (266)",40,,,,,8,19,13
"De 40 a 44 años (267)",22,,,,2,8,5,7
"De 45 a 49 años (268)",15,,,,1,7,4,3
"De 50 y más años (269)",20,,,2,4,3,,11
"Sup. Univ. incompleta (270)",56,,,,,9,17,30
"De 15 a 19 años (272)",4,,,,,,,4
"De 20 a 24 años (273)",15,,,,,,5,10
"De 25 a 29 años (274)",13,,,,,,1,12
"De 30 a 34 años (275)",9,,,,,1,6,2
"De 35 a 39 años (276)",5,,,,,2,3,
"De 40 a 44 años (277)",6,,,,,3,2,1
"De 45 a 49 años (278)",3,,,,,3,,
"De 50 y más años (279)",1,,,,,,,1
"Sup. Univ. completa (280)",136,,1,4,3,18,45,65
"De 20 a 24 años (283)",14,,,,,,4,10
"De 25 a 29 años (284)",42,,,,,,12,30
"De 30 a 34 años (285)",27,,,,,3,14,10
"De 35 a 39 años (286)",26,,,,,7,11,8
"De 40 a 44 años (287)",7,,,,,3,2,2
"De 45 a 49 años (288)",6,,,,,1,2,3
"De 50 y más años (289)",14,,1,4,3,4,,2
