"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN ROMAN (000)",89144,20201,10639,48734,1596,6737,1237
"Sin nivel (001)",3445,101,193,2425,27,645,54
"Educación inicial (002)",52,5,5,29,4,5,4
"Primaria (003)",19300,751,2173,13746,228,2061,341
"Secundaria (004)",35325,4268,5965,20916,683,2816,677
"Superior no univ. incompleta (005)",5207,1382,693,2676,100,295,61
"Superior no univ. completa (006)",7342,3763,647,2551,132,216,33
"Superior univ. incompleta (007)",6064,1891,558,2990,153,424,48
"Superior univ. completa (008)",12409,8040,405,3401,269,275,19
"Hombres (010)",51732,11955,9149,27381,1058,2068,121
"Sin nivel (011)",789,21,101,566,5,93,3
"Educación inicial (012)",21,2,2,14,2,1,
"Primaria (013)",9291,353,1771,6623,108,416,20
"Secundaria (014)",22561,2747,5232,12921,472,1113,76
"Superior no univ. incompleta (015)",3235,838,604,1602,68,114,9
"Superior no univ. completa (016)",4238,2019,576,1487,98,57,1
"Superior univ. incompleta (017)",3962,1208,499,1947,110,190,8
"Superior univ. completa (018)",7635,4767,364,2221,195,84,4
"Mujeres (020)",37412,8246,1490,21353,538,4669,1116
"Sin nivel (021)",2656,80,92,1859,22,552,51
"Educación inicial (022)",31,3,3,15,2,4,4
"Primaria (023)",10009,398,402,7123,120,1645,321
"Secundaria (024)",12764,1521,733,7995,211,1703,601
"Superior no univ. incompleta (025)",1972,544,89,1074,32,181,52
"Superior no univ. completa (026)",3104,1744,71,1064,34,159,32
"Superior univ. incompleta (027)",2102,683,59,1043,43,234,40
"Superior univ. completa (028)",4774,3273,41,1180,74,191,15
,,,,,,,
"URBANA (030)",80793,19923,9761,43665,1562,4674,1208
"Sin nivel (031)",2120,99,136,1584,23,229,49
"Educación inicial (032)",47,5,5,28,4,1,4
"Primaria (033)",15489,718,1873,11248,214,1104,332
"Secundaria (034)",32587,4192,5495,19388,670,2176,666
"Superior no univ. incompleta (035)",5099,1370,673,2616,99,282,59
"Superior no univ. completa (036)",7222,3729,630,2497,132,201,33
"Superior univ. incompleta (037)",5969,1867,551,2942,152,411,46
"Superior univ. completa (038)",12260,7943,398,3362,268,270,19
"Hombres (040)",46972,11777,8422,24201,1036,1416,120
"Sin nivel (041)",426,21,74,302,4,22,3
"Educación inicial (042)",20,2,2,14,2,,
"Primaria (043)",7193,331,1542,5012,99,189,20
"Secundaria (044)",20597,2697,4805,11772,463,785,75
"Superior no univ. incompleta (045)",3165,832,588,1557,67,112,9
"Superior no univ. completa (046)",4144,1993,560,1446,98,46,1
"Superior univ. incompleta (047)",3890,1193,492,1906,109,182,8
"Superior univ. completa (048)",7537,4708,359,2192,194,80,4
"Mujeres (050)",33821,8146,1339,19464,526,3258,1088
"Sin nivel (051)",1694,78,62,1282,19,207,46
"Educación inicial (052)",27,3,3,14,2,1,4
"Primaria (053)",8296,387,331,6236,115,915,312
"Secundaria (054)",11990,1495,690,7616,207,1391,591
"Superior no univ. incompleta (055)",1934,538,85,1059,32,170,50
"Superior no univ. completa (056)",3078,1736,70,1051,34,155,32
"Superior univ. incompleta (057)",2079,674,59,1036,43,229,38
"Superior univ. completa (058)",4723,3235,39,1170,74,190,15
,,,,,,,
"RURAL (060)",8351,278,878,5069,34,2063,29
"Sin nivel (061)",1325,2,57,841,4,416,5
"Educación inicial (062)",5,,,1,,4,
"Primaria (063)",3811,33,300,2498,14,957,9
"Secundaria (064)",2738,76,470,1528,13,640,11
"Superior no univ. incompleta (065)",108,12,20,60,1,13,2
"Superior no univ. completa (066)",120,34,17,54,,15,
"Superior univ. incompleta (067)",95,24,7,48,1,13,2
"Superior univ. completa (068)",149,97,7,39,1,5,
"Hombres (070)",4760,178,727,3180,22,652,1
"Sin nivel (071)",363,,27,264,1,71,
"Educación inicial (072)",1,,,,,1,
"Primaria (073)",2098,22,229,1611,9,227,
"Secundaria (074)",1964,50,427,1149,9,328,1
"Superior no univ. incompleta (075)",70,6,16,45,1,2,
"Superior no univ. completa (076)",94,26,16,41,,11,
"Superior univ. incompleta (077)",72,15,7,41,1,8,
"Superior univ. completa (078)",98,59,5,29,1,4,
"Mujeres (080)",3591,100,151,1889,12,1411,28
"Sin nivel (081)",962,2,30,577,3,345,5
"Educación inicial (082)",4,,,1,,3,
"Primaria (083)",1713,11,71,887,5,730,9
"Secundaria (084)",774,26,43,379,4,312,10
"Superior no univ. incompleta (085)",38,6,4,15,,11,2
"Superior no univ. completa (086)",26,8,1,13,,4,
"Superior univ. incompleta (087)",23,9,,7,,5,2
"Superior univ. completa (088)",51,38,2,10,,1,
