"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJAMARCA (000)",106196,7060,149,34930,31126,3835,9725,4188,15183
"Agric., ganadería, caza y silvicultura (001)",27666,4174,43,17981,4787,120,153,113,295
"Pesca (002)",16,,,3,8,,,,5
"Explotación de minas y canteras (003)",4237,38,3,436,1287,320,866,317,970
"Industrias manufactureras (004)",6964,341,15,2291,2907,288,515,231,376
"Suministro de electricidad, gas y agua (005)",266,6,,39,91,15,41,13,61
"Construcción (006)",10157,312,19,3855,4003,258,494,215,1001
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14464,766,22,3422,5819,784,1591,779,1281
"Venta, mant.y rep. veh.autom.y motoc. (008)",2380,18,2,274,940,185,527,138,296
"Comercio al por mayor (009)",725,19,1,124,231,51,106,71,122
"Comercio al por menor (010)",11359,729,19,3024,4648,548,958,570,863
"Hoteles y restaurantes (011)",3940,213,8,1022,1616,258,274,268,281
"Trans., almac. y comunicaciones (012)",7671,73,4,1542,4230,353,520,438,511
"Intermediación financiera (013)",467,,,2,47,24,67,77,250
"Activid.inmobil., empres. y de alquiler (014)",4347,16,2,205,767,286,635,338,2098
"Admin.pub. y defensa; p. segur.soc.afil (015)",3003,41,1,292,649,136,607,235,1042
"Enseñanza (016)",7761,2,,22,519,288,2544,332,4054
"Servicios sociales y de salud (017)",2275,7,1,70,198,122,418,134,1325
"Otras activ. serv.comun.soc y personales (018)",3382,309,9,821,1133,178,291,231,410
"Hogares privados con servicio doméstico (019)",3756,429,16,1855,1204,78,77,45,52
"Organiz. y organos extraterritoriales (020)",6,,,,2,,1,1,2
"Actividad economica no especificada (021)",5818,333,6,1072,1859,327,631,421,1169
"Hombres (022)",74123,3630,84,26760,23457,2541,5665,2825,9161
"Agric., ganadería, caza y silvicultura (023)",23768,2790,27,15972,4397,104,128,99,251
"Pesca (024)",15,,,3,8,,,,4
"Explotación de minas y canteras (025)",3914,28,3,402,1235,305,816,290,835
"Industrias manufactureras (026)",5607,181,12,1908,2472,222,372,176,264
"Suministro de electricidad, gas y agua (027)",239,4,,37,87,14,36,12,49
"Construcción (028)",9841,291,18,3782,3952,247,474,194,883
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",7553,111,6,1541,3275,460,950,490,720
"Venta, mant.y rep. veh.autom.y motoc. (030)",2232,14,2,255,890,172,503,125,271
"Comercio al por mayor (031)",430,10,1,77,146,31,54,50,61
"Comercio al por menor (032)",4891,87,3,1209,2239,257,393,315,388
"Hoteles y restaurantes (033)",1489,13,4,253,694,137,103,142,143
"Trans., almac. y comunicaciones (034)",7069,65,4,1515,4025,299,409,365,387
"Intermediación financiera (035)",234,,,,27,10,28,41,128
"Activid.inmobil., empres. y de alquiler (036)",3004,8,2,147,574,193,388,238,1454
"Admin.pub. y defensa; p. segur.soc.afil (037)",2155,33,1,252,514,81,412,155,707
"Enseñanza (038)",3293,2,,17,199,115,973,160,1827
"Servicios sociales y de salud (039)",867,2,,17,69,58,116,65,540
