"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JULCAN (000)",8679,481,463,5343,43,1385,64,900
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",8,8,,,,,,
"Profes., científicos e intelectuales (002)",340,290,,49,,1,,
"Técnicos de nivel medio y trab. asimilados (003)",36,26,,9,,1,,
"Jefes y empleados de oficina (004)",48,48,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",239,33,4,174,4,24,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4891,,,4855,36,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",83,,22,57,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (008)",95,12,37,43,,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",1640,37,388,57,,1094,64,
"Otra (010)",13,13,,,,,,
"Ocupación no especificada (011)",386,14,12,99,1,260,,
"Desocupado (012)",900,,,,,,,900
"Hombres (013)",7666,215,412,5073,42,1160,5,759
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",6,6,,,,,,
"Profes., científicos e intelectuales (015)",134,108,,26,,,,
"Técnicos de nivel medio y trab. asimilados (016)",24,15,,8,,1,,
"Jefes y empleados de oficina (017)",30,30,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",106,9,,86,4,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4832,,,4797,35,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",79,,22,53,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",95,12,37,43,,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1426,21,347,29,,1024,5,
"Otra (023)",12,12,,,,,,
"Ocupación no especificada (024)",163,2,6,31,1,123,,
"Desocupado (025)",759,,,,,,,759
"Mujeres (026)",1013,266,51,270,1,225,59,141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,2,,,,,,
"Profes., científicos e intelectuales (028)",206,182,,23,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",12,11,,1,,,,
"Jefes y empleados de oficina (030)",18,18,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",133,24,4,88,,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",59,,,58,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",4,,,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",214,16,41,28,,70,59,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",223,12,6,68,,137,,
"Desocupado (038)",141,,,,,,,141
,,,,,,,,
"URBANA (039)",1330,240,173,610,26,67,26,188
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",5,5,,,,,,
"Profes., científicos e intelectuales (041)",133,117,,15,,1,,
"Técnicos de nivel medio y trab. asimilados (042)",19,15,,3,,1,,
"Jefes y empleados de oficina (043)",34,34,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",175,19,3,133,3,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",345,,,323,22,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",53,,13,38,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (047)",46,10,12,23,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",275,25,136,49,,39,26,
"Otra (049)",13,13,,,,,,
"Ocupación no especificada (050)",44,2,9,26,,7,,
"Desocupado (051)",188,,,,,,,188
"Hombres (052)",983,130,149,479,25,47,1,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",4,4,,,,,,
"Profes., científicos e intelectuales (054)",67,57,,10,,,,
"Técnicos de nivel medio y trab. asimilados (055)",12,8,,3,,1,,
"Jefes y empleados de oficina (056)",19,19,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",75,6,,61,3,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",337,,,316,21,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",51,,13,36,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (060)",46,10,12,23,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",193,14,119,24,,35,1,
"Otra (062)",12,12,,,,,,
"Ocupación no especificada (063)",15,,5,6,,4,,
"Desocupado (064)",152,,,,,,,152
"Mujeres (065)",347,110,24,131,1,20,25,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",1,1,,,,,,
"Profes., científicos e intelectuales (067)",66,60,,5,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",7,7,,,,,,
"Jefes y empleados de oficina (069)",15,15,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",100,13,3,72,,12,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",8,,,7,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",2,,,2,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",82,11,17,25,,4,25,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",29,2,4,20,,3,,
"Desocupado (077)",36,,,,,,,36
,,,,,,,,
"RURAL (078)",7349,241,290,4733,17,1318,38,712
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",207,173,,34,,,,
"Técnicos de nivel medio y trab. asimilados (081)",17,11,,6,,,,
"Jefes y empleados de oficina (082)",14,14,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",64,14,1,41,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4546,,,4532,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",30,,9,19,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",49,2,25,20,,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1365,12,252,8,,1055,38,
"Ocupación no especificada (089)",342,12,3,73,1,253,,
"Desocupado (090)",712,,,,,,,712
"Hombres (091)",6683,85,263,4594,17,1113,4,607
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",67,51,,16,,,,
"Técnicos de nivel medio y trab. asimilados (094)",12,7,,5,,,,
"Jefes y empleados de oficina (095)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",31,3,,25,1,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4495,,,4481,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",28,,9,17,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (099)",49,2,25,20,,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (100)",1233,7,228,5,,989,4,
"Ocupación no especificada (102)",148,2,1,25,1,119,,
"Desocupado (103)",607,,,,,,,607
