"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PARURO (000)",9028,6977,1505,204,342
"Hombres (001)",6717,5022,1252,167,276
"Mujeres (002)",2311,1955,253,37,66
"De 06 a 14 años (003)",249,218,31,,
"Hombres (004)",157,137,20,,
"Mujeres (005)",92,81,11,,
"De 15 a 29 años (006)",2060,1547,361,44,108
"Hombres (007)",1499,1091,298,35,75
"Mujeres (008)",561,456,63,9,33
"De 30 a 44 años (009)",3013,2172,595,97,149
"Hombres (010)",2243,1554,487,76,126
"Mujeres (011)",770,618,108,21,23
"De 45 a 64 años (012)",2611,2047,428,58,78
"Hombres (013)",2000,1511,369,51,69
"Mujeres (014)",611,536,59,7,9
"De 65 y más años (015)",1095,993,90,5,7
"Hombres (016)",818,729,78,5,6
"Mujeres (017)",277,264,12,,1
,,,,,
"URBANA (018)",3652,2780,526,124,222
"Hombres (019)",2501,1831,405,94,171
"Mujeres (020)",1151,949,121,30,51
"De 06 a 14 años (021)",151,144,7,,
"Hombres (022)",93,88,5,,
"Mujeres (023)",58,56,2,,
"De 15 a 29 años (024)",800,589,124,24,63
"Hombres (025)",520,372,92,17,39
"Mujeres (026)",280,217,32,7,24
"De 30 a 44 años (027)",1229,848,220,61,100
"Hombres (028)",829,541,163,44,81
"Mujeres (029)",400,307,57,17,19
"De 45 a 64 años (030)",1025,783,150,38,54
"Hombres (031)",738,534,125,32,47
"Mujeres (032)",287,249,25,6,7
"De 65 y más años (033)",447,416,25,1,5
"Hombres (034)",321,296,20,1,4
"Mujeres (035)",126,120,5,,1
,,,,,
"RURAL (036)",5376,4197,979,80,120
"Hombres (037)",4216,3191,847,73,105
"Mujeres (038)",1160,1006,132,7,15
"De 06 a 14 años (039)",98,74,24,,
"Hombres (040)",64,49,15,,
"Mujeres (041)",34,25,9,,
"De 15 a 29 años (042)",1260,958,237,20,45
"Hombres (043)",979,719,206,18,36
"Mujeres (044)",281,239,31,2,9
"De 30 a 44 años (045)",1784,1324,375,36,49
"Hombres (046)",1414,1013,324,32,45
"Mujeres (047)",370,311,51,4,4
"De 45 a 64 años (048)",1586,1264,278,20,24
"Hombres (049)",1262,977,244,19,22
"Mujeres (050)",324,287,34,1,2
"De 65 y más años (051)",648,577,65,4,2
"Hombres (052)",497,433,58,4,2
"Mujeres (053)",151,144,7,,
