"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",17816,39769,35729,,907,89.8,2.3
"De 12 a 14 años (001)",1546,10,10,,,100,
"De 15 a 19 años (002)",2464,309,302,89,97.7,28.8,
"De 20 a 24 años (003)",2993,2319,2217,298,95.6,12.9,
"De 25 a 29 años (004)",2369,3669,3505,247,95.5,6.7,
"De 30 a 34 años (005)",1836,4388,4113,138,93.7,3.1,
"De 35 a 39 años (006)",1638,5152,4787,82,92.9,1.6,
"De 40 a 44 años (007)",1207,4821,4404,42,91.4,0.9,
"De 45 a 49 años (008)",936,4445,4035,11,90.8,0.2,
"De 50 y más años (009)",2827,14656,12356,,84.3,,
"Sin nivel (010)",2837,13646,11583,38,84.9,0.3,
"De 12 a 14 años (011)",23,2,2,,100,,
"De 15 a 19 años (012)",33,4,4,1,100,25,
"De 20 a 24 años (013)",71,69,66,6,95.7,8.7,
"De 25 a 29 años (014)",68,127,117,7,92.1,5.5,
"De 30 a 34 años (015)",95,263,247,6,93.9,2.3,
"De 35 a 39 años (016)",125,453,416,7,91.8,1.5,
"De 40 a 44 años (017)",202,877,779,10,88.8,1.1,
"De 45 a 49 años (018)",211,1114,1014,1,91,0.1,
"De 50 y más años (019)",2009,10737,8938,,83.2,,
"Educacion Inicial (020)",42,68,60,3,88.2,4.4,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",7,6,6,,100,,
"De 25 a 29 años (024)",12,19,19,1,100,5.3,
"De 30 a 34 años (025)",12,32,26,2,81.3,6.3,
"De 35 a 39 años (026)",3,11,9,,81.8,,
"Primaria (030)",6755,17970,16450,388,91.5,2.2,
"De 12 a 14 años (031)",653,,,,,,
"De 15 a 19 años (032)",408,115,111,28,96.5,24.3,
"De 20 a 24 años (033)",793,890,848,92,95.3,10.3,
"De 25 a 29 años (034)",954,1788,1705,113,95.4,6.3,
"De 30 a 34 años (035)",948,2480,2305,68,92.9,2.7,
"De 35 a 39 años (036)",974,3312,3084,54,93.1,1.6,
"De 40 a 44 años (037)",754,3145,2885,24,91.7,0.8,
"De 45 a 49 años (038)",564,2736,2472,9,90.4,0.3,
"De 50 y más años (039)",707,3504,3040,,86.8,,
