"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SIHUAS (000)",8288,1249,1341,4183,63,1317,135
"Sin nivel (001)",1643,20,259,1010,15,321,18
"Educación inicial (002)",18,1,5,2,,10,
"Primaria (003)",2956,35,510,1786,21,551,53
"Secundaria (004)",1900,120,397,974,12,355,42
"Superior no univ. incompleta (005)",272,76,46,107,1,33,9
"Superior no univ. completa (006)",669,443,59,138,5,19,5
"Superior univ. incompleta (007)",220,95,40,60,3,15,7
"Superior univ. completa (008)",610,459,25,106,6,13,1
"Hombres (010)",5682,728,1074,3220,49,606,5
"Sin nivel (011)",920,10,172,666,10,62,
"Educación inicial (012)",12,,4,2,,6,
"Primaria (013)",2087,15,394,1439,16,223,
"Secundaria (014)",1515,80,345,808,10,268,4
"Superior no univ. incompleta (015)",203,48,45,85,1,24,
"Superior no univ. completa (016)",433,258,56,102,4,12,1
"Superior univ. incompleta (017)",128,50,34,36,3,5,
"Superior univ. completa (018)",384,267,24,82,5,6,
"Mujeres (020)",2606,521,267,963,14,711,130
"Sin nivel (021)",723,10,87,344,5,259,18
"Educación inicial (022)",6,1,1,,,4,
"Primaria (023)",869,20,116,347,5,328,53
"Secundaria (024)",385,40,52,166,2,87,38
"Superior no univ. incompleta (025)",69,28,1,22,,9,9
"Superior no univ. completa (026)",236,185,3,36,1,7,4
"Superior univ. incompleta (027)",92,45,6,24,,10,7
"Superior univ. completa (028)",226,192,1,24,1,7,1
,,,,,,,
"URBANA (030)",2688,988,431,946,22,204,97
"Sin nivel (031)",186,3,18,120,,34,11
"Educación inicial (032)",5,1,2,,,2,
"Primaria (033)",545,21,128,287,4,69,36
"Secundaria (034)",645,79,170,285,7,72,32
"Superior no univ. incompleta (035)",143,52,31,50,,3,7
"Superior no univ. completa (036)",509,359,38,91,4,12,5
"Superior univ. incompleta (037)",159,80,26,38,3,6,6
"Superior univ. completa (038)",496,393,18,75,4,6,
"Hombres (040)",1634,560,365,596,18,93,2
"Sin nivel (041)",50,1,7,40,,2,
"Educación inicial (042)",3,,1,,,2,
"Primaria (043)",332,11,102,186,3,30,
"Secundaria (044)",458,50,152,199,6,50,1
"Superior no univ. incompleta (045)",101,36,30,34,,1,
"Superior no univ. completa (046)",304,199,36,60,3,5,1
"Superior univ. incompleta (047)",86,40,20,22,3,1,
"Superior univ. completa (048)",300,223,17,55,3,2,
"Mujeres (050)",1054,428,66,350,4,111,95
"Sin nivel (051)",136,2,11,80,,32,11
"Educación inicial (052)",2,1,1,,,,
"Primaria (053)",213,10,26,101,1,39,36
"Secundaria (054)",187,29,18,86,1,22,31
"Superior no univ. incompleta (055)",42,16,1,16,,2,7
"Superior no univ. completa (056)",205,160,2,31,1,7,4
"Superior univ. incompleta (057)",73,40,6,16,,5,6
"Superior univ. completa (058)",196,170,1,20,1,4,
,,,,,,,
"RURAL (060)",5600,261,910,3237,41,1113,38
"Sin nivel (061)",1457,17,241,890,15,287,7
"Educación inicial (062)",13,,3,2,,8,
"Primaria (063)",2411,14,382,1499,17,482,17
"Secundaria (064)",1255,41,227,689,5,283,10
"Superior no univ. incompleta (065)",129,24,15,57,1,30,2
"Superior no univ. completa (066)",160,84,21,47,1,7,
"Superior univ. incompleta (067)",61,15,14,22,,9,1
"Superior univ. completa (068)",114,66,7,31,2,7,1
"Hombres (070)",4048,168,709,2624,31,513,3
"Sin nivel (071)",870,9,165,626,10,60,
"Educación inicial (072)",9,,3,2,,4,
"Primaria (073)",1755,4,292,1253,13,193,
"Secundaria (074)",1057,30,193,609,4,218,3
"Superior no univ. incompleta (075)",102,12,15,51,1,23,
"Superior no univ. completa (076)",129,59,20,42,1,7,
"Superior univ. incompleta (077)",42,10,14,14,,4,
"Superior univ. completa (078)",84,44,7,27,2,4,
"Mujeres (080)",1552,93,201,613,10,600,35
"Sin nivel (081)",587,8,76,264,5,227,7
"Educación inicial (082)",4,,,,,4,
"Primaria (083)",656,10,90,246,4,289,17
"Secundaria (084)",198,11,34,80,1,65,7
"Superior no univ. incompleta (085)",27,12,,6,,7,2
"Superior no univ. completa (086)",31,25,1,5,,,
"Superior univ. incompleta (087)",19,5,,8,,5,1
"Superior univ. completa (088)",30,22,,4,,3,1
