"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CARHUAZ (000)",17287,46621,39803,,706,85.4,1.5
"De 12 a 14 años (001)",1559,4,3,,,75,
"De 15 a 19 años (002)",2276,270,261,78,96.7,28.9,
"De 20 a 24 años (003)",1904,1456,1426,207,97.9,14.2,
"De 25 a 29 años (004)",1653,2400,2319,138,96.6,5.8,
"De 30 a 34 años (005)",1523,3440,3285,139,95.5,4,
"De 35 a 39 años (006)",1452,4366,4093,100,93.7,2.3,
"De 40 a 44 años (007)",1256,4740,4290,38,90.5,0.8,
"De 45 a 49 años (008)",1090,4867,4302,6,88.4,0.1,
"De 50 y más años (009)",4574,25078,19824,,79,,
"Conviviente (010)",3209,6693,6223,402,93,6,
"De 12 a 14 años (011)",11,2,1,,50,,
"De 15 a 19 años (012)",313,176,171,57,97.2,32.4,
"De 20 a 24 años (013)",800,900,882,152,98,16.9,
"De 25 a 29 años (014)",709,1193,1162,92,97.4,7.7,
"De 30 a 34 años (015)",502,1147,1105,59,96.3,5.1,
"De 35 a 39 años (016)",321,974,923,31,94.8,3.2,
"De 40 a 44 años (017)",215,769,720,7,93.6,0.9,
"De 45 a 49 años (018)",106,437,384,4,87.9,0.9,
"De 50 y más años (019)",232,1095,875,,79.9,,
"Separado(a) (020)",773,1895,1723,42,90.9,2.2,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",38,32,30,8,93.8,25,
"De 20 a 24 años (023)",109,134,132,15,98.5,11.2,
"De 25 a 29 años (024)",94,137,135,9,98.5,6.6,
"De 30 a 34 años (025)",78,135,132,4,97.8,3,
"De 35 a 39 años (026)",104,273,258,4,94.5,1.5,
"De 40 a 44 años (027)",77,223,207,2,92.8,0.9,
"De 45 a 49 años (028)",78,231,223,,96.5,,
"De 50 y más años (029)",194,730,606,,83,,
"Casado(a) (030)",6332,28754,24566,231,85.4,0.8,
"De 12 a 14 años (031)",2,2,2,,100,,
"De 15 a 19 años (032)",28,33,31,7,93.9,21.2,
"De 20 a 24 años (033)",205,312,304,27,97.4,8.7,
"De 25 a 29 años (034)",462,940,902,34,96,3.6,
"De 30 a 34 años (035)",738,2017,1912,73,94.8,3.6,
"De 35 a 39 años (036)",832,2869,2680,63,93.4,2.2,
"De 40 a 44 años (037)",810,3454,3090,25,89.5,0.7,
