"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PARINACOCHAS (000)",10896,10672,3009,1208,1285,1029,1545,1124,747,725,224,35561
"De 12 a 14 años (001)",1070,1066,1063,3,,,,,,,4,3
"De 15 a 19 años (002)",1334,1312,1116,166,29,,1,,,,22,228
"De 20 a 24 años (003)",1115,1044,337,379,264,47,17,,,,71,1120
"De 25 a 29 años (004)",943,901,128,225,250,174,107,12,5,,42,1821
"De 30 a 34 años (005)",923,901,62,123,230,197,205,71,11,2,22,2622
"De 35 a 39 años (006)",885,865,49,65,137,159,290,113,40,12,20,3273
"De 40 a 44 años (007)",787,781,41,57,92,103,209,156,83,40,6,3611
"De 45 a 49 años (008)",624,623,23,37,53,88,145,137,80,60,1,3278
"De 50 y más años (009)",3215,3179,190,153,230,261,571,635,528,611,36,19605
"Sin nivel (010)",2483,2455,171,126,165,190,426,492,408,477,28,15094
"De 12 a 14 años (011)",6,6,6,,,,,,,,,
"De 15 a 19 años (012)",17,17,10,6,1,,,,,,,8
"De 20 a 24 años (013)",28,26,3,3,15,3,2,,,,2,50
"De 25 a 29 años (014)",47,46,10,9,5,9,10,2,1,,1,109
"De 30 a 34 años (015)",103,102,3,7,16,18,33,20,4,1,1,410
"De 35 a 39 años (016)",127,123,7,10,6,10,55,21,9,5,4,566
"De 40 a 44 años (017)",158,157,13,5,14,13,26,37,31,18,1,890
"De 45 a 49 años (018)",152,152,6,8,5,13,30,42,27,21,,932
"De 50 y más años (019)",1845,1826,113,78,103,124,270,370,336,432,19,12129
"Educacion Inicial (020)",19,19,8,2,2,3,2,2,,,,37
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 15 a 19 años (022)",2,2,1,,1,,,,,,,2
