"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia REQUENA (000)",21522,2637,2666,10807,396,3646,578,792
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",63,61,,,2,,,
"Profes., científicos e intelectuales (002)",1527,1441,,75,4,7,,
"Técnicos de nivel medio y trab. asimilados (003)",238,161,,62,11,4,,
"Jefes y empleados de oficina (004)",343,337,,5,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1685,187,43,1182,56,217,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8239,,11,7944,268,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",606,,214,355,25,12,,
"Obreros construc.,conf.,papel, fab., instr. (008)",625,53,216,333,17,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",6723,226,2010,563,5,3341,578,
"Otra (010)",56,56,,,,,,
"Ocupación no especificada (011)",625,115,172,288,8,42,,
"Desocupado (012)",792,,,,,,,792
"Hombres (013)",15119,1616,2214,8522,323,1803,58,583
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",50,48,,,2,,,
"Profes., científicos e intelectuales (015)",845,799,,40,3,3,,
"Técnicos de nivel medio y trab. asimilados (016)",167,106,,49,9,3,,
"Jefes y empleados de oficina (017)",238,235,,3,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",760,111,6,554,34,55,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7216,,10,6957,235,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",502,,202,275,18,7,,
"Obreros construc.,conf.,papel, fab., instr. (021)",608,53,213,319,17,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3763,145,1657,209,1,1693,58,
"Otra (023)",55,55,,,,,,
"Ocupación no especificada (024)",332,64,126,116,4,22,,
"Desocupado (025)",583,,,,,,,583
"Mujeres (026)",6403,1021,452,2285,73,1843,520,209
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",13,13,,,,,,
"Profes., científicos e intelectuales (028)",682,642,,35,1,4,,
"Técnicos de nivel medio y trab. asimilados (029)",71,55,,13,2,1,,
"Jefes y empleados de oficina (030)",105,102,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",925,76,37,628,22,162,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1023,,1,987,33,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",104,,12,80,7,5,,
"Obreros construc.,conf.,papel, fab., instr. (034)",17,,3,14,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2960,81,353,354,4,1648,520,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",293,51,46,172,4,20,,
"Desocupado (038)",209,,,,,,,209
,,,,,,,,
"URBANA (039)",12255,2251,1729,5606,233,1448,407,581
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",46,44,,,2,,,
"Profes., científicos e intelectuales (041)",1206,1130,,67,4,5,,
"Técnicos de nivel medio y trab. asimilados (042)",210,142,,54,10,4,,
"Jefes y empleados de oficina (043)",332,326,,5,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1421,183,13,995,48,182,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3333,,7,3197,119,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",522,,175,315,22,10,,
"Obreros construc.,conf.,papel, fab., instr. (047)",582,52,198,310,16,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3521,214,1182,520,4,1194,407,
"Otra (049)",56,56,,,,,,
"Ocupación no especificada (050)",445,104,154,143,8,36,,
"Desocupado (051)",581,,,,,,,581
"Hombres (052)",8212,1357,1473,4032,175,721,36,418
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",35,33,,,2,,,
"Profes., científicos e intelectuales (054)",635,595,,34,3,3,,
"Técnicos de nivel medio y trab. asimilados (055)",149,95,,43,8,3,,
"Jefes y empleados de oficina (056)",228,225,,3,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",605,108,5,422,27,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2859,,6,2744,99,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",427,,167,239,15,6,,
"Obreros construc.,conf.,papel, fab., instr. (060)",568,52,196,298,16,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1967,135,983,184,1,628,36,
"Otra (062)",55,55,,,,,,
"Ocupación no especificada (063)",266,59,116,65,4,22,,
"Desocupado (064)",418,,,,,,,418
"Mujeres (065)",4043,894,256,1574,58,727,371,163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",11,11,,,,,,
"Profes., científicos e intelectuales (067)",571,535,,33,1,2,,
"Técnicos de nivel medio y trab. asimilados (068)",61,47,,11,2,1,,
"Jefes y empleados de oficina (069)",104,101,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",816,75,8,573,21,139,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",474,,1,453,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",95,,8,76,7,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",14,,2,12,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1554,79,199,336,3,566,371,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",179,45,38,78,4,14,,
"Desocupado (077)",163,,,,,,,163
,,,,,,,,
"RURAL (078)",9267,386,937,5201,163,2198,171,211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",17,17,,,,,,
"Profes., científicos e intelectuales (080)",321,311,,8,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",28,19,,8,1,,,
"Jefes y empleados de oficina (082)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",264,4,30,187,8,35,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4906,,4,4747,149,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",84,,39,40,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",43,1,18,23,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3202,12,828,43,1,2147,171,
"Ocupación no especificada (089)",180,11,18,145,,6,,
"Desocupado (090)",211,,,,,,,211
"Hombres (091)",6907,259,741,4490,148,1082,22,165
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",15,15,,,,,,
"Profes., científicos e intelectuales (093)",210,204,,6,,,,
"Técnicos de nivel medio y trab. asimilados (094)",18,11,,6,1,,,
"Jefes y empleados de oficina (095)",10,10,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",155,3,1,132,7,12,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4357,,4,4213,136,4,,
