"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN IGNACIO (000)",43839,3274,7466,22293,886,9471,449
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,32,,,1,,
"Profes., científicos e intelectuales (002)",1918,1712,,192,4,10,
"Técnicos de nivel medio y trab. asimilados (003)",388,290,,87,6,5,
"Jefes y empleados de oficina (004)",325,321,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1867,239,2,1338,39,249,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",19260,2,,18485,772,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",764,,199,502,25,38,
"Obreros construc.,conf.,papel, fab., instr. (008)",1134,159,338,597,13,26,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",16755,216,6832,348,4,8907,448
"Otra (010)",127,127,,,,,
"Ocupación no especificada (011)",1268,176,95,743,22,232,
"Hombres (012)",35163,1794,6529,19405,816,6588,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,24,,,1,,
"Profes., científicos e intelectuales (014)",942,848,,87,4,3,
"Técnicos de nivel medio y trab. asimilados (015)",251,184,,59,6,2,
"Jefes y empleados de oficina (016)",143,141,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",947,126,1,746,18,56,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",17968,1,,17227,740,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",608,,176,384,24,24,
"Obreros construc.,conf.,papel, fab., instr. (020)",1121,158,335,588,13,26,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",12752,128,5962,180,3,6449,30
"Otra (022)",126,126,,,,,
"Ocupación no especificada (023)",280,58,55,133,7,27,
"Mujeres (024)",8676,1480,937,2888,70,2883,418
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,8,,,,,
"Profes., científicos e intelectuales (026)",976,864,,105,,7,
"Técnicos de nivel medio y trab. asimilados (027)",137,106,,28,,3,
"Jefes y empleados de oficina (028)",182,180,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",920,113,1,592,21,193,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1292,1,,1258,32,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",156,,23,118,1,14,
"Obreros construc.,conf.,papel, fab., instr. (032)",13,1,3,9,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4003,88,870,168,1,2458,418
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",988,118,40,610,15,205,
,,,,,,,
"URBANA (036)",7544,1964,1098,3418,188,698,178
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,18,,,1,,
"Profes., científicos e intelectuales (038)",996,894,,94,4,4,
"Técnicos de nivel medio y trab. asimilados (039)",270,196,,65,5,4,
"Jefes y empleados de oficina (040)",257,253,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1046,180,1,691,30,144,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1640,,,1537,103,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",453,,109,305,19,20,
"Obreros construc.,conf.,papel, fab., instr. (044)",660,87,189,366,9,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1782,164,755,213,4,468,178
"Otra (046)",113,113,,,,,
"Ocupación no especificada (047)",308,59,44,146,13,46,
"Hombres (048)",5231,1089,999,2609,150,378,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",14,13,,,1,,
"Profes., científicos e intelectuales (050)",494,440,,49,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",177,126,,45,5,1,
"Jefes y empleados de oficina (052)",104,102,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",518,93,1,381,13,30,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1487,,,1394,93,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",370,,102,234,18,16,
"Obreros construc.,conf.,papel, fab., instr. (056)",649,86,187,358,9,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1192,92,674,106,3,311,6
"Otra (058)",112,112,,,,,
"Ocupación no especificada (059)",114,25,35,41,4,9,
"Mujeres (060)",2313,875,99,809,38,320,172
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",502,454,,45,,3,
"Técnicos de nivel medio y trab. asimilados (063)",93,70,,20,,3,
"Jefes y empleados de oficina (064)",153,151,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",528,87,,310,17,114,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",153,,,143,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",83,,7,71,1,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",11,1,2,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",590,72,81,107,1,157,172
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",194,34,9,105,9,37,
,,,,,,,
"RURAL (072)",36295,1310,6368,18875,698,8773,271
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",922,818,,98,,6,
"Técnicos de nivel medio y trab. asimilados (075)",118,94,,22,1,1,
"Jefes y empleados de oficina (076)",68,68,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",821,59,1,647,9,105,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",17620,2,,16948,669,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",311,,90,197,6,18,
"Obreros construc.,conf.,papel, fab., instr. (080)",474,72,149,231,4,17,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",14973,52,6077,135,,8439,270
"Otra (082)",14,14,,,,,
"Ocupación no especificada (083)",960,117,51,597,9,186,
"Hombres (084)",29932,705,5530,16796,666,6210,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",11,11,,,,,
"Profes., científicos e intelectuales (086)",448,408,,38,,2,
"Técnicos de nivel medio y trab. asimilados (087)",74,58,,14,1,1,
"Jefes y empleados de oficina (088)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",429,33,,365,5,26,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",16481,1,,15833,647,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",238,,74,150,6,8,
"Obreros construc.,conf.,papel, fab., instr. (092)",472,72,148,230,4,17,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",11560,36,5288,74,,6138,24
"Otra (094)",14,14,,,,,
"Ocupación no especificada (095)",166,33,20,92,3,18,
"Mujeres (096)",6363,605,838,2079,32,2563,246
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
