"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LIMA (000)",7231601,260761,608802,659395,718456,1474879,1225395,1769593,514320
"Sabe leer y escribir (001)",6757566,,503298,655769,715434,1468138,1216964,1728178,469785
"No sabe leer y escribir (002)",474035,260761,105504,3626,3022,6741,8431,41415,44535
"Hombres (004)",3522483,133434,311466,333353,353145,720367,590283,842247,238188
"Sabe leer y escribir (005)",3312775,,256530,331467,351647,717546,587726,836182,231677
"No sabe leer y escribir (006)",209708,133434,54936,1886,1498,2821,2557,6065,6511
"Mujeres (008)",3709118,127327,297336,326042,365311,754512,635112,927346,276132
"Sabe leer y escribir (009)",3444791,,246768,324302,363787,750592,629238,891996,238108
"No sabe leer y escribir (010)",264327,127327,50568,1740,1524,3920,5874,35350,38024
,,,,,,,,,
"URBANA (012)",7222488,260323,607906,658403,717489,1473036,1223905,1767671,513755
"Sabe leer y escribir (013)",6749565,,502604,654783,714475,1466338,1215544,1726459,469362
"No sabe leer y escribir (014)",472923,260323,105302,3620,3014,6698,8361,41212,44393
"Hombres (016)",3517657,133214,311017,332850,352660,719375,589465,841207,237869
"Sabe leer y escribir (017)",3308401,,256193,330967,351165,716575,586925,835182,231394
"No sabe leer y escribir (018)",209256,133214,54824,1883,1495,2800,2540,6025,6475
"Mujeres (020)",3704831,127109,296889,325553,364829,753661,634440,926464,275886
"Sabe leer y escribir (021)",3441164,,246411,323816,363310,749763,628619,891277,237968
"No sabe leer y escribir (022)",263667,127109,50478,1737,1519,3898,5821,35187,37918
,,,,,,,,,
"RURAL (024)",9113,438,896,992,967,1843,1490,1922,565
"Sabe leer y escribir (025)",8001,,694,986,959,1800,1420,1719,423
"No sabe leer y escribir (026)",1112,438,202,6,8,43,70,203,142
"Hombres (028)",4826,220,449,503,485,992,818,1040,319
"Sabe leer y escribir (029)",4374,,337,500,482,971,801,1000,283
"No sabe leer y escribir (030)",452,220,112,3,3,21,17,40,36
"Mujeres (032)",4287,218,447,489,482,851,672,882,246
"Sabe leer y escribir (033)",3627,,357,486,477,829,619,719,140
"No sabe leer y escribir (034)",660,218,90,3,5,22,53,163,106
