"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PACASMAYO (000)",31502,7014,11850,9931,872,959,876
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",53,46,,,7,,
"Profes., científicos e intelectuales (002)",2448,2042,,362,31,13,
"Técnicos de nivel medio y trab. asimilados (003)",1225,803,,360,55,5,2
"Jefes y empleados de oficina (004)",1118,1103,,8,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4294,1138,50,2645,129,331,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2392,12,16,1884,480,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2501,,1242,1124,68,67,
"Obreros construc.,conf.,papel, fab., instr. (008)",4005,596,1359,1962,66,22,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",12247,794,8756,1350,24,450,873
"Otra (010)",199,199,,,,,
"Ocupación no especificada (011)",1020,281,427,236,12,64,
"Hombres (012)",22765,4055,10401,7048,746,472,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,30,,,6,,
"Profes., científicos e intelectuales (014)",1164,898,,233,26,7,
"Técnicos de nivel medio y trab. asimilados (015)",865,536,,280,46,3,
"Jefes y empleados de oficina (016)",504,497,,3,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1952,648,12,1157,73,62,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2207,11,15,1733,448,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2253,,1178,963,63,49,
"Obreros construc.,conf.,papel, fab., instr. (020)",3937,587,1343,1925,63,19,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",8989,495,7510,623,11,307,43
"Otra (022)",193,193,,,,,
"Ocupación no especificada (023)",665,160,343,131,10,21,
"Mujeres (024)",8737,2959,1449,2883,126,487,833
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",17,16,,,1,,
"Profes., científicos e intelectuales (026)",1284,1144,,129,5,6,
"Técnicos de nivel medio y trab. asimilados (027)",360,267,,80,9,2,2
"Jefes y empleados de oficina (028)",614,606,,5,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2342,490,38,1488,56,269,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",185,1,1,151,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",248,,64,161,5,18,
"Obreros construc.,conf.,papel, fab., instr. (032)",68,9,16,37,3,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3258,299,1246,727,13,143,830
"Otra (034)",6,6,,,,,
"Ocupación no especificada (035)",355,121,84,105,2,43,
,,,,,,,
"URBANA (036)",29336,6872,10364,9613,754,885,848
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",53,46,,,7,,
"Profes., científicos e intelectuales (038)",2422,2021,,357,31,13,
"Técnicos de nivel medio y trab. asimilados (039)",1207,792,,356,52,5,2
"Jefes y empleados de oficina (040)",1101,1086,,8,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4195,1100,50,2591,127,326,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2120,11,16,1723,370,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2463,,1221,1109,67,66,
"Obreros construc.,conf.,papel, fab., instr. (044)",3886,568,1326,1908,64,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",10696,775,7338,1328,24,386,845
"Otra (046)",199,199,,,,,
"Ocupación no especificada (047)",994,274,413,233,12,62,
"Hombres (048)",20921,3957,9085,6787,633,418,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",36,30,,,6,,
"Profes., científicos e intelectuales (050)",1153,888,,232,26,7,
"Técnicos de nivel medio y trab. asimilados (051)",851,528,,277,43,3,
"Jefes y empleados de oficina (052)",497,490,,3,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1902,622,12,1134,73,61,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1944,10,15,1578,341,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2218,,1158,950,62,48,
"Obreros construc.,conf.,papel, fab., instr. (056)",3818,559,1310,1871,61,17,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7661,479,6259,612,11,259,41
"Otra (058)",193,193,,,,,
"Ocupación no especificada (059)",648,158,331,130,10,19,
"Mujeres (060)",8415,2915,1279,2826,121,467,807
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",17,16,,,1,,
"Profes., científicos e intelectuales (062)",1269,1133,,125,5,6,
"Técnicos de nivel medio y trab. asimilados (063)",356,264,,79,9,2,2
"Jefes y empleados de oficina (064)",604,596,,5,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2293,478,38,1457,54,265,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",176,1,1,145,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",245,,63,159,5,18,
"Obreros construc.,conf.,papel, fab., instr. (068)",68,9,16,37,3,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3035,296,1079,716,13,127,804
"Otra (070)",6,6,,,,,
"Ocupación no especificada (071)",346,116,82,103,2,43,
,,,,,,,
"RURAL (072)",2166,142,1486,318,118,74,28
"Profes., científicos e intelectuales (074)",26,21,,5,,,
"Técnicos de nivel medio y trab. asimilados (075)",18,11,,4,3,,
"Jefes y empleados de oficina (076)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",99,38,,54,2,5,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",272,1,,161,110,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",38,,21,15,1,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",119,28,33,54,2,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1551,19,1418,22,,64,28
"Ocupación no especificada (083)",26,7,14,3,,2,
"Hombres (084)",1844,98,1316,261,113,54,2
"Profes., científicos e intelectuales (086)",11,10,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",14,8,,3,3,,
"Jefes y empleados de oficina (088)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",50,26,,23,,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",263,1,,155,107,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",35,,20,13,1,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",119,28,33,54,2,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1328,16,1251,11,,48,2
"Ocupación no especificada (095)",17,2,12,1,,2,
"Mujeres (096)",322,44,170,57,5,20,26
"Profes., científicos e intelectuales (098)",15,11,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",4,3,,1,,,
"Jefes y empleados de oficina (100)",10,10,,,,,
