"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PURUS (000)",851,,9,29,43,126,454,190
"De 12 a 14 años (001)",8,,,,,,4,4
"De 15 a 19 años (002)",101,,,,,,65,36
"De 20 a 24 años (003)",117,,,,,,84,33
"De 25 a 29 años (004)",151,,,,,7,122,22
"De 30 a 34 años (005)",120,,,,1,11,79,29
"De 35 a 39 años (006)",90,,,,,21,52,17
"De 40 a 44 años (007)",85,,,,2,32,38,13
"De 45 a 49 años (008)",54,,,,4,33,10,7
"De 50 y más años (009)",125,,9,29,36,22,,29
"Conviviente (010)",591,,5,13,20,66,365,122
"De 12 a 14 años (011)",7,,,,,,3,4
"De 15 a 19 años (012)",77,,,,,,52,25
"De 20 a 24 años (013)",95,,,,,,70,25
"De 25 a 29 años (014)",124,,,,,6,103,15
"De 30 a 34 años (015)",90,,,,1,6,64,19
"De 35 a 39 años (016)",63,,,,,11,41,11
"De 40 a 44 años (017)",52,,,,2,21,23,6
"De 45 a 49 años (018)",28,,,,2,13,9,4
"De 50 y más años (019)",55,,5,13,15,9,,13
"Separado(a) (020)",33,,,1,2,9,11,10
"De 15 a 19 años (022)",7,,,,,,4,3
"De 20 a 24 años (023)",4,,,,,,2,2
"De 25 a 29 años (024)",4,,,,,,2,2
"De 30 a 34 años (025)",3,,,,,1,2,
"De 35 a 39 años (026)",3,,,,,3,,
"De 40 a 44 años (027)",4,,,,,3,,1
"De 45 a 49 años (028)",5,,,,1,2,1,1
"De 50 y más años (029)",3,,,1,1,,,1
"Casado(a) (030)",119,,2,1,15,30,50,21
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",4,,,,,,4,
"De 25 a 29 años (034)",17,,,,,,14,3
"De 30 a 34 años (035)",17,,,,,1,12,4
"De 35 a 39 años (036)",17,,,,,5,8,4
"De 40 a 44 años (037)",19,,,,,4,11,4
"De 45 a 49 años (038)",14,,,,,13,,1
"De 50 y más años (039)",28,,2,1,15,7,,3
"Viudo(a) (040)",52,,2,13,5,12,5,15
"De 15 a 19 años (042)",1,,,,,,,1
"De 25 a 29 años (044)",1,,,,,,1,
"De 30 a 34 años (045)",1,,,,,1,,
"De 35 a 39 años (046)",1,,,,,,1,
"De 40 a 44 años (047)",5,,,,,1,3,1
"De 45 a 49 años (048)",5,,,,,4,,1
"De 50 y más años (049)",38,,2,13,5,6,,12
"Divorciado(a) (050)",2,,,,,,1,1
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",1,,,,,,1,
"Soltero(a) (060)",54,,,1,1,9,22,21
"De 12 a 14 años (061)",1,,,,,,1,
"De 15 a 19 años (062)",12,,,,,,8,4
