"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",487,5,133,209,132,8
"Obreros construc., conf., papel, fab., instr. (034)",89,,47,26,12,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",5275,282,2184,1609,1029,171
"Otra (036)",4,,2,1,1,
"Ocupación no especificada (037)",1016,9,366,366,228,47
"Desocupado (038)",536,31,335,133,33,4
,,,,,,
"URBANA (039)",35055,796,12084,12864,7871,1440
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",79,,6,36,35,2
"Profes., científicos e intelectuales (041)",4040,,794,2215,1002,29
"Técnicos de nivel medio y trab.asimilados (042)",1596,2,632,598,311,53
"Jefes y empleados de oficina (043)",1471,,627,563,276,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",5607,111,1918,2102,1282,194
"Agricult.trabaj. calif. agrop. y pesqueros (045)",3562,19,693,1163,1170,517
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",2619,69,974,912,574,90
"Obreros construc., conf., papel, fab., instr. (047)",4643,27,2000,1675,842,99
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",8167,520,3079,2479,1751,338
"Otra (049)",202,,43,106,52,1
"Ocupación no especificada (050)",1725,19,631,621,380,74
"Desocupado (051)",1344,29,687,394,196,38
"Hombres (052)",23584,552,7945,8343,5528,1216
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",61,,5,24,31,1
"Profes., científicos e intelectuales (054)",2043,,380,1062,578,23
"Técnicos de nivel medio y trab.asimilados (055)",1008,2,358,381,223,44
"Jefes y empleados de oficina (056)",694,,230,295,164,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2625,67,877,901,650,130
"Agricult.trabaj. calif. agrop. y pesqueros (058)",3254,18,615,1069,1056,496
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",2172,64,857,716,452,83
"Obreros construc., conf., papel, fab., instr. (060)",4559,27,1955,1650,831,96
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",5060,346,1832,1520,1106,256
"Otra (062)",198,,41,105,51,1
"Ocupación no especificada (063)",970,10,356,340,218,46
"Desocupado (064)",940,18,439,280,168,35
"Mujeres (065)",11471,244,4139,4521,2343,224
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",18,,1,12,4,1
"Profes., científicos e intelectuales (067)",1997,,414,1153,424,6
"Técnicos de nivel medio y trab.asimilados (068)",588,,274,217,88,9
"Jefes y empleados de oficina (069)",777,,397,268,112,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2982,44,1041,1201,632,64
"Agricult.trabaj. calif. agrop. y pesqueros (071)",308,1,78,94,114,21
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",447,5,117,196,122,7
"Obreros construc., conf., papel, fab., instr. (073)",84,,45,25,11,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",3107,174,1247,959,645,82
"Otra (075)",4,,2,1,1,
"Ocupación no especificada (076)",755,9,275,281,162,28
"Desocupado (077)",404,11,248,114,28,3
,,,,,,
"RURAL (078)",29130,821,10861,8991,6308,2149
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",16,,,9,7,
"Profes., científicos e intelectuales (080)",677,,209,335,131,2
"Técnicos de nivel medio y trab.asimilados (081)",113,,42,43,20,8
"Jefes y empleados de oficina (082)",66,,35,23,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",653,12,199,273,150,19
"Agricult.trabaj. calif. agrop. y pesqueros (084)",12248,65,3037,4200,3484,1462
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",290,1,100,99,77,13
"Obreros construc., conf., papel, fab., instr. (086)",498,1,168,209,113,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",13487,691,6587,3523,2111,575
"Otra (088)",7,,,4,3,
"Ocupación no especificada (089)",418,1,147,134,102,34
"Desocupado (090)",657,50,337,139,102,29
"Hombres (091)",25197,675,9325,7699,5553,1945
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",12,,,6,6,
"Profes., científicos e intelectuales (093)",322,,69,157,94,2
"Técnicos de nivel medio y trab.asimilados (094)",81,,22,32,19,8
"Jefes y empleados de oficina (095)",43,,17,19,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",359,4,113,143,89,10
"Agricult.trabaj. calif. agrop. y pesqueros (097)",11629,55,2898,4002,3296,1378
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",250,1,84,86,67,12
"Obreros construc., conf., papel, fab., instr. (099)",493,1,166,208,112,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",11319,583,5650,2873,1727,486
"Otra (101)",7,,,4,3,
"Ocupación no especificada (102)",157,1,56,49,36,15
"Desocupado (103)",525,30,250,120,97,28
"Mujeres (104)",3933,146,1536,1292,755,204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",4,,,3,1,
"Profes., científicos e intelectuales (106)",355,,140,178,37,
"Técnicos de nivel medio y trab.asimilados (107)",32,,20,11,1,
"Jefes y empleados de oficina (108)",23,,18,4,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",294,8,86,130,61,9
"Agricult.trabaj. calif. agrop. y pesqueros (110)",619,10,139,198,188,84
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",40,,16,13,10,1
"Obreros construc., conf., papel, fab., instr. (112)",5,,2,1,1,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",2168,108,937,650,384,89
"Ocupación no especificada (115)",261,,91,85,66,19
"Desocupado (116)",132,20,87,19,5,1
