"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"URBANA (060)",14239,83,261,715,1349,2565,6559,2707
"De 12 a 14 años (061)",7,,,,,,,7
"De 15 a 19 años (062)",504,,,,,,322,182
"De 20 a 24 años (063)",2032,,,,,2,1396,634
"De 25 a 29 años (064)",2162,,,,,44,1643,475
"De 30 a 34 años (065)",1899,,,,1,176,1433,289
"De 35 a 39 años (066)",1729,,,,9,428,1062,230
"De 40 a 44 años (067)",1349,,,,49,607,511,182
"De 45 a 49 años (068)",1153,,,2,176,664,173,138
"De 50 y más años (069)",3404,83,261,713,1114,644,19,570
"PEA (070)",3604,2,28,110,316,799,1544,805
"De 15 a 19 años (072)",61,,,,,,34,27
"De 20 a 24 años (073)",417,,,,,1,232,184
"De 25 a 29 años (074)",570,,,,,23,380,167
"De 30 a 34 años (075)",565,,,,,73,388,104
"De 35 a 39 años (076)",565,,,,4,162,301,98
"De 40 a 44 años (077)",435,,,,15,198,159,63
"De 45 a 49 años (078)",350,,,1,54,199,45,51
"De 50 y más años (079)",641,2,28,109,243,143,5,111
"Ocupada (080)",3539,2,28,110,312,788,1511,788
"De 15 a 19 años (082)",60,,,,,,34,26
"De 20 a 24 años (083)",405,,,,,1,223,181
"De 25 a 29 años (084)",554,,,,,22,370,162
"De 30 a 34 años (085)",554,,,,,73,380,101
"De 35 a 39 años (086)",552,,,,4,157,297,94
"De 40 a 44 años (087)",431,,,,15,196,158,62
"De 45 a 49 años (088)",346,,,1,53,197,44,51
"De 50 y más años (089)",637,2,28,109,240,142,5,111
"Desocupada (090)",65,,,,4,11,33,17
"De 15 a 19 años (092)",1,,,,,,,1
"De 20 a 24 años (093)",12,,,,,,9,3
"De 25 a 29 años (094)",16,,,,,1,10,5
"De 30 a 34 años (095)",11,,,,,,8,3
"De 35 a 39 años (096)",13,,,,,5,4,4
"De 40 a 44 años (097)",4,,,,,2,1,1
"De 45 a 49 años (098)",4,,,,1,2,1,
"De 50 y más años (099)",4,,,,3,1,,
"No PEA (100)",10635,81,233,605,1033,1766,5015,1902
"De 12 a 14 años (101)",7,,,,,,,7
"De 15 a 19 años (102)",443,,,,,,288,155
"De 20 a 24 años (103)",1615,,,,,1,1164,450
"De 25 a 29 años (104)",1592,,,,,21,1263,308
"De 30 a 34 años (105)",1334,,,,1,103,1045,185
"De 35 a 39 años (106)",1164,,,,5,266,761,132
"De 40 a 44 años (107)",914,,,,34,409,352,119
"De 45 a 49 años (108)",803,,,1,122,465,128,87
"De 50 y más años (109)",2763,81,233,604,871,501,14,459
,,,,,,,,
"RURAL (120)",878,6,16,37,77,166,402,174
"De 12 a 14 años (121)",2,,,,,,,2
"De 15 a 19 años (122)",40,,,,,,28,12
"De 20 a 24 años (123)",125,,,,,1,88,36
"De 25 a 29 años (124)",149,,,,,1,123,25
"De 30 a 34 años (125)",86,,,,,10,58,18
"De 35 a 39 años (126)",94,,,,2,21,60,11
"De 40 a 44 años (127)",85,,,,4,34,32,15
"De 45 a 49 años (128)",69,,,,9,43,10,7
"De 50 y más años (129)",228,6,16,37,62,56,3,48
"PEA (130)",170,,,9,15,34,54,58
"De 15 a 19 años (132)",1,,,,,,1,
"De 20 a 24 años (133)",24,,,,,1,9,14
"De 25 a 29 años (134)",24,,,,,1,15,8
"De 30 a 34 años (135)",17,,,,,2,8,7
"De 35 a 39 años (136)",18,,,,,5,8,5
"De 40 a 44 años (137)",24,,,,2,6,9,7
"De 45 a 49 años (138)",21,,,,4,9,3,5
"De 50 y más años (139)",41,,,9,9,10,1,12
"Ocupada (140)",169,,,9,15,34,54,57
"De 15 a 19 años (142)",1,,,,,,1,
"De 20 a 24 años (143)",23,,,,,1,9,13
"De 25 a 29 años (144)",24,,,,,1,15,8
"De 30 a 34 años (145)",17,,,,,2,8,7
"De 35 a 39 años (146)",18,,,,,5,8,5
"De 40 a 44 años (147)",24,,,,2,6,9,7
"De 45 a 49 años (148)",21,,,,4,9,3,5
"De 50 y más años (149)",41,,,9,9,10,1,12
"Desocupada (150)",1,,,,,,,1
"De 20 a 24 años (153)",1,,,,,,,1
"No PEA (160)",708,6,16,28,62,132,348,116
"De 12 a 14 años (161)",2,,,,,,,2
"De 15 a 19 años (162)",39,,,,,,27,12
"De 20 a 24 años (163)",101,,,,,,79,22
"De 25 a 29 años (164)",125,,,,,,108,17
"De 30 a 34 años (165)",69,,,,,8,50,11
"De 35 a 39 años (166)",76,,,,2,16,52,6
"De 40 a 44 años (167)",61,,,,2,28,23,8
"De 45 a 49 años (168)",48,,,,5,34,7,2
"De 50 y más años (169)",187,6,16,28,53,46,2,36
