"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TOCACHE (000)",72346,70435,1556,355
"Hombres (001)",40508,39641,681,186
"Mujeres (002)",31838,30794,875,169
"Menores de 1 año (003)",1407,1050,299,58
"Hombres (004)",749,560,157,32
"Mujeres (005)",658,490,142,26
"De 1 a 5 años (006)",7801,6823,701,277
"Hombres (007)",3983,3486,345,152
"Mujeres (008)",3818,3337,356,125
"De 6 a 14 años (009)",14582,14511,66,5
"Hombres (010)",7561,7524,36,1
"Mujeres (011)",7021,6987,30,4
"De 15 a 29 años (012)",21274,21223,48,3
"Hombres (013)",12428,12414,14,
"Mujeres (014)",8846,8809,34,3
"De 30 a 44 años (015)",15337,15266,66,5
"Hombres (016)",8687,8657,29,1
"Mujeres (017)",6650,6609,37,4
"De 45 a 64 años (018)",9558,9429,125,4
"Hombres (019)",5796,5754,42,
"Mujeres (020)",3762,3675,83,4
"De 65 a más años (021)",2387,2133,251,3
"Hombres (022)",1304,1246,58,
"Mujeres (023)",1083,887,193,3
,,,,
"URBANA (024)",36510,35812,539,159
"Hombres (025)",19730,19416,237,77
"Mujeres (026)",16780,16396,302,82
"Menores de 1 año (027)",676,526,125,25
"Hombres (028)",347,272,63,12
"Mujeres (029)",329,254,62,13
"De 1 a 5 años (030)",3553,3186,237,130
"Hombres (031)",1794,1606,123,65
"Mujeres (032)",1759,1580,114,65
"De 6 a 14 años (033)",7004,6984,19,1
"Hombres (034)",3554,3541,13,
"Mujeres (035)",3450,3443,6,1
"De 15 a 29 años (036)",11152,11137,15,
"Hombres (037)",6316,6311,5,
"Mujeres (038)",4836,4826,10,
"De 30 a 44 años (039)",7921,7905,16,
"Hombres (040)",4229,4223,6,
"Mujeres (041)",3692,3682,10,
"De 45 a 64 años (042)",5011,4979,32,
"Hombres (043)",2888,2878,10,
"Mujeres (044)",2123,2101,22,
"De 65 a más años (045)",1193,1095,95,3
"Hombres (046)",602,585,17,
"Mujeres (047)",591,510,78,3
,,,,
"RURAL (048)",35836,34623,1017,196
"Hombres (049)",20778,20225,444,109
"Mujeres (050)",15058,14398,573,87
"Menores de 1 año (051)",731,524,174,33
"Hombres (052)",402,288,94,20
"Mujeres (053)",329,236,80,13
"De 1 a 5 años (054)",4248,3637,464,147
"Hombres (055)",2189,1880,222,87
"Mujeres (056)",2059,1757,242,60
"De 6 a 14 años (057)",7578,7527,47,4
"Hombres (058)",4007,3983,23,1
"Mujeres (059)",3571,3544,24,3
"De 15 a 29 años (060)",10122,10086,33,3
"Hombres (061)",6112,6103,9,
"Mujeres (062)",4010,3983,24,3
"De 30 a 44 años (063)",7416,7361,50,5
"Hombres (064)",4458,4434,23,1
"Mujeres (065)",2958,2927,27,4
"De 45 a 64 años (066)",4547,4450,93,4
"Hombres (067)",2908,2876,32,
"Mujeres (068)",1639,1574,61,4
"De 65 a más años (069)",1194,1038,156,
"Hombres (070)",702,661,41,
"Mujeres (071)",492,377,115,
