"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",82,68,9,2,3
"Mujeres (044)",1467,931,133,112,291
"Agric., ganadería, caza y silvicultura (045)",48,46,2,,
"Pesca (046)",21,18,3,,
"Industrias manufactureras (048)",87,49,2,6,30
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",12,6,3,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",309,299,8,1,1
"Venta, mant.y rep. veh.autom y motoc. (052)",6,6,,,
"Comercio al por mayor (053)",10,8,1,,1
"Comercio al por menor (054)",293,285,7,1,
"Hoteles y restaurantes (055)",245,196,30,17,2
"Trans., almac. y comunicaciones (056)",25,15,1,5,4
"Intermediación financiera (057)",6,2,,1,3
"Activid.inmobil., empres. y alquileres (058)",67,26,12,20,9
"Admin.pub. y defensa; p. segur soc.afil (059)",159,,,,159
"Enseñanza (060)",184,56,42,43,43
"Servicios sociales y de salud (061)",33,6,4,4,19
"Otras activ. serv.comun.soc y personales (062)",89,43,21,11,14
"Hogares privados con servicio doméstico (063)",107,107,,,
"Actividad economica no especificada (065)",74,61,5,2,6
,,,,,
"URBANA (066)",4857,3351,576,338,592
"Agric., ganadería, caza y silvicultura (067)",90,81,4,3,2
"Pesca (068)",1435,1203,202,17,13
"Explotación de minas y canteras (069)",12,3,1,,8
"Industrias manufactureras (070)",246,174,12,8,52
"Suministro de electricidad, gas y agua (071)",30,22,1,3,4
"Construcción (072)",359,210,103,40,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",666,630,31,3,2
"Venta, mant.y rep. veh.autom y motoc. (074)",71,69,2,,
"Comercio al por mayor (075)",35,24,7,2,2
"Comercio al por menor (076)",560,537,22,1,
"Hoteles y restaurantes (077)",362,245,52,58,7
"Trans., almac. y comunicaciones (078)",452,361,38,33,20
"Intermediación financiera (079)",10,2,,4,4
"Activid.inmobil., empres. y alquileres (080)",179,82,26,48,23
"Admin.pub. y defensa; p. segur soc.afil (081)",321,,,,321
"Enseñanza (082)",256,53,55,80,68
"Servicios sociales y de salud (083)",47,9,5,5,28
"Otras activ. serv.comun.soc y personales (084)",195,102,33,33,27
"Hogares privados con servicio doméstico (085)",92,92,,,
"Actividad economica no especificada (087)",105,82,13,3,7
"Hombres (088)",3586,2561,460,232,333
"Agric., ganadería, caza y silvicultura (089)",79,70,4,3,2
"Pesca (090)",1414,1185,199,17,13
"Explotación de minas y canteras (091)",12,3,1,,8
"Industrias manufactureras (092)",166,127,11,4,24
"Suministro de electricidad, gas y agua (093)",29,21,1,3,4
"Construcción (094)",348,205,100,38,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",374,348,23,2,1
"Venta, mant.y rep. veh.autom y motoc. (096)",65,63,2,,
"Comercio al por mayor (097)",25,16,6,2,1
"Comercio al por menor (098)",284,269,15,,
"Hoteles y restaurantes (099)",131,60,25,41,5
"Trans., almac. y comunicaciones (100)",428,347,37,28,16
"Intermediación financiera (101)",5,1,,3,1
"Activid.inmobil., empres. y alquileres (102)",119,62,14,29,14
"Admin.pub. y defensa; p. segur soc.afil (103)",182,,,,182
"Enseñanza (104)",107,16,22,39,30
"Servicios sociales y de salud (105)",20,5,1,1,13
"Otras activ. serv.comun.soc y personales (106)",112,62,14,23,13
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",55,44,8,1,2
"Mujeres (110)",1271,790,116,106,259
"Agric., ganadería, caza y silvicultura (111)",11,11,,,
"Pesca (112)",21,18,3,,
"Industrias manufactureras (114)",80,47,1,4,28
"Suministro de electricidad, gas y agua (115)",1,1,,,
"Construcción (116)",11,5,3,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",292,282,8,1,1
"Venta, mant.y rep. veh.autom y motoc. (118)",6,6,,,
"Comercio al por mayor (119)",10,8,1,,1
"Comercio al por menor (120)",276,268,7,1,
"Hoteles y restaurantes (121)",231,185,27,17,2
"Trans., almac. y comunicaciones (122)",24,14,1,5,4
"Intermediación financiera (123)",5,1,,1,3
"Activid.inmobil., empres. y alquileres (124)",60,20,12,19,9
"Admin.pub. y defensa; p. segur soc.afil (125)",139,,,,139
"Enseñanza (126)",149,37,33,41,38
"Servicios sociales y de salud (127)",27,4,4,4,15
"Otras activ. serv.comun.soc y personales (128)",83,40,19,10,14
"Hogares privados con servicio doméstico (129)",87,87,,,
"Actividad economica no especificada (131)",50,38,5,2,5
,,,,,
"RURAL (132)",1258,1079,73,30,76
"Agric., ganadería, caza y silvicultura (133)",568,558,9,1,
"Pesca (134)",75,74,1,,
"Explotación de minas y canteras (135)",2,,,,2
"Industrias manufactureras (136)",32,21,5,2,4
"Suministro de electricidad, gas y agua (137)",6,4,,2,
"Construcción (138)",75,43,20,11,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",77,74,1,,2
"Venta, mant.y rep. veh.autom y motoc. (140)",8,6,,,2
"Comercio al por menor (142)",69,68,1,,
"Hoteles y restaurantes (143)",26,21,5,,
"Trans., almac. y comunicaciones (144)",81,75,6,,
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",54,48,3,1,2
"Admin.pub. y defensa; p. segur soc.afil (147)",47,,,,47
"Enseñanza (148)",62,28,16,8,10
"Servicios sociales y de salud (149)",13,6,1,,6
"Otras activ. serv.comun.soc y personales (150)",65,56,5,4,
"Hogares privados con servicio doméstico (151)",23,23,,,
"Actividad economica no especificada (153)",51,47,1,1,2
"Hombres (154)",1062,938,56,24,44
"Agric., ganadería, caza y silvicultura (155)",531,523,7,1,
"Pesca (156)",75,74,1,,
"Explotación de minas y canteras (157)",2,,,,2
"Industrias manufactureras (158)",25,19,4,,2
"Suministro de electricidad, gas y agua (159)",6,4,,2,
"Construcción (160)",74,42,20,11,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",60,57,1,,2
"Venta, mant.y rep. veh.autom y motoc. (162)",8,6,,,2
"Comercio al por menor (164)",52,51,1,,
"Hoteles y restaurantes (165)",12,10,2,,
"Trans., almac. y comunicaciones (166)",80,74,6,,
"Activid.inmobil., empres. y alquileres (168)",47,42,3,,2
"Admin.pub. y defensa; p. segur soc.afil (169)",27,,,,27
"Enseñanza (170)",27,9,7,6,5
"Servicios sociales y de salud (171)",7,4,1,,2
"Otras activ. serv.comun.soc y personales (172)",59,53,3,3,
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",27,24,1,1,1
"Mujeres (176)",196,141,17,6,32
"Agric., ganadería, caza y silvicultura (177)",37,35,2,,
"Industrias manufactureras (180)",7,2,1,2,2
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",17,17,,,
"Comercio al por menor (186)",17,17,,,
"Hoteles y restaurantes (187)",14,11,3,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",7,6,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",20,,,,20
"Enseñanza (192)",35,19,9,2,5
"Servicios sociales y de salud (193)",6,2,,,4
"Otras activ. serv.comun.soc y personales (194)",6,3,2,1,
"Hogares privados con servicio doméstico (195)",20,20,,,
"Actividad economica no especificada (197)",24,23,,,1
