"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",485,89,,174,152,17,27,9,17
"Pesca (046)",64,9,,21,18,3,5,4,4
"Explotación de minas y canteras (047)",324,18,1,78,142,23,24,8,30
"Industrias manufactureras (048)",89,7,,11,46,5,6,4,10
"Suministro de electricidad, gas y agua (049)",4,,,,,1,3,,
"Construcción (050)",10,,,3,3,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1150,96,1,267,460,87,122,39,78
"Venta, mant.y rep. veh.autom.y motoc. (052)",17,,,2,6,1,4,1,3
"Comercio al por mayor (053)",44,5,,9,14,4,7,,5
"Comercio al por menor (054)",1089,91,1,256,440,82,111,38,70
"Hoteles y restaurantes (055)",771,67,,172,348,49,60,27,48
"Trans., almac. y comunicaciones (056)",57,,,5,26,8,10,,8
"Intermediación financiera (057)",8,1,,,1,,3,2,1
"Activid.inmobil., empres. y de alquiler (058)",69,2,,7,22,9,12,3,14
"Admin.pub. y defensa; p. segur.soc.afil (059)",100,1,,2,25,15,30,4,23
"Enseñanza (060)",336,,,,28,21,82,12,193
"Servicios sociales y de salud (061)",90,,,,8,2,23,3,54
"Otras activ. serv.comun.soc y personales (062)",159,12,,26,75,17,18,4,7
"Hogares privados con servicio doméstico (063)",217,13,,55,116,11,6,6,10
"Actividad economica no especificada (065)",150,12,,45,56,9,17,3,8
,,,,,,,,,
"URBANA (066)",9524,335,5,1642,3957,792,1092,516,1185
"Agric., ganadería, caza y silvicultura (067)",1684,99,,494,677,99,116,70,129
"Pesca (068)",571,15,,82,294,50,37,43,50
"Explotación de minas y canteras (069)",1557,20,2,189,734,152,225,67,168
"Industrias manufactureras (070)",342,7,,61,171,33,28,15,27
"Suministro de electricidad, gas y agua (071)",39,1,,6,15,8,6,1,2
"Construcción (072)",508,5,,108,263,40,40,27,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1668,92,1,322,663,143,211,83,153
"Venta, mant.y rep. veh.autom.y motoc. (074)",156,1,,19,61,11,27,9,28
"Comercio al por mayor (075)",104,8,,16,38,9,13,6,14
"Comercio al por menor (076)",1408,83,1,287,564,123,171,68,111
"Hoteles y restaurantes (077)",630,54,,131,270,44,55,34,42
"Trans., almac. y comunicaciones (078)",683,4,2,88,323,62,75,67,62
"Intermediación financiera (079)",13,1,,,2,,4,3,3
"Activid.inmobil., empres. y de alquiler (080)",249,4,,20,85,29,37,11,63
"Admin.pub. y defensa; p. segur.soc.afil (081)",334,3,,17,101,47,60,47,59
"Enseñanza (082)",448,,,,30,18,105,20,275
"Servicios sociales y de salud (083)",122,,,1,12,6,28,4,71
"Otras activ. serv.comun.soc y personales (084)",289,13,,43,131,33,36,12,21
"Hogares privados con servicio doméstico (085)",180,11,,41,96,11,6,5,10
"Actividad economica no especificada (087)",207,6,,39,90,17,23,7,25
"Hombres (088)",6641,125,4,1116,2937,568,728,410,753
"Agric., ganadería, caza y silvicultura (089)",1403,56,,399,589,86,96,64,113
"Pesca (090)",555,13,,78,294,48,35,41,46
"Explotación de minas y canteras (091)",1487,17,2,178,717,142,217,63,151
"Industrias manufactureras (092)",268,3,,52,131,28,23,11,20
"Suministro de electricidad, gas y agua (093)",36,1,,6,15,7,4,1,2
"Construcción (094)",498,5,,105,260,39,39,26,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",720,18,,121,285,65,102,50,79
"Venta, mant.y rep. veh.autom.y motoc. (096)",144,1,,18,58,10,24,8,25
"Comercio al por mayor (097)",62,3,,8,25,5,6,6,9
"Comercio al por menor (098)",514,14,,95,202,50,72,36,45
"Hoteles y restaurantes (099)",127,1,,26,61,10,13,10,6
"Trans., almac. y comunicaciones (100)",635,4,2,84,302,55,67,67,54
"Intermediación financiera (101)",6,,,,1,,1,1,3
"Activid.inmobil., empres. y de alquiler (102)",183,2,,14,63,21,26,8,49
"Admin.pub. y defensa; p. segur.soc.afil (103)",248,2,,15,78,33,37,43,40
"Enseñanza (104)",165,,,,11,3,31,9,111
"Servicios sociales y de salud (105)",45,,,1,7,4,7,2,24
"Otras activ. serv.comun.soc y personales (106)",155,1,,22,72,18,19,9,14
"Hogares privados con servicio doméstico (107)",12,1,,3,6,1,1,,
"Actividad economica no especificada (109)",98,1,,12,45,8,10,5,17
"Mujeres (110)",2883,210,1,526,1020,224,364,106,432
"Agric., ganadería, caza y silvicultura (111)",281,43,,95,88,13,20,6,16
"Pesca (112)",16,2,,4,,2,2,2,4
"Explotación de minas y canteras (113)",70,3,,11,17,10,8,4,17
"Industrias manufactureras (114)",74,4,,9,40,5,5,4,7
"Suministro de electricidad, gas y agua (115)",3,,,,,1,2,,
"Construcción (116)",10,,,3,3,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",948,74,1,201,378,78,109,33,74
"Venta, mant.y rep. veh.autom.y motoc. (118)",12,,,1,3,1,3,1,3
"Comercio al por mayor (119)",42,5,,8,13,4,7,,5
"Comercio al por menor (120)",894,69,1,192,362,73,99,32,66
"Hoteles y restaurantes (121)",503,53,,105,209,34,42,24,36
"Trans., almac. y comunicaciones (122)",48,,,4,21,7,8,,8
"Intermediación financiera (123)",7,1,,,1,,3,2,
"Activid.inmobil., empres. y de alquiler (124)",66,2,,6,22,8,11,3,14
"Admin.pub. y defensa; p. segur.soc.afil (125)",86,1,,2,23,14,23,4,19
"Enseñanza (126)",283,,,,19,15,74,11,164
"Servicios sociales y de salud (127)",77,,,,5,2,21,2,47
"Otras activ. serv.comun.soc y personales (128)",134,12,,21,59,15,17,3,7
"Hogares privados con servicio doméstico (129)",168,10,,38,90,10,5,5,10
"Actividad economica no especificada (131)",109,5,,27,45,9,13,2,8
,,,,,,,,,
"RURAL (132)",7153,357,3,1614,3688,491,409,279,312
"Agric., ganadería, caza y silvicultura (133)",1429,180,,550,497,97,50,27,28
"Pesca (134)",347,15,,81,177,20,29,15,10
"Explotación de minas y canteras (135)",3865,101,3,702,2336,238,176,170,139
"Industrias manufactureras (136)",79,3,,16,31,6,7,4,12
"Suministro de electricidad, gas y agua (137)",7,,,2,,1,3,1,
"Construcción (138)",149,1,,15,83,16,16,5,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",321,25,,84,142,26,25,12,7
"Venta, mant.y rep. veh.autom.y motoc. (140)",36,1,,3,18,4,7,1,2
"Comercio al por mayor (141)",9,,,1,6,1,1,,
"Comercio al por menor (142)",276,24,,80,118,21,17,11,5
"Hoteles y restaurantes (143)",323,15,,76,166,23,25,5,13
"Trans., almac. y comunicaciones (144)",177,1,,24,94,16,20,16,6
"Intermediación financiera (145)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (146)",101,,,5,42,15,15,7,17
"Admin.pub. y defensa; p. segur.soc.afil (147)",56,4,,7,15,9,11,4,6
"Enseñanza (148)",79,,,,10,7,12,2,48
"Servicios sociales y de salud (149)",22,,,,7,,5,2,8
"Otras activ. serv.comun.soc y personales (150)",43,,,8,23,3,4,4,1
"Hogares privados con servicio doméstico (151)",58,3,,20,28,2,3,2,
"Actividad economica no especificada (153)",95,9,,24,37,12,8,3,2
"Hombres (154)",5953,240,2,1274,3182,437,324,256,238
"Agric., ganadería, caza y silvicultura (155)",1225,134,,471,433,93,43,24,27
"Pesca (156)",299,8,,64,159,19,26,13,10
"Explotación de minas y canteras (157)",3611,86,2,635,2211,225,160,166,126
"Industrias manufactureras (158)",64,,,14,25,6,6,4,9
"Suministro de electricidad, gas y agua (159)",6,,,2,,1,2,1,
"Construcción (160)",149,1,,15,83,16,16,5,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",119,3,,18,60,17,12,6,3
"Venta, mant.y rep. veh.autom.y motoc. (162)",31,1,,2,15,4,6,1,2
"Comercio al por mayor (163)",7,,,,5,1,1,,
"Comercio al por menor (164)",81,2,,16,40,12,5,5,1
"Hoteles y restaurantes (165)",55,1,,9,27,8,7,2,1
"Trans., almac. y comunicaciones (166)",168,1,,23,89,15,18,16,6
"Intermediación financiera (167)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (168)",98,,,4,42,14,14,7,17
"Admin.pub. y defensa; p. segur.soc.afil (169)",42,4,,7,13,8,4,4,2
"Enseñanza (170)",26,,,,1,1,4,1,19
"Servicios sociales y de salud (171)",9,,,,4,,3,1,1
"Otras activ. serv.comun.soc y personales (172)",18,,,3,7,1,3,3,1
"Hogares privados con servicio doméstico (173)",9,,,3,2,1,2,1,
"Actividad economica no especificada (175)",54,2,,6,26,12,4,2,2
"Mujeres (176)",1200,117,1,340,506,54,85,23,74
"Agric., ganadería, caza y silvicultura (177)",204,46,,79,64,4,7,3,1
"Pesca (178)",48,7,,17,18,1,3,2,
"Explotación de minas y canteras (179)",254,15,1,67,125,13,16,4,13
"Industrias manufactureras (180)",15,3,,2,6,,1,,3
"Suministro de electricidad, gas y agua (181)",1,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",202,22,,66,82,9,13,6,4
"Venta, mant.y rep. veh.autom.y motoc. (184)",5,,,1,3,,1,,
"Comercio al por mayor (185)",2,,,1,1,,,,
"Comercio al por menor (186)",195,22,,64,78,9,12,6,4
"Hoteles y restaurantes (187)",268,14,,67,139,15,18,3,12
"Trans., almac. y comunicaciones (188)",9,,,1,5,1,2,,
"Intermediación financiera (189)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (190)",3,,,1,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",14,,,,2,1,7,,4
"Enseñanza (192)",53,,,,9,6,8,1,29
"Servicios sociales y de salud (193)",13,,,,3,,2,1,7
"Otras activ. serv.comun.soc y personales (194)",25,,,5,16,2,1,1,
"Hogares privados con servicio doméstico (195)",49,3,,17,26,1,1,1,
"Actividad economica no especificada (197)",41,7,,18,11,,4,1,
