"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (018)",426,,40,74,24,34,,4,3,247,,
"Hogares privados con servicio doméstico (019)",514,,,,,,,,,514,,
"Actividad economica no especificada (021)",490,,,2,28,,,,,,,460
"Hombres (022)",28451,31,1136,342,300,1290,10900,796,2139,11030,350,137
"Agric., ganadería, caza y silvicultura (023)",20885,,8,3,,,10899,3,20,9952,,
"Pesca (024)",5,,,,,,1,,,4,,
"Explotación de minas y canteras (025)",46,,2,4,7,,,21,1,11,,
"Industrias manufactureras (026)",639,,11,13,4,3,,481,104,23,,
"Suministro de electricidad, gas y agua (027)",27,,1,5,4,,,5,2,10,,
"Construcción (028)",814,,16,18,3,,,25,559,193,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1723,1,19,64,14,1071,,245,28,281,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",302,,1,12,1,57,,203,18,10,,
"Comercio al por mayor (031)",126,,6,9,5,93,,,4,9,,
"Comercio al por menor (032)",1295,1,12,43,8,921,,42,6,262,,
"Hoteles y restaurantes (033)",209,1,6,10,4,124,,,,64,,
"Trans., almac. y comunicaciones (034)",1623,,15,15,21,,,8,1368,196,,
"Intermediación financiera (035)",22,,2,3,16,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",297,,64,53,38,68,,1,19,54,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",707,13,39,43,142,10,,2,31,77,350,
"Enseñanza (038)",894,16,845,1,23,,,,,9,,
"Servicios sociales y de salud (039)",142,,72,48,9,3,,1,4,5,,
"Otras activ. serv.comun.soc y personales (040)",240,,36,61,8,11,,4,3,117,,
"Hogares privados con servicio doméstico (041)",33,,,,,,,,,33,,
"Actividad economica no especificada (043)",145,,,1,7,,,,,,,137
"Mujeres (044)",6479,9,941,210,271,1458,547,172,30,2513,5,323
"Agric., ganadería, caza y silvicultura (045)",1799,,,2,3,,547,,,1247,,
"Explotación de minas y canteras (047)",4,,3,,,,,,,1,,
"Industrias manufactureras (048)",189,,1,3,5,1,,168,3,8,,
"Suministro de electricidad, gas y agua (049)",2,,,,2,,,,,,,
"Construcción (050)",27,,2,,,,,1,14,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1340,,13,36,23,1031,,3,1,233,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",29,,,2,3,19,,3,1,1,,
"Comercio al por mayor (053)",68,,2,8,8,49,,,,1,,
"Comercio al por menor (054)",1243,,11,26,12,963,,,,231,,
"Hoteles y restaurantes (055)",673,,2,17,8,394,,,,252,,
"Trans., almac. y comunicaciones (056)",62,,3,11,9,3,,,11,25,,
"Intermediación financiera (057)",16,,1,6,9,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",96,,24,23,33,,,,,16,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",261,4,13,36,115,1,,,1,86,5,
"Enseñanza (060)",813,5,792,2,14,,,,,,,
"Servicios sociales y de salud (061)",185,,83,60,13,5,,,,24,,
"Otras activ. serv.comun.soc y personales (062)",186,,4,13,16,23,,,,130,,
"Hogares privados con servicio doméstico (063)",481,,,,,,,,,481,,
"Actividad economica no especificada (065)",345,,,1,21,,,,,,,323
,,,,,,,,,,,,
"URBANA (066)",16197,30,1704,479,539,2456,2816,844,1894,4780,345,310
"Agric., ganadería, caza y silvicultura (067)",5550,,7,5,3,,2815,1,14,2705,,
"Pesca (068)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (069)",49,,5,4,7,,,21,1,11,,
"Industrias manufactureras (070)",717,,12,14,6,4,,545,106,30,,
"Suministro de electricidad, gas y agua (071)",28,,1,5,6,,,4,2,10,,
"Construcción (072)",709,,17,15,2,,,24,500,151,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2756,1,31,91,37,1869,,233,26,468,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",308,,1,13,4,71,,191,17,11,,
"Comercio al por mayor (075)",168,,7,14,13,120,,,4,10,,
"Comercio al por menor (076)",2280,1,23,64,20,1678,,42,5,447,,
"Hoteles y restaurantes (077)",804,1,8,26,12,469,,,,288,,
"Trans., almac. y comunicaciones (078)",1471,,18,25,30,3,,8,1194,193,,
"Intermediación financiera (079)",36,,3,7,25,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",366,,86,73,68,61,,1,16,61,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",904,12,50,57,242,11,,2,29,156,345,
"Enseñanza (082)",1350,16,1291,2,32,,,,,9,,
"Servicios sociales y de salud (083)",278,,139,85,20,7,,1,3,23,,
"Otras activ. serv.comun.soc y personales (084)",387,,36,68,21,32,,4,3,223,,
"Hogares privados con servicio doméstico (085)",448,,,,,,,,,448,,
"Actividad economica no especificada (087)",340,,,2,28,,,,,,,310
"Hombres (088)",11739,21,944,304,281,1152,2653,704,1865,3371,340,104
"Agric., ganadería, caza y silvicultura (089)",5101,,7,3,,,2652,1,14,2424,,
"Pesca (090)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (091)",46,,2,4,7,,,21,1,11,,
"Industrias manufactureras (092)",563,,11,12,3,3,,409,103,22,,
"Suministro de electricidad, gas y agua (093)",26,,1,5,4,,,4,2,10,,
"Construcción (094)",684,,15,15,2,,,23,487,142,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1553,1,18,56,14,950,,230,25,259,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",279,,1,11,1,52,,188,16,10,,
"Comercio al por mayor (097)",107,,5,7,5,77,,,4,9,,
"Comercio al por menor (098)",1167,1,12,38,8,821,,42,5,240,,
"Hoteles y restaurantes (099)",198,1,6,10,4,115,,,,62,,
"Trans., almac. y comunicaciones (100)",1409,,15,14,21,,,8,1183,168,,
"Intermediación financiera (101)",22,,2,3,16,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",275,,63,51,36,61,,1,16,47,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",666,8,37,34,135,10,,2,28,72,340,
"Enseñanza (104)",707,11,667,1,19,,,,,9,,
"Servicios sociales y de salud (105)",125,,68,40,7,2,,1,3,4,,
"Otras activ. serv.comun.soc y personales (106)",220,,32,55,6,11,,4,3,109,,
"Hogares privados con servicio doméstico (107)",28,,,,,,,,,28,,
"Actividad economica no especificada (109)",112,,,1,7,,,,,,,104
"Mujeres (110)",4458,9,760,175,258,1304,163,140,29,1409,5,206
"Agric., ganadería, caza y silvicultura (111)",449,,,2,3,,163,,,281,,
"Explotación de minas y canteras (113)",3,,3,,,,,,,,,
"Industrias manufactureras (114)",154,,1,2,3,1,,136,3,8,,
"Suministro de electricidad, gas y agua (115)",2,,,,2,,,,,,,
"Construcción (116)",25,,2,,,,,1,13,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1203,,13,35,23,919,,3,1,209,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",29,,,2,3,19,,3,1,1,,
"Comercio al por mayor (119)",61,,2,7,8,43,,,,1,,
"Comercio al por menor (120)",1113,,11,26,12,857,,,,207,,
"Hoteles y restaurantes (121)",606,,2,16,8,354,,,,226,,
"Trans., almac. y comunicaciones (122)",62,,3,11,9,3,,,11,25,,
"Intermediación financiera (123)",14,,1,4,9,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",91,,23,22,32,,,,,14,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",238,4,13,23,107,1,,,1,84,5,
"Enseñanza (126)",643,5,624,1,13,,,,,,,
"Servicios sociales y de salud (127)",153,,71,45,13,5,,,,19,,
"Otras activ. serv.comun.soc y personales (128)",167,,4,13,15,21,,,,114,,
"Hogares privados con servicio doméstico (129)",420,,,,,,,,,420,,
"Actividad economica no especificada (131)",228,,,1,21,,,,,,,206
,,,,,,,,,,,,
"RURAL (132)",18733,10,373,73,32,292,8631,124,275,8763,10,150
"Agric., ganadería, caza y silvicultura (133)",17134,,1,,,,8631,2,6,8494,,
"Pesca (134)",1,,,,,,,,,1,,
"Explotación de minas y canteras (135)",1,,,,,,,,,1,,
"Industrias manufactureras (136)",111,,,2,3,,,104,1,1,,
"Suministro de electricidad, gas y agua (137)",1,,,,,,,1,,,,
"Construcción (138)",132,,1,3,1,,,2,73,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",307,,1,9,,233,,15,3,46,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",23,,,1,,5,,15,2,,,
"Comercio al por mayor (141)",26,,1,3,,22,,,,,,
"Comercio al por menor (142)",258,,,5,,206,,,1,46,,
"Hoteles y restaurantes (143)",78,,,1,,49,,,,28,,
"Trans., almac. y comunicaciones (144)",214,,,1,,,,,185,28,,
"Intermediación financiera (145)",2,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",27,,2,3,3,7,,,3,9,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",64,5,2,22,15,,,,3,7,10,
"Enseñanza (148)",357,5,346,1,5,,,,,,,
"Servicios sociales y de salud (149)",49,,16,23,2,1,,,1,6,,
"Otras activ. serv.comun.soc y personales (150)",39,,4,6,3,2,,,,24,,
"Hogares privados con servicio doméstico (151)",66,,,,,,,,,66,,
"Actividad economica no especificada (153)",150,,,,,,,,,,,150
"Hombres (154)",16712,10,192,38,19,138,8247,92,274,7659,10,33
"Agric., ganadería, caza y silvicultura (155)",15784,,1,,,,8247,2,6,7528,,
"Pesca (156)",1,,,,,,,,,1,,
"Industrias manufactureras (158)",76,,,1,1,,,72,1,1,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,1,,,,
"Construcción (160)",130,,1,3,1,,,2,72,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",170,,1,8,,121,,15,3,22,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",23,,,1,,5,,15,2,,,
"Comercio al por mayor (163)",19,,1,2,,16,,,,,,
"Comercio al por menor (164)",128,,,5,,100,,,1,22,,
"Hoteles y restaurantes (165)",11,,,,,9,,,,2,,
"Trans., almac. y comunicaciones (166)",214,,,1,,,,,185,28,,
"Activid.inmobil., empres. y alquileres (168)",22,,1,2,2,7,,,3,7,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",41,5,2,9,7,,,,3,5,10,
"Enseñanza (170)",187,5,178,,4,,,,,,,
"Servicios sociales y de salud (171)",17,,4,8,2,1,,,1,1,,
"Otras activ. serv.comun.soc y personales (172)",20,,4,6,2,,,,,8,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",33,,,,,,,,,,,33
"Mujeres (176)",2021,,181,35,13,154,384,32,1,1104,,117
"Agric., ganadería, caza y silvicultura (177)",1350,,,,,,384,,,966,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",35,,,1,2,,,32,,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",137,,,1,,112,,,,24,,
"Comercio al por mayor (185)",7,,,1,,6,,,,,,
"Comercio al por menor (186)",130,,,,,106,,,,24,,
"Hoteles y restaurantes (187)",67,,,1,,40,,,,26,,
"Intermediación financiera (189)",2,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",5,,1,1,1,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",23,,,13,8,,,,,2,,
"Enseñanza (192)",170,,168,1,1,,,,,,,
"Servicios sociales y de salud (193)",32,,12,15,,,,,,5,,
"Otras activ. serv.comun.soc y personales (194)",19,,,,1,2,,,,16,,
"Hogares privados con servicio doméstico (195)",61,,,,,,,,,61,,
"Actividad economica no especificada (197)",117,,,,,,,,,,,117
