"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHOTA (000)",61443,58289,18084,8062,7396,5564,7448,5031,3628,3076,3154,170040
"De 12 a 14 años (001)",6149,6105,6084,18,3,,,,,,44,24
"De 15 a 19 años (002)",7989,7751,6762,847,119,16,7,,,,238,1161
"De 20 a 24 años (003)",6628,5783,2213,2203,1054,246,58,9,,,845,5350
"De 25 a 29 años (004)",6166,5445,825,1750,1571,811,444,36,8,,721,9494
"De 30 a 34 años (005)",5604,5203,482,1029,1475,1047,926,202,36,6,401,12750
"De 35 a 39 años (006)",5619,5342,337,664,1157,1159,1331,534,134,26,277,17101
"De 40 a 44 años (007)",4526,4351,312,401,659,729,1169,652,318,111,175,17127
"De 45 a 49 años (008)",3965,3825,231,309,443,570,929,685,424,234,140,17614
"De 50 y más años (009)",14797,14484,838,841,915,986,2584,2913,2708,2699,313,89419
"Conviviente (010)",15871,15361,1217,3578,3074,2087,2420,1436,872,677,510,50835
"De 12 a 14 años (011)",90,50,41,8,1,,,,,,40,10
"De 15 a 19 años (012)",1263,1077,386,589,87,11,4,,,,186,812
"De 20 a 24 años (013)",2628,2472,312,1302,662,160,33,3,,,156,3263
"De 25 a 29 años (014)",2565,2509,164,789,822,444,264,20,6,,56,5056
"De 30 a 34 años (015)",2155,2134,65,364,654,482,438,109,18,4,21,5884
"De 35 a 39 años (016)",1920,1909,37,201,388,428,546,238,58,13,11,6832
"De 40 a 44 años (017)",1349,1341,34,92,174,229,402,244,123,43,8,5980
"De 45 a 49 años (018)",1078,1072,41,67,116,147,231,232,154,84,6,5511
"De 50 y más años (019)",2823,2797,137,166,170,186,502,590,513,533,26,17487
"Separado(a) (020)",2695,2641,62,963,525,312,397,215,96,71,54,7659
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
