"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CUTERVO (000)",38736,4069,6435,19176,453,7493,1110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",58,58,,,,,
"Profes., científicos e intelectuales (002)",2854,2664,,173,7,10,
"Técnicos de nivel medio y trab. asimilados (003)",507,397,,100,9,1,
"Jefes y empleados de oficina (004)",296,293,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1461,168,15,1064,33,181,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",16388,6,2,16018,362,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",769,,197,501,19,52,
"Obreros construc.,conf.,papel, fab., instr. (008)",967,114,288,547,6,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14567,204,5739,453,4,7057,1110
"Otra (010)",55,55,,,,,
"Ocupación no especificada (011)",814,110,194,319,13,178,
"Hombres (012)",31299,2361,5769,17033,399,5705,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",48,48,,,,,
"Profes., científicos e intelectuales (014)",1621,1503,,108,5,5,
"Técnicos de nivel medio y trab. asimilados (015)",309,218,,83,7,1,
"Jefes y empleados de oficina (016)",173,171,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",707,91,5,544,19,48,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",15449,6,1,15103,339,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",589,,175,376,17,21,
"Obreros construc.,conf.,papel, fab., instr. (020)",960,114,286,542,6,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",11086,108,5180,187,3,5576,32
"Otra (022)",55,55,,,,,
"Ocupación no especificada (023)",302,47,122,89,3,41,
"Mujeres (024)",7437,1708,666,2143,54,1788,1078
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",10,10,,,,,
"Profes., científicos e intelectuales (026)",1233,1161,,65,2,5,
"Técnicos de nivel medio y trab. asimilados (027)",198,179,,17,2,,
"Jefes y empleados de oficina (028)",123,122,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",754,77,10,520,14,133,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",939,,1,915,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",180,,22,125,2,31,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,,2,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3481,96,559,266,1,1481,1078
"Ocupación no especificada (035)",512,63,72,230,10,137,
,,,,,,,
"URBANA (036)",8968,3117,1170,3549,108,542,482
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",39,39,,,,,
"Profes., científicos e intelectuales (038)",2143,2024,,104,7,8,
"Técnicos de nivel medio y trab. asimilados (039)",386,300,,77,9,,
"Jefes y empleados de oficina (040)",262,260,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1134,128,11,822,29,144,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1328,3,,1295,30,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",505,,123,352,16,14,
"Obreros construc.,conf.,papel, fab., instr. (044)",778,95,211,459,5,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2097,153,782,351,4,325,482
"Otra (046)",52,52,,,,,
"Ocupación no especificada (047)",244,63,43,88,8,42,
"Hombres (048)",5854,1748,1042,2655,79,315,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",32,32,,,,,
"Profes., científicos e intelectuales (050)",1150,1077,,64,5,4,
"Técnicos de nivel medio y trab. asimilados (051)",225,156,,62,7,,
"Jefes y empleados de oficina (052)",143,142,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",543,74,4,411,17,37,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1237,3,,1209,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",424,,115,284,14,11,
"Obreros construc.,conf.,papel, fab., instr. (056)",772,95,209,455,5,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1159,84,683,131,3,243,15
"Otra (058)",52,52,,,,,
"Ocupación no especificada (059)",117,33,31,38,3,12,
"Mujeres (060)",3114,1369,128,894,29,227,467
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",993,947,,40,2,4,
"Técnicos de nivel medio y trab. asimilados (063)",161,144,,15,2,,
"Jefes y empleados de oficina (064)",119,118,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",591,54,7,411,12,107,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",91,,,86,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",81,,8,68,2,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,,2,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",938,69,99,220,1,82,467
"Ocupación no especificada (071)",127,30,12,50,5,30,
,,,,,,,
"RURAL (072)",29768,952,5265,15627,345,6951,628
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,19,,,,,
"Profes., científicos e intelectuales (074)",711,640,,69,,2,
"Técnicos de nivel medio y trab. asimilados (075)",121,97,,23,,1,
"Jefes y empleados de oficina (076)",34,33,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",327,40,4,242,4,37,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",15060,3,2,14723,332,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",264,,74,149,3,38,
"Obreros construc.,conf.,papel, fab., instr. (080)",189,19,77,88,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12470,51,4957,102,,6732,628
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",570,47,151,231,5,136,
"Hombres (084)",25445,613,4727,14378,320,5390,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",16,16,,,,,
"Profes., científicos e intelectuales (086)",471,426,,44,,1,
"Técnicos de nivel medio y trab. asimilados (087)",84,62,,21,,1,
"Jefes y empleados de oficina (088)",30,29,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",164,17,1,133,2,11,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",14212,3,1,13894,314,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",165,,60,92,3,10,
"Obreros construc.,conf.,papel, fab., instr. (092)",188,19,77,87,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",9927,24,4497,56,,5333,17
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",185,14,91,51,,29,
"Mujeres (096)",4323,339,538,1249,25,1561,611
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",240,214,,25,,1,
