"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PACASMAYO (000)",89195,3665,8124,10035,8999,14929,13674,22681,7088
"Sin nivel (001)",10059,3665,661,191,187,459,867,2303,1726
"Educación inicial (002)",2376,,2227,61,16,45,27,,
"Primaria (003)",28302,,5236,6001,1197,2370,3018,7249,3231
"Secundaria (004)",27117,,,3782,6188,5376,4385,6438,948
"Superior no univ. incompleto (005)",4941,,,,791,1795,1041,1145,169
"Superior no univ. completo (006)",8431,,,,,2551,2542,2860,478
"Superior univ. incompleto (007)",2967,,,,620,1194,454,589,110
"Superior univ. completo (008)",5002,,,,,1139,1340,2097,426
"Hombres (010)",44038,1845,4100,5008,4486,7317,6518,11198,3566
"Sin nivel (011)",3996,1845,347,80,100,171,281,628,544
"Educación inicial (012)",1177,,1114,29,9,16,9,,
"Primaria (013)",13830,,2639,3046,602,1118,1296,3373,1756
"Secundaria (014)",14396,,,1853,3139,2851,2356,3645,552
"Superior no univ. incompleto (015)",2502,,,,369,879,539,614,101
"Superior no univ. completo (016)",3921,,,,,1159,1127,1376,259
"Superior univ. incompleto (017)",1582,,,,267,589,246,398,82
"Superior univ. completo (018)",2634,,,,,534,664,1164,272
"Mujeres (020)",45157,1820,4024,5027,4513,7612,7156,11483,3522
"Sin nivel (021)",6063,1820,314,111,87,288,586,1675,1182
"Educación inicial (022)",1199,,1113,32,7,29,18,,
"Primaria (023)",14472,,2597,2955,595,1252,1722,3876,1475
"Secundaria (024)",12721,,,1929,3049,2525,2029,2793,396
"Superior no univ. incompleto (025)",2439,,,,422,916,502,531,68
"Superior no univ. completo (026)",4510,,,,,1392,1415,1484,219
"Superior univ. incompleto (027)",1385,,,,353,605,208,191,28
"Superior univ. completo (028)",2368,,,,,605,676,933,154
,,,,,,,,,
"URBANA (030)",82958,3398,7497,9314,8378,13755,12807,21183,6626
"Sin nivel (031)",8988,3398,593,165,165,382,756,1996,1533
"Educación inicial (032)",2213,,2074,60,13,40,26,,
"Primaria (033)",25548,,4830,5513,1050,2000,2688,6482,2985
"Secundaria (034)",25436,,,3576,5798,4906,4107,6111,938
