"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia TAYACAJA (000)",31478,39,1155,325,348,1592,11739,564,731,13114,78,627,1166
"Agric., ganadería, caza y silvicultura (001)",23603,,8,8,,,11732,3,7,11845,,,
"Pesca (002)",7,,,,,,7,,,,,,
"Explotación de minas y canteras (003)",39,,1,5,1,,,15,3,14,,,
"Industrias manufactureras (004)",448,,2,10,2,,,410,19,5,,,
"Suministro de electricidad, gas y agua (005)",55,,5,15,4,,,14,6,11,,,
"Construcción (006)",507,1,9,12,7,,,28,282,168,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1678,,2,23,4,1228,,81,9,331,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",77,,,7,,17,,45,8,,,,
"Comercio al por mayor (009)",96,,,1,,93,,,,2,,,
"Comercio al por menor (010)",1505,,2,15,4,1118,,36,1,329,,,
"Hoteles y restaurantes (011)",514,,,22,5,266,,,,221,,,
"Trans., almac. y comunicaciones (012)",463,,,15,11,,,1,384,52,,,
"Intermediación financiera (013)",13,,2,4,5,,,,,2,,,
"Activid.inmobil., empres. y alquileres (014)",191,,26,25,49,54,,7,4,26,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",490,31,27,21,212,10,,3,10,98,78,,
"Enseñanza (016)",1006,7,962,7,14,,,1,,15,,,
"Servicios sociales y de salud (017)",269,,104,103,20,9,,1,4,28,,,
"Otras activ. serv.comun.soc y personales (018)",156,,7,51,7,25,,,3,63,,,
"Hogares privados con servicio doméstico (019)",234,,,,,,,,,234,,,
"Actividad economica no especificada (021)",639,,,4,7,,,,,1,,627,
"Desocupado (022)",1166,,,,,,,,,,,,1166
"Hombres (023)",22276,31,622,228,216,611,10025,437,718,8162,77,250,899
"Agric., ganadería, caza y silvicultura (024)",17663,,6,5,,,10018,3,7,7624,,,
"Pesca (025)",7,,,,,,7,,,,,,
"Explotación de minas y canteras (026)",38,,1,4,1,,,15,3,14,,,
"Industrias manufactureras (027)",322,,2,8,1,,,290,17,4,,,
"Suministro de electricidad, gas y agua (028)",52,,4,14,4,,,13,6,11,,,
"Construcción (029)",492,1,8,12,6,,,28,277,160,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",710,,1,17,1,490,,77,9,115,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",69,,,6,,11,,44,8,,,,
"Comercio al por mayor (032)",61,,,1,,58,,,,2,,,
"Comercio al por menor (033)",580,,1,10,1,421,,33,1,113,,,
"Hoteles y restaurantes (034)",90,,,11,3,45,,,,31,,,
"Trans., almac. y comunicaciones (035)",444,,,9,9,,,1,378,47,,,
"Intermediación financiera (036)",6,,1,,3,,,,,2,,,
"Activid.inmobil., empres. y alquileres (037)",155,,20,21,30,54,,7,4,19,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",377,26,22,18,131,10,,3,10,80,77,,
"Enseñanza (039)",534,4,505,3,11,,,,,11,,,
"Servicios sociales y de salud (040)",122,,46,57,10,2,,,4,3,,,
"Otras activ. serv.comun.soc y personales (041)",87,,6,45,3,10,,,3,20,,,
"Hogares privados con servicio doméstico (042)",21,,,,,,,,,21,,,
"Actividad economica no especificada (044)",257,,,4,3,,,,,,,250,
"Desocupado (045)",899,,,,,,,,,,,,899
"Mujeres (046)",9202,8,533,97,132,981,1714,127,13,4952,1,377,267
"Agric., ganadería, caza y silvicultura (047)",5940,,2,3,,,1714,,,4221,,,
"Explotación de minas y canteras (049)",1,,,1,,,,,,,,,
"Industrias manufactureras (050)",126,,,2,1,,,120,2,1,,,
"Suministro de electricidad, gas y agua (051)",3,,1,1,,,,1,,,,,
"Construcción (052)",15,,1,,1,,,,5,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",968,,1,6,3,738,,4,,216,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",8,,,1,,6,,1,,,,,
"Comercio al por mayor (055)",35,,,,,35,,,,,,,
"Comercio al por menor (056)",925,,1,5,3,697,,3,,216,,,
"Hoteles y restaurantes (057)",424,,,11,2,221,,,,190,,,
"Trans., almac. y comunicaciones (058)",19,,,6,2,,,,6,5,,,
"Intermediación financiera (059)",7,,1,4,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",36,,6,4,19,,,,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",113,5,5,3,81,,,,,18,1,,
"Enseñanza (062)",472,3,457,4,3,,,1,,4,,,
"Servicios sociales y de salud (063)",147,,58,46,10,7,,1,,25,,,
"Otras activ. serv.comun.soc y personales (064)",69,,1,6,4,15,,,,43,,,
"Hogares privados con servicio doméstico (065)",213,,,,,,,,,213,,,
"Actividad economica no especificada (067)",382,,,,4,,,,,1,,377,
"Desocupado (068)",267,,,,,,,,,,,,267
,,,,,,,,,,,,,
"URBANA (069)",8790,24,734,249,275,991,2195,353,446,2823,65,233,402
"Agric., ganadería, caza y silvicultura (070)",4238,,2,5,,,2195,,4,2032,,,
"Explotación de minas y canteras (072)",18,,1,3,1,,,4,3,6,,,
"Industrias manufactureras (073)",272,,2,7,2,,,242,15,4,,,
"Suministro de electricidad, gas y agua (074)",51,,5,15,4,,,12,6,9,,,
"Construcción (075)",281,1,6,10,7,,,21,166,70,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1056,,1,16,4,762,,63,5,205,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",59,,,5,,12,,37,5,,,,
"Comercio al por mayor (078)",67,,,1,,64,,,,2,,,
"Comercio al por menor (079)",930,,1,10,4,686,,26,,203,,,
"Hoteles y restaurantes (080)",336,,,22,5,154,,,,155,,,
"Trans., almac. y comunicaciones (081)",291,,,14,6,,,1,232,38,,,
"Intermediación financiera (082)",12,,2,4,4,,,,,2,,,
"Activid.inmobil., empres. y alquileres (083)",148,,21,21,35,37,,7,4,23,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",390,19,24,20,173,10,,2,9,68,65,,
"Enseñanza (085)",628,4,595,6,12,,,1,,10,,,
"Servicios sociales y de salud (086)",168,,68,66,13,7,,,2,12,,,
"Otras activ. serv.comun.soc y personales (087)",110,,7,38,4,21,,,,40,,,
"Hogares privados con servicio doméstico (088)",149,,,,,,,,,149,,,
"Actividad economica no especificada (090)",240,,,2,5,,,,,,,233,
"Desocupado (091)",402,,,,,,,,,,,,402
"Hombres (092)",5469,17,388,177,168,379,1754,302,436,1391,65,109,283
"Agric., ganadería, caza y silvicultura (093)",2843,,1,4,,,1754,,4,1080,,,
"Explotación de minas y canteras (095)",18,,1,3,1,,,4,3,6,,,
"Industrias manufactureras (096)",222,,2,6,1,,,197,13,3,,,
"Suministro de electricidad, gas y agua (097)",48,,4,14,4,,,11,6,9,,,
"Construcción (098)",270,1,6,10,6,,,21,162,64,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",441,,,12,1,298,,59,5,66,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",52,,,5,,6,,36,5,,,,
"Comercio al por mayor (101)",43,,,1,,40,,,,2,,,
"Comercio al por menor (102)",346,,,6,1,252,,23,,64,,,
"Hoteles y restaurantes (103)",62,,,11,3,24,,,,24,,,
"Trans., almac. y comunicaciones (104)",275,,,9,4,,,1,228,33,,,
"Intermediación financiera (105)",6,,1,,3,,,,,2,,,
"Activid.inmobil., empres. y alquileres (106)",118,,17,19,18,37,,7,4,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",299,15,19,17,109,10,,2,9,53,65,,
"Enseñanza (108)",319,1,300,3,9,,,,,6,,,
"Servicios sociales y de salud (109)",76,,31,32,7,2,,,2,2,,,
"Otras activ. serv.comun.soc y personales (110)",61,,6,35,,8,,,,12,,,
"Hogares privados con servicio doméstico (111)",15,,,,,,,,,15,,,
"Actividad economica no especificada (113)",113,,,2,2,,,,,,,109,
"Desocupado (114)",283,,,,,,,,,,,,283
"Mujeres (115)",3321,7,346,72,107,612,441,51,10,1432,,124,119
"Agric., ganadería, caza y silvicultura (116)",1395,,1,1,,,441,,,952,,,
"Industrias manufactureras (119)",50,,,1,1,,,45,2,1,,,
"Suministro de electricidad, gas y agua (120)",3,,1,1,,,,1,,,,,
"Construcción (121)",11,,,,1,,,,4,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",615,,1,4,3,464,,4,,139,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",7,,,,,6,,1,,,,,
"Comercio al por mayor (124)",24,,,,,24,,,,,,,
"Comercio al por menor (125)",584,,1,4,3,434,,3,,139,,,
"Hoteles y restaurantes (126)",274,,,11,2,130,,,,131,,,
"Trans., almac. y comunicaciones (127)",16,,,5,2,,,,4,5,,,
"Intermediación financiera (128)",6,,1,4,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",30,,4,2,17,,,,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",91,4,5,3,64,,,,,15,,,
"Enseñanza (131)",309,3,295,3,3,,,1,,4,,,
"Servicios sociales y de salud (132)",92,,37,34,6,5,,,,10,,,
"Otras activ. serv.comun.soc y personales (133)",49,,1,3,4,13,,,,28,,,
"Hogares privados con servicio doméstico (134)",134,,,,,,,,,134,,,
"Actividad economica no especificada (136)",127,,,,3,,,,,,,124,
"Desocupado (137)",119,,,,,,,,,,,,119
,,,,,,,,,,,,,
"RURAL (138)",22688,15,421,76,73,601,9544,211,285,10291,13,394,764
"Agric., ganadería, caza y silvicultura (139)",19365,,6,3,,,9537,3,3,9813,,,
"Pesca (140)",7,,,,,,7,,,,,,
"Explotación de minas y canteras (141)",21,,,2,,,,11,,8,,,
"Industrias manufactureras (142)",176,,,3,,,,168,4,1,,,
"Suministro de electricidad, gas y agua (143)",4,,,,,,,2,,2,,,
"Construcción (144)",226,,3,2,,,,7,116,98,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",622,,1,7,,466,,18,4,126,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",18,,,2,,5,,8,3,,,,
"Comercio al por mayor (147)",29,,,,,29,,,,,,,
"Comercio al por menor (148)",575,,1,5,,432,,10,1,126,,,
"Hoteles y restaurantes (149)",178,,,,,112,,,,66,,,
