"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MANU (000)",10166,556,34,2474,4863,755,677,351,456
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",22,,,3,4,1,2,5,7
"Profes., científicos e intelectuales (002)",330,,,,5,16,128,11,170
"Técnicos de nivel medio ytrab.asimilados (003)",416,7,,42,125,60,82,74,26
"Jefes y empleados de oficina (004)",173,,,3,89,18,24,9,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1876,88,7,475,937,139,97,70,63
"Agricult.trabaj. calif.agrop. y pesquros (006)",939,168,5,366,290,39,32,15,24
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1454,43,2,348,769,96,98,58,40
"Obreros. construc., conf., papel, fab., instr (008)",1022,21,1,180,587,126,52,33,22
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",3372,199,16,928,1796,203,119,59,52
"Otra (010)",24,,,,8,5,3,4,4
"Ocupación no especificada (011)",538,30,3,129,253,52,40,13,18
"Hombres (012)",7279,337,18,1702,3616,567,450,276,313
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",16,,,2,4,,1,4,5
"Profes., científicos e intelectuales (014)",179,,,,1,9,57,7,105
"Técnicos de nivel medio ytrab.asimilados (015)",269,2,,21,76,46,57,53,14
"Jefes y empleados de oficina (016)",104,,,2,54,8,11,7,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",547,6,,98,283,50,43,35,32
"Agricult.trabaj. calif.agrop. y pesquros (018)",835,137,4,332,263,37,26,15,21
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1354,37,2,318,718,93,94,53,39
"Obreros. construc., conf., papel, fab., instr (020)",1001,18,1,174,580,124,51,33,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",2573,126,9,660,1441,156,85,56,40
"Otra (022)",24,,,,8,5,3,4,4
"Ocupación no especificada (023)",377,11,2,95,188,39,22,9,11
"Mujeres (024)",2887,219,16,772,1247,188,227,75,143
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",6,,,1,,1,1,1,2
"Profes., científicos e intelectuales (026)",151,,,,4,7,71,4,65
"Técnicos de nivel medio ytrab.asimilados (027)",147,5,,21,49,14,25,21,12
"Jefes y empleados de oficina (028)",69,,,1,35,10,13,2,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1329,82,7,377,654,89,54,35,31
"Agricult.trabaj. calif.agrop. y pesquros (030)",104,31,1,34,27,2,6,,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",100,6,,30,51,3,4,5,1
"Obreros. construc., conf., papel, fab., instr (032)",21,3,,6,7,2,1,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",799,73,7,268,355,47,34,3,12
"Ocupación no especificada (035)",161,19,1,34,65,13,18,4,7
,,,,,,,,,
"URBANA (036)",3217,143,4,672,1429,307,274,151,237
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",14,,,2,1,1,1,4,5
"Profes., científicos e intelectuales (038)",177,,,,2,8,60,5,102
