"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PATAZ (000)",23766,3374,6260,10313,247,1929,429,1214
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",72,72,,,,,,
"Profes., científicos e intelectuales (002)",1516,1438,,69,5,4,,
"Técnicos de nivel medio y trab. asimilados (003)",532,451,,75,6,,,
"Jefes y empleados de oficina (004)",560,558,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1268,231,74,847,20,96,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7659,8,,7561,90,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4043,,3043,887,92,21,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1088,92,673,289,18,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4980,391,2199,276,6,1679,429,
"Otra (010)",39,39,,,,,,
"Ocupaciñn no especificada (011)",795,94,271,309,10,111,,
"Desocupado (012)",1214,,,,,,,1214
"Hombres (013)",20164,2285,6045,9062,212,1513,39,1008
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",61,61,,,,,,
"Profes., científicos e intelectuales (015)",878,830,,42,4,2,,
"Técnicos de nivel medio y trab. asimilados (016)",458,392,,61,5,,,
"Jefes y empleados de oficina (017)",368,366,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",586,134,39,390,5,18,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7322,8,,7227,87,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3964,,3017,838,88,21,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1082,92,669,287,18,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3967,300,2087,108,1,1432,39,
"Otra (023)",39,39,,,,,,
"Ocupaciñn no especificada (024)",431,63,233,109,4,22,,
"Desocupado (025)",1008,,,,,,,1008
"Mujeres (026)",3602,1089,215,1251,35,416,390,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,11,,,,,,
"Profes., científicos e intelectuales (028)",638,608,,27,1,2,,
"Técnicos de nivel medio y trab. asimilados (029)",74,59,,14,1,,,
"Jefes y empleados de oficina (030)",192,192,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",682,97,35,457,15,78,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",337,,,334,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",79,,26,49,4,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",6,,4,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",1013,91,112,168,5,247,390,
"Ocupaciñn no especificada (037)",364,31,38,200,6,89,,
"Desocupado (038)",206,,,,,,,206
,,,,,,,,
"URBANA (039)",7346,1960,2348,2137,106,279,232,284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",50,50,,,,,,
"Profes., científicos e intelectuales (041)",946,900,,40,4,2,,
"Técnicos de nivel medio y trab. asimilados (042)",254,204,,46,4,,,
"Jefes y empleados de oficina (043)",337,335,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",799,125,16,569,18,71,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",701,2,,686,13,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1727,,1285,387,50,5,,
"Obreros construc.,conf.,papel, fab., instr. (047)",453,54,250,140,8,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1512,226,699,195,6,154,232,
"Otra (049)",10,10,,,,,,
"Ocupaciñn no especificada (050)",273,54,98,74,3,44,,
"Desocupado (051)",284,,,,,,,284
"Hombres (052)",5532,1219,2249,1560,82,164,25,233
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",44,44,,,,,,
"Profes., científicos e intelectuales (054)",541,511,,26,3,1,,
"Técnicos de nivel medio y trab. asimilados (055)",204,164,,37,3,,,
"Jefes y empleados de oficina (056)",199,197,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",325,53,2,254,5,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",667,2,,653,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1688,,1271,364,48,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",447,54,246,138,8,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1030,155,651,67,1,131,25,
"Otra (062)",10,10,,,,,,
"Ocupaciñn no especificada (063)",144,29,79,21,2,13,,
"Desocupado (064)",233,,,,,,,233
"Mujeres (065)",1814,741,99,577,24,115,207,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,6,,,,,,
"Profes., científicos e intelectuales (067)",405,389,,14,1,1,,
"Técnicos de nivel medio y trab. asimilados (068)",50,40,,9,1,,,
"Jefes y empleados de oficina (069)",138,138,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",474,72,14,315,13,60,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",34,,,33,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",39,,14,23,2,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",6,,4,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",482,71,48,128,5,23,207,
"Ocupaciñn no especificada (076)",129,25,19,53,1,31,,
"Desocupado (077)",51,,,,,,,51
,,,,,,,,
"RURAL (078)",16420,1414,3912,8176,141,1650,197,930
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",22,22,,,,,,
"Profes., científicos e intelectuales (080)",570,538,,29,1,2,,
"Técnicos de nivel medio y trab. asimilados (081)",278,247,,29,2,,,
"Jefes y empleados de oficina (082)",223,223,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",469,106,58,278,2,25,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",6958,6,,6875,77,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",2316,,1758,500,42,16,,
"Obreros construc.,conf.,papel, fab., instr. (086)",635,38,423,149,10,15,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3468,165,1500,81,,1525,197,
"Otra (088)",29,29,,,,,,
"Ocupaciñn no especificada (089)",522,40,173,235,7,67,,
"Desocupado (090)",930,,,,,,,930
"Hombres (091)",14632,1066,3796,7502,130,1349,14,775
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",17,17,,,,,,
"Profes., científicos e intelectuales (093)",337,319,,16,1,1,,
"Técnicos de nivel medio y trab. asimilados (094)",254,228,,24,2,,,
"Jefes y empleados de oficina (095)",169,169,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",261,81,37,136,,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",6655,6,,6574,75,,,
