"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",106,4,36,35,17,14
"Mujeres (045)",1254,20,345,438,313,138
"Agric., ganadería, caza y silvicultura (046)",416,10,91,95,123,97
"Explotación de minas y canteras (048)",13,,9,3,1,
"Industrias manufactureras (049)",33,,7,10,11,5
"Construcción (051)",4,,,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",218,4,72,77,48,17
"Venta, mant.y rep. veh.autom.y motoc. (053)",1,,1,,,
"Comercio al por mayor (054)",6,,1,2,3,
"Comercio al por menor (055)",211,4,70,75,45,17
"Hoteles y restaurantes (056)",78,2,23,24,25,4
"Trans., almac. y comunicaciones (057)",8,,7,1,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",15,,7,4,4,
"Admin.pub. y defensa; p. segur.soc.afil (060)",38,,19,15,4,
"Enseñanza (061)",248,,37,154,57,
"Servicios sociales y de salud (062)",36,,13,16,7,
"Otras activ. serv.comun.soc y personales (063)",25,,11,11,2,1
"Hogares privados con servicio doméstico (064)",50,4,22,10,11,3
"Actividad economica no especificada (066)",71,,26,16,18,11
,,,,,,
"URBANA (067)",2857,60,835,904,749,309
"Agric., ganadería, caza y silvicultura (068)",1090,34,252,256,323,225
"Pesca (069)",3,,3,,,
"Explotación de minas y canteras (070)",191,2,102,60,25,2
"Industrias manufactureras (071)",96,3,27,22,27,17
"Suministro de electricidad, gas y agua (072)",2,,2,,,
"Construcción (073)",158,2,67,51,28,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",317,5,103,102,82,25
"Venta, mant.y rep. veh.autom.y motoc. (075)",16,1,7,4,3,1
"Comercio al por mayor (076)",14,,3,4,7,
"Comercio al por menor (077)",287,4,93,94,72,24
"Hoteles y restaurantes (078)",87,2,24,28,28,5
"Trans., almac. y comunicaciones (079)",69,2,33,23,9,2
"Intermediación financiera (080)",2,,2,,,
"Activid.inmobil., empres. y alquileres (081)",38,,11,11,16,
"Admin.pub. y defensa; p. segur.soc.afil (082)",120,,49,46,22,3
"Enseñanza (083)",420,,64,221,135,
"Servicios sociales y de salud (084)",55,,19,23,12,1
"Otras activ. serv.comun.soc y personales (085)",40,1,18,14,6,1
"Hogares privados con servicio doméstico (086)",48,5,17,11,11,4
"Actividad economica no especificada (088)",121,4,42,36,25,14
"Hombres (089)",1853,43,551,553,504,202
"Agric., ganadería, caza y silvicultura (090)",820,27,195,203,242,153
"Pesca (091)",3,,3,,,
"Explotación de minas y canteras (092)",178,2,93,57,24,2
"Industrias manufactureras (093)",66,3,21,13,17,12
"Suministro de electricidad, gas y agua (094)",2,,2,,,
"Construcción (095)",156,2,67,50,27,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",127,1,37,36,43,10
"Venta, mant.y rep. veh.autom.y motoc. (097)",15,1,6,4,3,1
"Comercio al por mayor (098)",8,,2,2,4,
"Comercio al por menor (099)",104,,29,30,36,9
"Hoteles y restaurantes (100)",18,,2,10,5,1
"Trans., almac. y comunicaciones (101)",61,2,26,22,9,2
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",23,,4,7,12,
"Admin.pub. y defensa; p. segur.soc.afil (104)",87,,33,33,18,3
"Enseñanza (105)",197,,28,86,83,
"Servicios sociales y de salud (106)",21,,6,9,5,1
"Otras activ. serv.comun.soc y personales (107)",18,1,9,4,4,
"Hogares privados con servicio doméstico (108)",4,1,,1,1,1
"Actividad economica no especificada (110)",71,4,24,22,14,7
"Mujeres (112)",1004,17,284,351,245,107
"Agric., ganadería, caza y silvicultura (113)",270,7,57,53,81,72
"Explotación de minas y canteras (115)",13,,9,3,1,
"Industrias manufactureras (116)",30,,6,9,10,5
"Construcción (118)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",190,4,66,66,39,15
"Venta, mant.y rep. veh.autom.y motoc. (120)",1,,1,,,
"Comercio al por mayor (121)",6,,1,2,3,
"Comercio al por menor (122)",183,4,64,64,36,15
"Hoteles y restaurantes (123)",69,2,22,18,23,4
"Trans., almac. y comunicaciones (124)",8,,7,1,,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",15,,7,4,4,
"Admin.pub. y defensa; p. segur.soc.afil (127)",33,,16,13,4,
"Enseñanza (128)",223,,36,135,52,
"Servicios sociales y de salud (129)",34,,13,14,7,
"Otras activ. serv.comun.soc y personales (130)",22,,9,10,2,1
"Hogares privados con servicio doméstico (131)",44,4,17,10,10,3
"Actividad economica no especificada (133)",50,,18,14,11,7
,,,,,,
"RURAL (134)",1012,9,241,310,282,170
"Agric., ganadería, caza y silvicultura (135)",706,9,158,179,209,151
"Explotación de minas y canteras (137)",28,,10,13,5,
"Industrias manufactureras (138)",17,,2,8,6,1
"Construcción (140)",38,,15,10,10,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",56,,14,23,17,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",2,,1,1,,
"Comercio al por mayor (143)",1,,,,1,
"Comercio al por menor (144)",53,,13,22,16,2
"Hoteles y restaurantes (145)",11,,2,7,2,
"Trans., almac. y comunicaciones (146)",7,,2,3,2,
"Activid.inmobil., empres. y alquileres (148)",3,,,,2,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",17,,4,7,5,1
"Enseñanza (150)",55,,6,37,12,
"Servicios sociales y de salud (151)",6,,1,5,,
"Otras activ. serv.comun.soc y personales (152)",6,,2,3,1,
"Hogares privados con servicio doméstico (153)",6,,5,,1,
"Actividad economica no especificada (155)",56,,20,15,10,11
"Hombres (156)",762,6,180,223,214,139
"Agric., ganadería, caza y silvicultura (157)",560,6,124,137,167,126
"Explotación de minas y canteras (159)",28,,10,13,5,
"Industrias manufactureras (160)",14,,1,7,5,1
"Construcción (162)",36,,15,9,9,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",28,,8,12,8,
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,1,1,,
"Comercio al por mayor (165)",1,,,,1,
"Comercio al por menor (166)",25,,7,11,7,
"Hoteles y restaurantes (167)",2,,1,1,,
"Trans., almac. y comunicaciones (168)",7,,2,3,2,
"Activid.inmobil., empres. y alquileres (170)",3,,,,2,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",12,,1,5,5,1
"Enseñanza (172)",30,,5,18,7,
"Servicios sociales y de salud (173)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (174)",3,,,2,1,
"Actividad economica no especificada (177)",35,,12,13,3,7
"Mujeres (179)",250,3,61,87,68,31
"Agric., ganadería, caza y silvicultura (180)",146,3,34,42,42,25
"Industrias manufactureras (183)",3,,1,1,1,
"Construcción (185)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",28,,6,11,9,2
"Comercio al por menor (189)",28,,6,11,9,2
"Hoteles y restaurantes (190)",9,,1,6,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,3,2,,
"Enseñanza (195)",25,,1,19,5,
"Servicios sociales y de salud (196)",2,,,2,,
"Otras activ. serv.comun.soc y personales (197)",3,,2,1,,
"Hogares privados con servicio doméstico (198)",6,,5,,1,
"Actividad economica no especificada (200)",21,,8,2,7,4
