"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1272,90,592,355,187,48
"Sin nivel (031)",72,14,12,18,15,13
"Educación inicial (032)",3,,3,,,
"Primaria (033)",522,61,184,142,105,30
"Secundaria (034)",486,15,292,129,47,3
"Superior no univ. incompleta (035)",49,,26,14,8,1
"Superior no univ. completa (036)",66,,30,27,8,1
"Superior univ. incompleta (037)",30,,21,8,1,
"Superior univ. completa (038)",44,,24,17,3,
"No PEA (040)",51405,23940,14408,6345,4462,2250
"Sin nivel (041)",4735,1196,922,1096,926,595
"Educación inicial (042)",1055,1027,20,8,,
"Primaria (043)",31116,18911,4994,3210,2564,1437
"Secundaria (044)",12400,2806,7210,1606,632,146
"Superior no univ. incompleta (045)",796,,624,118,44,10
"Superior no univ. completa (046)",497,,181,151,136,29
"Superior univ. incompleta (047)",442,,358,52,26,6
"Superior univ. completa (048)",364,,99,104,134,27
,,,,,,
"URBANA (060)",53196,14029,16615,11505,8289,2758
"Sin nivel (061)",1714,265,213,288,450,498
"Educación inicial (062)",635,606,14,15,,
"Primaria (063)",24632,10541,3687,4215,4280,1909
"Secundaria (064)",19021,2617,9758,4301,2118,227
"Superior no univ. incompleta (065)",1866,,1140,494,210,22
"Superior no univ. completa (066)",2145,,682,932,492,39
"Superior univ. incompleta (067)",1143,,654,314,160,15
"Superior univ. completa (068)",2040,,467,946,579,48
"PEA (070)",22764,727,7636,7887,5502,1012
"Sin nivel (071)",575,24,78,114,217,142
"Educación inicial (072)",29,10,8,11,,
"Primaria (073)",8278,519,1869,2531,2629,730
"Secundaria (074)",8699,174,3945,2947,1545,88
"Superior no univ. incompleta (075)",1111,,545,384,170,12
"Superior no univ. completa (076)",1661,,508,786,357,10
"Superior univ. incompleta (077)",719,,310,266,134,9
"Superior univ. completa (078)",1692,,373,848,450,21
"Ocupada (080)",21840,681,7186,7618,5379,976
"Sin nivel (081)",549,21,74,108,213,133
"Educación inicial (082)",26,10,5,11,,
"Primaria (083)",7974,487,1770,2445,2565,707
"Secundaria (084)",8288,163,3693,2836,1510,86
"Superior no univ. incompleta (085)",1068,,525,370,162,11
"Superior no univ. completa (086)",1596,,479,759,349,9
"Superior univ. incompleta (087)",690,,290,258,133,9
"Superior univ. completa (088)",1649,,350,831,447,21
"Desocupada (090)",924,46,450,269,123,36
"Sin nivel (091)",26,3,4,6,4,9
"Educación inicial (092)",3,,3,,,
"Primaria (093)",304,32,99,86,64,23
"Secundaria (094)",411,11,252,111,35,2
"Superior no univ. incompleta (095)",43,,20,14,8,1
"Superior no univ. completa (096)",65,,29,27,8,1
"Superior univ. incompleta (097)",29,,20,8,1,
"Superior univ. completa (098)",43,,23,17,3,
"No PEA (100)",30432,13302,8979,3618,2787,1746
"Sin nivel (101)",1139,241,135,174,233,356
"Educación inicial (102)",606,596,6,4,,
"Primaria (103)",16354,10022,1818,1684,1651,1179
"Secundaria (104)",10322,2443,5813,1354,573,139
"Superior no univ. incompleta (105)",755,,595,110,40,10
"Superior no univ. completa (106)",484,,174,146,135,29
"Superior univ. incompleta (107)",424,,344,48,26,6
"Superior univ. completa (108)",348,,94,98,129,27
,,,,,,
"RURAL (120)",32853,11101,9930,6615,4215,992
"Sin nivel (121)",5187,1019,1093,1474,1237,364
"Educación inicial (122)",461,436,21,4,,
"Primaria (123)",22427,9253,6047,3952,2573,602
"Secundaria (124)",4276,393,2586,946,328,23
"Superior no univ. incompleta (125)",143,,77,52,14,
"Superior no univ. completa (126)",167,,40,97,30,
"Superior univ. incompleta (127)",66,,34,26,5,1
"Superior univ. completa (128)",126,,32,64,28,2
"PEA (130)",11880,463,4501,3888,2540,488
"Sin nivel (131)",1591,64,306,552,544,125
"Educación inicial (132)",12,5,7,,,
"Primaria (133)",7665,364,2871,2426,1660,344
"Secundaria (134)",2198,30,1189,694,269,16
"Superior no univ. incompleta (135)",102,,48,44,10,
"Superior no univ. completa (136)",154,,33,92,29,
"Superior univ. incompleta (137)",48,,20,22,5,1
"Superior univ. completa (138)",110,,27,58,23,2
"Ocupada (140)",11532,419,4359,3802,2476,476
"Sin nivel (141)",1545,53,298,540,533,121
"Educación inicial (142)",12,5,7,,,
"Primaria (143)",7447,335,2786,2370,1619,337
"Secundaria (144)",2123,26,1149,676,257,15
"Superior no univ. incompleta (145)",96,,42,44,10,
"Superior no univ. completa (146)",153,,32,92,29,
"Superior univ. incompleta (147)",47,,19,22,5,1
"Superior univ. completa (148)",109,,26,58,23,2
"Desocupada (150)",348,44,142,86,64,12
"Sin nivel (151)",46,11,8,12,11,4
"Primaria (153)",218,29,85,56,41,7
"Secundaria (154)",75,4,40,18,12,1
"Superior no univ. incompleta (155)",6,,6,,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",20973,10638,5429,2727,1675,504
"Sin nivel (161)",3596,955,787,922,693,239
"Educación inicial (162)",449,431,14,4,,
"Primaria (163)",14762,8889,3176,1526,913,258
"Secundaria (164)",2078,363,1397,252,59,7
"Superior no univ. incompleta (165)",41,,29,8,4,
"Superior no univ. completa (166)",13,,7,5,1,
"Superior univ. incompleta (167)",18,,14,4,,
"Superior univ. completa (168)",16,,5,6,5,
