"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",117,4,36,36,28,13
"Secundaria (034)",272,3,182,68,17,2
"Superior no univ. incompleta (035)",19,,11,6,2,
"Superior no univ. completa (036)",21,,13,7,1,
"Superior univ. incompleta (037)",5,,,3,1,1
"Superior univ. completa (038)",15,,7,7,1,
"No PEA (040)",13091,5650,2936,1211,1424,1870
"Sin nivel (041)",1978,130,58,134,504,1152
"Educación inicial (042)",473,461,5,7,,
"Primaria (043)",6504,3986,472,631,764,651
"Secundaria (044)",3737,1073,2144,360,127,33
"Superior no univ. incompleta (045)",171,,132,28,6,5
"Superior no univ. completa (046)",71,,22,22,10,17
"Superior univ. incompleta (047)",109,,93,12,3,1
"Superior univ. completa (048)",48,,10,17,10,11
,,,,,,
"URBANA (060)",7076,1750,1966,1476,1235,649
"Sin nivel (061)",723,27,31,129,258,278
"Educación inicial (062)",117,108,3,6,,
"Primaria (063)",2753,1209,230,433,578,303
"Secundaria (064)",2739,406,1426,611,260,36
"Superior no univ. incompleta (065)",203,,110,72,18,3
"Superior no univ. completa (066)",209,,46,104,41,18
"Superior univ. incompleta (067)",151,,89,34,25,3
"Superior univ. completa (068)",181,,31,87,55,8
"PEA (070)",3106,97,828,1019,841,321
"Sin nivel (071)",355,,10,76,155,114
"Educación inicial (072)",5,2,1,2,,
"Primaria (073)",998,58,119,268,375,178
"Secundaria (074)",1257,37,575,431,195,19
"Superior no univ. incompleta (075)",101,,35,52,12,2
"Superior no univ. completa (076)",161,,35,86,35,5
"Superior univ. incompleta (077)",78,,28,26,22,2
"Superior univ. completa (078)",151,,25,78,47,1
"Ocupada (080)",2899,95,728,951,816,309
"Sin nivel (081)",338,,8,69,152,109
"Educación inicial (082)",5,2,1,2,,
"Primaria (083)",956,57,111,251,364,173
"Secundaria (084)",1141,36,502,398,187,18
"Superior no univ. incompleta (085)",91,,30,48,11,2
"Superior no univ. completa (086)",148,,26,83,34,5
"Superior univ. incompleta (087)",75,,28,25,21,1
"Superior univ. completa (088)",145,,22,75,47,1
"Desocupada (090)",207,2,100,68,25,12
"Sin nivel (091)",17,,2,7,3,5
"Primaria (093)",42,1,8,17,11,5
"Secundaria (094)",116,1,73,33,8,1
"Superior no univ. incompleta (095)",10,,5,4,1,
"Superior no univ. completa (096)",13,,9,3,1,
"Superior univ. incompleta (097)",3,,,1,1,1
"Superior univ. completa (098)",6,,3,3,,
"No PEA (100)",3970,1653,1138,457,394,328
"Sin nivel (101)",368,27,21,53,103,164
"Educación inicial (102)",112,106,2,4,,
"Primaria (103)",1755,1151,111,165,203,125
"Secundaria (104)",1482,369,851,180,65,17
"Superior no univ. incompleta (105)",102,,75,20,6,1
"Superior no univ. completa (106)",48,,11,18,6,13
"Superior univ. incompleta (107)",73,,61,8,3,1
"Superior univ. completa (108)",30,,6,9,8,7
,,,,,,
"RURAL (120)",17776,4182,3682,2939,3671,3302
"Sin nivel (121)",3092,107,60,187,993,1745
"Educación inicial (122)",377,359,8,10,,
"Primaria (123)",9010,2966,881,1538,2151,1474
"Secundaria (124)",4826,750,2538,1035,437,66
"Superior no univ. incompleta (125)",144,,88,37,14,5
"Superior no univ. completa (126)",130,,46,51,27,6
"Superior univ. incompleta (127)",68,,39,24,5,
"Superior univ. completa (128)",129,,22,57,44,6
"PEA (130)",8655,185,1884,2185,2641,1760
"Sin nivel (131)",1482,4,23,106,592,757
"Educación inicial (132)",16,4,5,7,,
"Primaria (133)",4261,131,520,1072,1590,948
"Secundaria (134)",2571,46,1245,855,375,50
"Superior no univ. incompleta (135)",75,,31,29,14,1
"Superior no univ. completa (136)",107,,35,47,23,2
"Superior univ. incompleta (137)",32,,7,20,5,
"Superior univ. completa (138)",111,,18,49,42,2
"Ocupada (140)",8380,180,1733,2115,2610,1742
"Sin nivel (141)",1466,4,23,102,589,748
"Educación inicial (142)",16,4,5,7,,
"Primaria (143)",4186,128,492,1053,1573,940
"Secundaria (144)",2415,44,1136,820,366,49
"Superior no univ. incompleta (145)",66,,25,27,13,1
"Superior no univ. completa (146)",99,,31,43,23,2
"Superior univ. incompleta (147)",30,,7,18,5,
"Superior univ. completa (148)",102,,14,45,41,2
"Desocupada (150)",275,5,151,70,31,18
"Sin nivel (151)",16,,,4,3,9
"Primaria (153)",75,3,28,19,17,8
"Secundaria (154)",156,2,109,35,9,1
"Superior no univ. incompleta (155)",9,,6,2,1,
"Superior no univ. completa (156)",8,,4,4,,
"Superior univ. incompleta (157)",2,,,2,,
"Superior univ. completa (158)",9,,4,4,1,
"No PEA (160)",9121,3997,1798,754,1030,1542
"Sin nivel (161)",1610,103,37,81,401,988
"Educación inicial (162)",361,355,3,3,,
"Primaria (163)",4749,2835,361,466,561,526
"Secundaria (164)",2255,704,1293,180,62,16
"Superior no univ. incompleta (165)",69,,57,8,,4
"Superior no univ. completa (166)",23,,11,4,4,4
"Superior univ. incompleta (167)",36,,32,4,,
"Superior univ. completa (168)",18,,4,8,2,4
