"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",24904,24739,83,82
"Hombres (001)",13289,13212,30,47
"Mujeres (002)",11615,11527,53,35
"Menores de 1 año (003)",355,317,21,17
"Hombres (004)",176,158,10,8
"Mujeres (005)",179,159,11,9
"De 1 a 5 años (006)",1993,1910,25,58
"Hombres (007)",1019,969,12,38
"Mujeres (008)",974,941,13,20
"De 6 a 14 años (009)",3640,3639,,1
"Hombres (010)",1881,1881,,
"Mujeres (011)",1759,1758,,1
"De 15 a 29 años (012)",6775,6773,1,1
"Hombres (013)",3679,3678,,1
"Mujeres (014)",3096,3095,1,
"De 30 a 44 años (015)",5181,5180,1,
"Hombres (016)",2872,2872,,
"Mujeres (017)",2309,2308,1,
"De 45 a 64 años (018)",4190,4186,4,
"Hombres (019)",2216,2214,2,
"Mujeres (020)",1974,1972,2,
"De 65 a más años (021)",2770,2734,31,5
"Hombres (022)",1446,1440,6,
"Mujeres (023)",1324,1294,25,5
,,,,
"URBANA (024)",10831,10759,35,37
"Hombres (025)",5605,5570,15,20
"Mujeres (026)",5226,5189,20,17
"Menores de 1 año (027)",175,157,10,8
"Hombres (028)",84,76,5,3
"Mujeres (029)",91,81,5,5
"De 1 a 5 años (030)",879,840,13,26
"Hombres (031)",464,441,6,17
"Mujeres (032)",415,399,7,9
"De 6 a 14 años (033)",1544,1544,,
"Hombres (034)",784,784,,
"Mujeres (035)",760,760,,
"De 15 a 29 años (036)",3124,3124,,
"Hombres (037)",1611,1611,,
"Mujeres (038)",1513,1513,,
"De 30 a 44 años (039)",2264,2263,1,
"Hombres (040)",1197,1197,,
"Mujeres (041)",1067,1066,1,
"De 45 a 64 años (042)",1728,1727,1,
"Hombres (043)",897,897,,
"Mujeres (044)",831,830,1,
"De 65 a más años (045)",1117,1104,10,3
"Hombres (046)",568,564,4,
"Mujeres (047)",549,540,6,3
,,,,
"RURAL (048)",14073,13980,48,45
"Hombres (049)",7684,7642,15,27
"Mujeres (050)",6389,6338,33,18
"Menores de 1 año (051)",180,160,11,9
"Hombres (052)",92,82,5,5
"Mujeres (053)",88,78,6,4
"De 1 a 5 años (054)",1114,1070,12,32
"Hombres (055)",555,528,6,21
"Mujeres (056)",559,542,6,11
"De 6 a 14 años (057)",2096,2095,,1
"Hombres (058)",1097,1097,,
"Mujeres (059)",999,998,,1
"De 15 a 29 años (060)",3651,3649,1,1
"Hombres (061)",2068,2067,,1
"Mujeres (062)",1583,1582,1,
"De 30 a 44 años (063)",2917,2917,,
"Hombres (064)",1675,1675,,
"Mujeres (065)",1242,1242,,
"De 45 a 64 años (066)",2462,2459,3,
"Hombres (067)",1319,1317,2,
"Mujeres (068)",1143,1142,1,
"De 65 a más años (069)",1653,1630,21,2
"Hombres (070)",878,876,2,
"Mujeres (071)",775,754,19,2
