"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia REQUENA (000)",20730,2637,2666,10807,396,3646,578
"Sin nivel (001)",556,8,60,330,4,148,6
"Educación inicial (002)",11,,,8,,2,1
"Primaria (003)",9716,135,1237,5760,181,2142,261
"Secundaria (004)",7864,652,1259,4189,177,1292,295
"Superior no univ. incompleta (005)",550,239,56,211,5,32,7
"Superior no univ. completa (006)",1164,950,33,154,12,13,2
"Superior univ. incompleta (007)",282,167,14,77,8,10,6
"Superior univ. completa (008)",587,486,7,78,9,7,
"Hombres (010)",14536,1616,2214,8522,323,1803,58
"Sin nivel (011)",266,4,36,194,3,29,
"Educación inicial (012)",5,,,3,,2,
"Primaria (013)",6638,65,949,4562,149,892,21
"Secundaria (014)",5944,443,1129,3356,143,842,31
"Superior no univ. incompleta (015)",400,163,49,164,3,19,2
"Superior no univ. completa (016)",689,517,33,119,11,8,1
"Superior univ. incompleta (017)",208,120,13,60,6,6,3
"Superior univ. completa (018)",386,304,5,64,8,5,
"Mujeres (020)",6194,1021,452,2285,73,1843,520
"Sin nivel (021)",290,4,24,136,1,119,6
"Educación inicial (022)",6,,,5,,,1
"Primaria (023)",3078,70,288,1198,32,1250,240
"Secundaria (024)",1920,209,130,833,34,450,264
"Superior no univ. incompleta (025)",150,76,7,47,2,13,5
"Superior no univ. completa (026)",475,433,,35,1,5,1
"Superior univ. incompleta (027)",74,47,1,17,2,4,3
"Superior univ. completa (028)",201,182,2,14,1,2,
,,,,,,,
"URBANA (030)",11674,2251,1729,5606,233,1448,407
"Sin nivel (031)",197,7,26,113,1,47,3
"Educación inicial (032)",4,,,3,,,1
"Primaria (033)",4172,119,682,2454,85,684,148
"Secundaria (034)",5152,609,925,2588,116,673,241
"Superior no univ. incompleta (035)",462,197,47,183,4,24,7
"Superior no univ. completa (036)",965,778,30,134,12,9,2
"Superior univ. incompleta (037)",223,130,12,63,7,6,5
"Superior univ. completa (038)",499,411,7,68,8,5,
"Hombres (040)",7794,1357,1473,4032,175,721,36
"Sin nivel (041)",88,4,17,57,,10,
"Primaria (043)",2630,54,532,1725,62,246,11
"Secundaria (044)",3700,411,836,1906,88,439,20
"Superior no univ. incompleta (045)",330,131,42,138,2,15,2
"Superior no univ. completa (046)",562,412,30,103,11,5,1
"Superior univ. incompleta (047)",157,90,11,47,5,2,2
"Superior univ. completa (048)",327,255,5,56,7,4,
"Mujeres (050)",3880,894,256,1574,58,727,371
"Sin nivel (051)",109,3,9,56,1,37,3
"Educación inicial (052)",4,,,3,,,1
"Primaria (053)",1542,65,150,729,23,438,137
"Secundaria (054)",1452,198,89,682,28,234,221
"Superior no univ. incompleta (055)",132,66,5,45,2,9,5
"Superior no univ. completa (056)",403,366,,31,1,4,1
"Superior univ. incompleta (057)",66,40,1,16,2,4,3
"Superior univ. completa (058)",172,156,2,12,1,1,
,,,,,,,
"RURAL (060)",9056,386,937,5201,163,2198,171
"Sin nivel (061)",359,1,34,217,3,101,3
"Educación inicial (062)",7,,,5,,2,
"Primaria (063)",5544,16,555,3306,96,1458,113
"Secundaria (064)",2712,43,334,1601,61,619,54
"Superior no univ. incompleta (065)",88,42,9,28,1,8,
"Superior no univ. completa (066)",199,172,3,20,,4,
"Superior univ. incompleta (067)",59,37,2,14,1,4,1
"Superior univ. completa (068)",88,75,,10,1,2,
"Hombres (070)",6742,259,741,4490,148,1082,22
"Sin nivel (071)",178,,19,137,3,19,
"Educación inicial (072)",5,,,3,,2,
"Primaria (073)",4008,11,417,2837,87,646,10
"Secundaria (074)",2244,32,293,1450,55,403,11
"Superior no univ. incompleta (075)",70,32,7,26,1,4,
"Superior no univ. completa (076)",127,105,3,16,,3,
"Superior univ. incompleta (077)",51,30,2,13,1,4,1
"Superior univ. completa (078)",59,49,,8,1,1,
"Mujeres (080)",2314,127,196,711,15,1116,149
"Sin nivel (081)",181,1,15,80,,82,3
"Educación inicial (082)",2,,,2,,,
"Primaria (083)",1536,5,138,469,9,812,103
"Secundaria (084)",468,11,41,151,6,216,43
"Superior no univ. incompleta (085)",18,10,2,2,,4,
"Superior no univ. completa (086)",72,67,,4,,1,
"Superior univ. incompleta (087)",8,7,,1,,,
"Superior univ. completa (088)",29,26,,2,,1,
