"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SUCRE (000)",4666,17378,14604,,198,84,1.1
"De 12 a 14 años (001)",507,7,5,,,71.4,
"De 15 a 19 años (002)",499,127,123,29,96.9,22.8,
"De 20 a 24 años (003)",341,404,392,36,97,8.9,
"De 25 a 29 años (004)",373,735,709,42,96.5,5.7,
"De 30 a 34 años (005)",365,1101,1039,38,94.4,3.5,
"De 35 a 39 años (006)",356,1407,1319,33,93.7,2.3,
"De 40 a 44 años (007)",372,1859,1673,16,90,0.9,
"De 45 a 49 años (008)",280,1443,1312,4,90.9,0.3,
"De 50 y más años (009)",1573,10295,8032,,78,,
"Sin nivel (010)",1132,7428,5627,18,75.8,0.2,
"De 12 a 14 años (011)",3,,,,,,
"De 15 a 19 años (012)",5,6,6,1,100,16.7,
"De 20 a 24 años (013)",10,14,11,3,78.6,21.4,
"De 25 a 29 años (014)",11,22,20,,90.9,,
"De 30 a 34 años (015)",15,46,42,1,91.3,2.2,
"De 35 a 39 años (016)",37,174,151,5,86.8,2.9,
"De 40 a 44 años (017)",65,351,290,5,82.6,1.4,
"De 45 a 49 años (018)",66,394,338,3,85.8,0.8,
"De 50 y más años (019)",920,6421,4769,,74.3,,
"Educacion Inicial (020)",8,28,25,1,89.3,3.6,
"De 20 a 24 años (023)",3,8,8,1,100,12.5,
"De 25 a 29 años (024)",2,8,7,,87.5,,
"De 30 a 34 años (025)",1,1,1,,100,,
"De 35 a 39 años (026)",2,11,9,,81.8,,
"Primaria (030)",1617,6715,5920,66,88.2,1,
"De 12 a 14 años (031)",250,2,2,,100,,
"De 15 a 19 años (032)",51,18,18,7,100,38.9,
"De 20 a 24 años (033)",88,158,153,17,96.8,10.8,
"De 25 a 29 años (034)",104,267,255,8,95.5,3,
"De 30 a 34 años (035)",129,495,464,13,93.7,2.6,
"De 35 a 39 años (036)",144,667,621,14,93.1,2.1,
"De 40 a 44 años (037)",177,1009,905,7,89.7,0.7,
"De 45 a 49 años (038)",143,765,708,,92.5,,
"De 50 y más años (039)",531,3334,2794,,83.8,,
"Secundaria (040)",1447,2378,2244,83,94.4,3.5,
"De 12 a 14 años (041)",254,5,3,,60,,
"De 15 a 19 años (042)",428,98,97,21,99,21.4,
