"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHACHAPOYAS (000)",13590,111,409,951,1622,2884,4769,2844
"De 12 a 14 años (001)",11,,,,,,3,8
"De 15 a 19 años (002)",346,,,,,,231,115
"De 20 a 24 años (003)",1332,,,,,10,866,456
"De 25 a 29 años (004)",1595,,,,,117,1060,418
"De 30 a 34 años (005)",1664,,,,,301,1036,327
"De 35 a 39 años (006)",1674,,,,30,568,822,254
"De 40 a 44 años (007)",1508,,,,126,611,527,244
"De 45 a 49 años (008)",1171,,,2,200,594,193,182
"De 50 y más años (009)",4289,111,409,949,1266,683,31,840
"Sin nivel (010)",1697,63,166,275,312,293,202,386
"De 15 a 19 años (012)",9,,,,,,8,1
"De 20 a 24 años (013)",21,,,,,,12,9
"De 25 a 29 años (014)",41,,,,,3,32,6
"De 30 a 34 años (015)",59,,,,,11,39,9
"De 35 a 39 años (016)",88,,,,1,36,37,14
"De 40 a 44 años (017)",91,,,,5,32,42,12
"De 45 a 49 años (018)",119,,,,17,54,31,17
"De 50 y más años (019)",1269,63,166,275,289,157,1,318
"Educacion Inicial (020)",15,,,,,1,8,6
"De 20 a 24 años (023)",1,,,,,,,1
"De 25 a 29 años (024)",4,,,,,,2,2
"De 30 a 34 años (025)",7,,,,,,5,2
"De 35 a 39 años (026)",3,,,,,1,1,1
"Primaria (030)",6395,41,200,529,904,1465,2193,1063
"De 12 a 14 años (031)",7,,,,,,2,5
"De 15 a 19 años (032)",157,,,,,,107,50
"De 20 a 24 años (033)",558,,,,,5,389,164
"De 25 a 29 años (034)",618,,,,,52,447,119
"De 30 a 34 años (035)",710,,,,,126,480,104
"De 35 a 39 años (036)",706,,,,9,245,371,81
"De 40 a 44 años (037)",708,,,,55,298,269,86
"De 45 a 49 años (038)",594,,,1,93,325,103,72
"De 50 y más años (039)",2337,41,200,528,747,414,25,382
"Secundaria (040)",2675,6,32,94,191,570,1195,587
"De 12 a 14 años (041)",4,,,,,,1,3
"De 15 a 19 años (042)",161,,,,,,99,62
"De 20 a 24 años (043)",433,,,,,1,303,129
"De 25 a 29 años (044)",447,,,,,34,298,115
"De 30 a 34 años (045)",371,,,,,79,220,72
"De 35 a 39 años (046)",367,,,,7,153,154,53
"De 40 a 44 años (047)",307,,,,35,126,93,53
"De 45 a 49 años (048)",212,,,1,42,110,25,34
"De 50 y más años (049)",373,6,32,93,107,67,2,66
"Sup. no Univ. incompleta (050)",417,,,6,19,64,203,125
"De 15 a 19 años (052)",13,,,,,,13,
"De 20 a 24 años (053)",100,,,,,3,55,42
