"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",156,152,1,139,11,1,,,,,4,164
"De 20 a 24 años (023)",395,391,,290,89,12,,,,,4,504
"De 25 a 29 años (024)",559,554,2,320,158,60,13,1,,,5,875
"De 30 a 34 años (025)",615,612,,235,184,120,69,3,1,,3,1284
"De 35 a 39 años (026)",614,610,2,151,171,147,123,13,3,,4,1571
"De 40 a 44 años (027)",472,469,,78,123,106,111,41,10,,3,1475
"De 45 a 49 años (028)",341,341,3,60,65,69,93,37,13,1,,1169
"De 50 y más años (029)",814,810,4,103,135,129,223,147,58,11,4,3292
"Casado(a) (030)",24235,24086,87,2248,4400,4245,6534,4059,1930,583,149,101248
"De 12 a 14 años (031)",8,3,1,1,1,,,,,,5,3
"De 15 a 19 años (032)",139,125,4,97,21,3,,,,,14,148
"De 20 a 24 años (033)",806,791,9,351,304,100,27,,,,15,1377
"De 25 a 29 años (034)",1896,1882,5,464,671,463,259,17,3,,14,4423
"De 30 a 34 años (035)",2957,2937,7,436,953,643,725,164,9,,20,8541
"De 35 a 39 años (036)",3477,3462,7,270,788,849,1072,373,89,14,15,12345
"De 40 a 44 años (037)",3533,3517,11,157,598,719,1151,600,231,50,16,14899
"De 45 a 49 años (038)",3010,3001,6,129,387,545,903,627,308,96,9,14200
"De 50 y más años (039)",8409,8368,37,343,677,923,2397,2278,1290,423,41,45312
"Viudo(a) (040)",5273,5217,42,355,551,711,1592,1253,562,151,56,25081
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",12,8,1,3,1,1,2,,,,4,16
"De 20 a 24 años (043)",19,17,,7,8,2,,,,,2,29
"De 25 a 29 años (044)",39,38,1,18,8,6,3,1,1,,1,79
"De 30 a 34 años (045)",81,81,,15,26,25,13,1,,1,,218
"De 35 a 39 años (046)",142,139,,16,36,29,33,20,4,1,3,490
"De 40 a 44 años (047)",230,228,1,20,45,42,67,41,12,,2,888
"De 45 a 49 años (048)",317,317,2,21,39,53,109,62,27,4,,1407
"De 50 y más años (049)",4432,4389,37,255,388,553,1365,1128,518,145,43,21954
"Divorciado(a) (050)",417,406,2,71,91,76,98,54,13,1,11,1363
"De 15 a 19 años (052)",4,1,,1,,,,,,,3,1
"De 20 a 24 años (053)",11,8,,6,2,,,,,,3,10
"De 25 a 29 años (054)",24,22,,13,6,1,1,1,,,2,38
"De 30 a 34 años (055)",26,26,,14,4,5,3,,,,,49
"De 35 a 39 años (056)",45,45,,8,19,5,10,2,1,,,123
"De 40 a 44 años (057)",65,65,,8,17,19,14,6,1,,,206
"De 45 a 49 años (058)",45,44,,2,12,13,13,4,,,1,144
"De 50 y más años (059)",197,195,2,19,31,33,57,41,11,1,2,792
"Soltero(a) (060)",6814,4500,70,2984,941,347,158,,,,2314,6539
"De 12 a 14 años (061)",17,10,,8,2,,,,,,7,12
"De 15 a 19 años (062)",354,347,10,322,12,3,,,,,7,355
"De 20 a 24 años (063)",1745,816,10,688,106,10,2,,,,929,938
"De 25 a 29 años (064)",1513,806,8,609,159,23,7,,,,707,1024
"De 30 a 34 años (065)",986,720,8,454,176,64,18,,,,266,1070
"De 35 a 39 años (066)",647,538,5,311,132,60,30,,,,109,875
"De 40 a 44 años (067)",463,395,6,196,108,58,27,,,,68,694
"De 45 a 49 años (068)",297,253,5,126,67,37,18,,,,44,443
"De 50 y más años (069)",792,615,18,270,179,92,56,,,,177,1128
,,,,,,,,,,,,
"URBANA (080)",40303,37936,252,9749,8742,6214,7308,3790,1487,394,2367,118995
"De 12 a 14 años (081)",66,27,5,18,4,,,,,,39,26
"De 15 a 19 años (082)",943,877,27,743,89,15,3,,,,66,978
"De 20 a 24 años (083)",4347,3452,47,2376,829,165,30,5,,,895,4688
"De 25 a 29 años (084)",5730,5040,28,2439,1655,664,240,12,2,,690,8845
"De 30 a 34 años (085)",5746,5492,22,1676,1940,1035,711,101,6,1,254,12398
"De 35 a 39 años (086)",5157,5050,18,914,1506,1221,1109,241,37,4,107,14241
"De 40 a 44 años (087)",4440,4369,17,494,995,1032,1197,483,134,17,71,15217
"De 45 a 49 años (088)",3385,3344,15,314,593,706,990,520,168,38,41,13131
"De 50 y más años (089)",10489,10285,73,775,1131,1376,3028,2428,1140,334,204,49471
"Conviviente (090)",11626,11377,96,4335,3363,1754,1272,436,101,20,249,25677
"De 12 a 14 años (091)",48,19,5,12,2,,,,,,29,16
"De 15 a 19 años (092)",550,504,16,414,64,9,1,,,,46,573
"De 20 a 24 años (093)",2299,2210,34,1465,573,114,19,5,,,89,3065
"De 25 a 29 años (094)",2889,2838,16,1290,1006,393,126,6,1,,51,5053
"De 30 a 34 años (095)",2373,2357,9,690,856,474,290,37,1,,16,5302
"De 35 a 39 años (096)",1530,1525,8,261,503,371,309,66,6,1,5,4187
"De 40 a 44 años (097)",909,904,4,110,196,221,229,117,23,4,5,3156
"De 45 a 49 años (098)",444,441,2,39,84,89,134,77,15,1,3,1687
"De 50 y más años (099)",584,579,2,54,79,83,164,128,55,14,5,2638
"Separado(a) (100)",3235,3213,9,1054,785,549,529,205,71,11,22,8603
"De 12 a 14 años (101)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (102)",96,93,1,83,8,1,,,,,3,102
"De 20 a 24 años (103)",284,281,,207,64,10,,,,,3,365
"De 25 a 29 años (104)",440,435,1,255,126,44,9,,,,5,676
"De 30 a 34 años (105)",501,499,,183,157,98,58,2,1,,2,1060
"De 35 a 39 años (106)",527,524,2,128,150,130,103,8,3,,3,1333
"De 40 a 44 años (107)",404,402,,64,112,88,91,39,8,,2,1268
"De 45 a 49 años (108)",296,296,3,52,59,63,82,28,8,1,,979
"De 50 y más años (109)",684,681,2,80,109,115,186,128,51,10,3,2818
"Casado(a) (110)",16164,16068,63,1682,3391,3127,4280,2295,954,276,96,62426
"De 12 a 14 años (111)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (112)",61,50,3,39,6,2,,,,,11,57
"De 20 a 24 años (113)",346,339,7,178,112,33,9,,,,7,540
"De 25 a 29 años (114)",1074,1065,3,358,394,205,99,5,1,,9,2226
"De 30 a 34 años (115)",1997,1985,7,392,775,403,342,62,4,,12,5045
"De 35 a 39 años (116)",2430,2421,4,239,692,659,646,152,26,3,9,7604
"De 40 a 44 años (117)",2553,2541,10,135,544,632,809,299,99,13,12,9551
"De 45 a 49 años (118)",2151,2146,4,103,348,477,675,366,138,35,5,9096
"De 50 y más años (119)",5547,5520,25,237,520,716,1700,1411,686,225,27,28306
"Viudo(a) (120)",3467,3429,30,252,398,468,1036,807,351,87,38,16134
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 15 a 19 años (122)",9,5,,2,1,,2,,,,4,12
"De 20 a 24 años (123)",10,8,,5,2,1,,,,,2,12
"De 25 a 29 años (124)",29,29,1,16,6,4,2,,,,,48
"De 30 a 34 años (125)",54,54,,11,23,12,7,,,1,,133
"De 35 a 39 años (126)",103,101,,13,33,17,24,13,1,,2,326
"De 40 a 44 años (127)",160,158,,15,41,34,41,23,4,,2,554
"De 45 a 49 años (128)",221,221,2,19,33,38,76,45,7,1,,894
"De 50 y más años (129)",2880,2853,27,171,259,362,884,726,339,85,27,14155
"Divorciado(a) (130)",351,343,2,55,81,68,80,47,10,,8,1148
"De 15 a 19 años (132)",3,1,,1,,,,,,,2,1
"De 20 a 24 años (133)",5,3,,2,1,,,,,,2,4
"De 25 a 29 años (134)",16,14,,9,3,,1,1,,,2,25
"De 30 a 34 años (135)",19,19,,12,2,2,3,,,,,34
"De 35 a 39 años (136)",39,39,,7,18,5,6,2,1,,,104
"De 40 a 44 años (137)",55,55,,6,16,18,10,5,,,,167
"De 45 a 49 años (138)",42,41,,2,12,12,11,4,,,1,133
"De 50 y más años (139)",172,171,2,16,29,31,49,35,9,,1,680
"Soltero(a) (140)",5460,3506,52,2371,724,248,111,,,,1954,5007
"De 12 a 14 años (141)",9,5,,3,2,,,,,,4,7
"De 15 a 19 años (142)",224,224,7,204,10,3,,,,,,233
"De 20 a 24 años (143)",1403,611,6,519,77,7,2,,,,792,702
"De 25 a 29 años (144)",1282,659,7,511,120,18,3,,,,623,817
"De 30 a 34 años (145)",802,578,6,388,127,46,11,,,,224,824
"De 35 a 39 años (146)",528,440,4,266,110,39,21,,,,88,687
"De 40 a 44 años (147)",359,309,3,164,86,39,17,,,,50,521
"De 45 a 49 años (148)",231,199,4,99,57,27,12,,,,32,342
"De 50 y más años (149)",622,481,15,217,135,69,45,,,,141,874
,,,,,,,,,,,,
"RURAL (160)",15254,14702,82,2681,2360,2040,3472,2423,1257,387,552,59215
"De 12 a 14 años (161)",30,15,3,10,2,,,,,,15,14
"De 15 a 19 años (162)",615,557,12,480,62,3,,,,,58,613
"De 20 a 24 años (163)",1823,1640,12,907,554,139,27,1,,,183,2553
"De 25 a 29 años (164)",1886,1783,10,476,598,431,245,19,4,,103,4155
"De 30 a 34 años (165)",1785,1734,2,223,397,424,554,128,6,,51,5578
"De 35 a 39 años (166)",1580,1550,6,129,184,304,573,267,75,12,30,6398
"De 40 a 44 años (167)",1407,1384,5,92,107,157,464,367,152,40,23,6893
"De 45 a 49 años (168)",1161,1144,5,71,73,117,305,306,201,66,17,6313
"De 50 y más años (169)",4967,4895,27,293,383,465,1304,1335,819,269,72,26698
"Conviviente (170)",3222,3110,25,1058,820,477,494,169,53,14,112,7965
"De 12 a 14 años (171)",18,7,2,4,1,,,,,,11,6
"De 15 a 19 años (172)",343,297,7,247,42,1,,,,,46,334
"De 20 a 24 años (173)",895,859,6,476,301,66,9,1,,,36,1318
"De 25 a 29 años (174)",696,683,6,201,245,149,76,5,1,,13,1508
"De 30 a 34 años (175)",493,493,,55,138,128,147,24,1,,,1512
"De 35 a 39 años (176)",282,281,2,26,41,64,105,34,9,,1,1048
"De 40 a 44 años (177)",175,175,,17,15,24,62,45,9,3,,792
"De 45 a 49 años (178)",92,91,2,8,12,17,25,19,6,2,1,394
"De 50 y más años (179)",228,224,,24,25,28,70,41,27,9,4,1053
"Separado(a) (180)",735,729,3,325,151,95,103,37,14,1,6,1734
"De 12 a 14 años (181)",1,1,,1,,,,,,,,1
"De 15 a 19 años (182)",60,59,,56,3,,,,,,1,62
"De 20 a 24 años (183)",111,110,,83,25,2,,,,,1,139
"De 25 a 29 años (184)",119,119,1,65,32,16,4,1,,,,199
"De 30 a 34 años (185)",114,113,,52,27,22,11,1,,,1,224
"De 35 a 39 años (186)",87,86,,23,21,17,20,5,,,1,238
"De 40 a 44 años (187)",68,67,,14,11,18,20,2,2,,1,207
"De 45 a 49 años (188)",45,45,,8,6,6,11,9,5,,,190
"De 50 y más años (189)",130,129,2,23,26,14,37,19,7,1,1,474
"Casado(a) (190)",8071,8018,24,566,1009,1118,2254,1764,976,307,53,38822
"De 12 a 14 años (191)",3,2,1,,1,,,,,,1,2
"De 15 a 19 años (192)",78,75,1,58,15,1,,,,,3,91
"De 20 a 24 años (193)",460,452,2,173,192,67,18,,,,8,837
"De 25 a 29 años (194)",822,817,2,106,277,258,160,12,2,,5,2197
"De 30 a 34 años (195)",960,952,,44,178,240,383,102,5,,8,3496
"De 35 a 39 años (196)",1047,1041,3,31,96,190,426,221,63,11,6,4741
"De 40 a 44 años (197)",980,976,1,22,54,87,342,301,132,37,4,5348
"De 45 a 49 años (198)",859,855,2,26,39,68,228,261,170,61,4,5104
"De 50 y más años (199)",2862,2848,12,106,157,207,697,867,604,198,14,17006
"Viudo(a) (200)",1806,1788,12,103,153,243,556,446,211,64,18,8947
"De 15 a 19 años (202)",3,3,1,1,,1,,,,,,4
"De 20 a 24 años (203)",9,9,,2,6,1,,,,,,17
"De 25 a 29 años (204)",10,9,,2,2,2,1,1,1,,1,31
"De 30 a 34 años (205)",27,27,,4,3,13,6,1,,,,85
"De 35 a 39 años (206)",39,38,,3,3,12,9,7,3,1,1,164
"De 40 a 44 años (207)",70,70,1,5,4,8,26,18,8,,,334
"De 45 a 49 años (208)",96,96,,2,6,15,33,17,20,3,,513
"De 50 y más años (209)",1552,1536,10,84,129,191,481,402,179,60,16,7799
"Divorciado(a) (210)",66,63,,16,10,8,18,7,3,1,3,215
"De 15 a 19 años (212)",1,,,,,,,,,,1,
"De 20 a 24 años (213)",6,5,,4,1,,,,,,1,6
"De 25 a 29 años (214)",8,8,,4,3,1,,,,,,13
"De 30 a 34 años (215)",7,7,,2,2,3,,,,,,15
"De 35 a 39 años (216)",6,6,,1,1,,4,,,,,19
"De 40 a 44 años (217)",10,10,,2,1,1,4,1,1,,,39
"De 45 a 49 años (218)",3,3,,,,1,2,,,,,11
"De 50 y más años (219)",25,24,,3,2,2,8,6,2,1,1,112
"Soltero(a) (220)",1354,994,18,613,217,99,47,,,,360,1532
"De 12 a 14 años (221)",8,5,,5,,,,,,,3,5
"De 15 a 19 años (222)",130,123,3,118,2,,,,,,7,122
"De 20 a 24 años (223)",342,205,4,169,29,3,,,,,137,236
"De 25 a 29 años (224)",231,147,1,98,39,5,4,,,,84,207
"De 30 a 34 años (225)",184,142,2,66,49,18,7,,,,42,246
"De 35 a 39 años (226)",119,98,1,45,22,21,9,,,,21,188
"De 40 a 44 años (227)",104,86,3,32,22,19,10,,,,18,173
"De 45 a 49 años (228)",66,54,1,27,10,10,6,,,,12,101
"De 50 y más años (229)",170,134,3,53,44,23,11,,,,36,254
