"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Construcción (094)",777,,8,8,,,,28,525,208,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",766,,,15,,461,,138,17,135,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",133,,,,,28,,91,13,1,,
"Comercio al por mayor (097)",42,,,1,,38,,,3,,,
"Comercio al por menor (098)",591,,,14,,395,,47,1,134,,
"Hoteles y restaurantes (099)",90,,,6,1,49,,,,34,,
"Trans., almac. y comunicaciones (100)",764,,1,10,4,1,,2,571,175,,
"Intermediación financiera (101)",10,,4,2,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",181,,43,45,21,31,,6,12,23,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",450,19,51,32,126,31,,5,27,100,59,
"Enseñanza (104)",688,5,661,2,10,,,,1,9,,
"Servicios sociales y de salud (105)",159,,47,64,25,7,,4,7,5,,
"Otras activ. serv.comun.soc y personales (106)",128,,19,57,5,15,,2,1,29,,
"Hogares privados con servicio doméstico (107)",22,,,,,,,,,22,,
"Actividad economica no especificada (109)",215,,,1,7,,,,,,,207
"Mujeres (110)",4170,8,490,121,194,1367,338,201,37,1250,3,161
"Agric., ganadería, caza y silvicultura (111)",705,,,,,,338,,,367,,
"Explotación de minas y canteras (113)",8,,1,,,,,3,,4,,
"Industrias manufactureras (114)",213,,1,4,,3,,193,9,3,,
"Suministro de electricidad, gas y agua (115)",4,,,,1,,,2,,1,,
"Construcción (116)",27,,,,,,,,11,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1498,,1,7,,1154,,2,1,333,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,,,,,21,,1,,,,
"Comercio al por mayor (119)",51,,1,,,50,,,,,,
"Comercio al por menor (120)",1425,,,7,,1083,,1,1,333,,
"Hoteles y restaurantes (121)",384,,,5,1,176,,,,202,,
"Trans., almac. y comunicaciones (122)",56,,,4,4,,,,13,35,,
"Intermediación financiera (123)",5,,1,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",60,,13,10,16,1,,,1,19,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",215,5,11,17,127,1,,1,2,48,3,
"Enseñanza (126)",422,3,407,,12,,,,,,,
"Servicios sociales y de salud (127)",152,,53,67,14,13,,,,5,,
"Otras activ. serv.comun.soc y personales (128)",138,,2,7,4,19,,,,106,,
"Hogares privados con servicio doméstico (129)",111,,,,,,,,,111,,
"Actividad economica no especificada (131)",172,,,,11,,,,,,,161
,,,,,,,,,,,,
"RURAL (132)",13866,19,255,120,77,229,5939,531,305,6131,8,252
"Agric., ganadería, caza y silvicultura (133)",11670,,5,13,1,,5934,,27,5690,,
"Pesca (134)",7,,,,,,5,,,2,,
"Explotación de minas y canteras (135)",427,,50,41,12,,,230,16,78,,
"Industrias manufactureras (136)",300,,7,2,3,,,258,21,9,,
"Suministro de electricidad, gas y agua (137)",13,,,,1,,,8,1,3,,
"Construcción (138)",287,,3,3,,,,5,152,124,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",244,,4,7,,152,,28,1,52,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",30,,3,3,,6,,17,1,,,
"Comercio al por mayor (141)",11,,,,,11,,,,,,
"Comercio al por menor (142)",203,,1,4,,135,,11,,52,,
"Hoteles y restaurantes (143)",58,,1,,,43,,,,14,,
"Trans., almac. y comunicaciones (144)",130,,,1,8,,,,78,43,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",78,,12,19,5,29,,2,1,10,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",85,16,2,3,27,1,,,5,23,8,
"Enseñanza (148)",164,2,150,2,4,,,,,6,,
"Servicios sociales y de salud (149)",51,,20,21,8,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",28,1,1,7,,3,,,2,14,,
"Hogares privados con servicio doméstico (151)",62,,,,,,,,,62,,
"Actividad economica no especificada (153)",261,,,1,7,,,,1,,,252
"Hombres (154)",8147,16,202,99,61,122,4330,468,300,2430,8,111
"Agric., ganadería, caza y silvicultura (155)",6470,,5,13,1,,4326,,27,2098,,
"Pesca (156)",5,,,,,,4,,,1,,
"Explotación de minas y canteras (157)",415,,44,41,11,,,228,16,75,,
"Industrias manufactureras (158)",238,,7,2,3,,,197,20,9,,
"Suministro de electricidad, gas y agua (159)",13,,,,1,,,8,1,3,,
"Construcción (160)",282,,3,2,,,,5,149,123,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",136,,4,7,,70,,28,1,26,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",29,,3,3,,5,,17,1,,,
"Comercio al por mayor (163)",6,,,,,6,,,,,,
"Comercio al por menor (164)",101,,1,4,,59,,11,,26,,
"Hoteles y restaurantes (165)",24,,1,,,22,,,,1,,
"Trans., almac. y comunicaciones (166)",125,,,1,6,,,,77,41,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",69,,11,14,5,28,,2,1,8,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",75,14,2,3,23,1,,,5,19,8,
"Enseñanza (170)",119,1,115,,2,,,,,1,,
"Servicios sociales y de salud (171)",24,,9,9,4,1,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",21,1,1,6,,,,,2,11,,
"Hogares privados con servicio doméstico (173)",13,,,,,,,,,13,,
"Actividad economica no especificada (175)",117,,,1,4,,,,1,,,111
"Mujeres (176)",5719,3,53,21,16,107,1609,63,5,3701,,141
"Agric., ganadería, caza y silvicultura (177)",5200,,,,,,1608,,,3592,,
"Pesca (178)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (179)",12,,6,,1,,,2,,3,,
"Industrias manufactureras (180)",62,,,,,,,61,1,,,
"Construcción (182)",5,,,1,,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",108,,,,,82,,,,26,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",5,,,,,5,,,,,,
"Comercio al por menor (186)",102,,,,,76,,,,26,,
"Hoteles y restaurantes (187)",34,,,,,21,,,,13,,
"Trans., almac. y comunicaciones (188)",5,,,,2,,,,1,2,,
"Activid.inmobil., empres. y alquileres (190)",9,,1,5,,1,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,2,,,4,,,,,4,,
"Enseñanza (192)",45,1,35,2,2,,,,,5,,
"Servicios sociales y de salud (193)",27,,11,12,4,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",7,,,1,,3,,,,3,,
"Hogares privados con servicio doméstico (195)",49,,,,,,,,,49,,
"Actividad economica no especificada (197)",144,,,,3,,,,,,,141
