"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MELGAR (000)",24033,52,1587,520,476,2193,7143,1315,1538,8519,70,620
"Agric., ganadería, caza y silvicultura (001)",13624,,11,28,2,,7135,2,33,6413,,
"Pesca (002)",10,,,,,,8,,,2,,
"Explotación de minas y canteras (003)",550,,52,46,12,,,304,18,118,,
"Industrias manufactureras (004)",880,,9,20,5,5,,771,56,14,,
"Suministro de electricidad, gas y agua (005)",30,1,,3,2,,,15,2,7,,
"Construcción (006)",1091,,11,11,,,,33,688,348,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2508,,5,29,,1767,,168,19,520,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",185,,3,3,,55,,109,14,1,,
"Comercio al por mayor (009)",104,,1,1,,99,,,3,,,
"Comercio al por menor (010)",2219,,1,25,,1613,,59,2,519,,
"Hoteles y restaurantes (011)",532,,1,11,2,268,,,,250,,
"Trans., almac. y comunicaciones (012)",950,,1,15,16,1,,2,662,253,,
"Intermediación financiera (013)",16,,5,2,8,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",319,,68,74,42,61,,8,14,52,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",750,40,64,52,280,33,,6,34,171,70,
"Enseñanza (016)",1274,10,1218,4,26,,,,1,15,,
"Servicios sociales y de salud (017)",362,,120,152,47,21,,4,7,11,,
"Otras activ. serv.comun.soc y personales (018)",294,1,22,71,9,37,,2,3,149,,
"Hogares privados con servicio doméstico (019)",195,,,,,,,,,195,,
"Actividad economica no especificada (021)",648,,,2,25,,,,1,,,620
"Hombres (022)",14144,41,1044,378,266,719,5196,1051,1496,3568,67,318
"Agric., ganadería, caza y silvicultura (023)",7719,,11,28,2,,5189,2,33,2454,,
"Pesca (024)",8,,,,,,7,,,1,,
"Explotación de minas y canteras (025)",530,,45,46,11,,,299,18,111,,
"Industrias manufactureras (026)",605,,8,16,5,2,,517,46,11,,
"Suministro de electricidad, gas y agua (027)",26,1,,3,1,,,13,2,6,,
"Construcción (028)",1059,,11,10,,,,33,674,331,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",902,,4,22,,531,,166,18,161,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",162,,3,3,,33,,108,14,1,,
"Comercio al por mayor (031)",48,,,1,,44,,,3,,,
"Comercio al por menor (032)",692,,1,18,,454,,58,1,160,,
"Hoteles y restaurantes (033)",114,,1,6,1,71,,,,35,,
"Trans., almac. y comunicaciones (034)",889,,1,11,10,1,,2,648,216,,
"Intermediación financiera (035)",11,,4,2,4,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",250,,54,59,26,59,,8,13,31,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",525,33,53,35,149,32,,5,32,119,67,
"Enseñanza (038)",807,6,776,2,12,,,,1,10,,
"Servicios sociales y de salud (039)",183,,56,73,29,8,,4,7,6,,
"Otras activ. serv.comun.soc y personales (040)",149,1,20,63,5,15,,2,3,40,,
"Hogares privados con servicio doméstico (041)",35,,,,,,,,,35,,
"Actividad economica no especificada (043)",332,,,2,11,,,,1,,,318
"Mujeres (044)",9889,11,543,142,210,1474,1947,264,42,4951,3,302
"Agric., ganadería, caza y silvicultura (045)",5905,,,,,,1946,,,3959,,
"Pesca (046)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (047)",20,,7,,1,,,5,,7,,
"Industrias manufactureras (048)",275,,1,4,,3,,254,10,3,,
"Suministro de electricidad, gas y agua (049)",4,,,,1,,,2,,1,,
"Construcción (050)",32,,,1,,,,,14,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1606,,1,7,,1236,,2,1,359,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",23,,,,,22,,1,,,,
"Comercio al por mayor (053)",56,,1,,,55,,,,,,
"Comercio al por menor (054)",1527,,,7,,1159,,1,1,359,,
"Hoteles y restaurantes (055)",418,,,5,1,197,,,,215,,
"Trans., almac. y comunicaciones (056)",61,,,4,6,,,,14,37,,
"Intermediación financiera (057)",5,,1,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",69,,14,15,16,2,,,1,21,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",225,7,11,17,131,1,,1,2,52,3,
"Enseñanza (060)",467,4,442,2,14,,,,,5,,
"Servicios sociales y de salud (061)",179,,64,79,18,13,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",145,,2,8,4,22,,,,109,,
"Hogares privados con servicio doméstico (063)",160,,,,,,,,,160,,
"Actividad economica no especificada (065)",316,,,,14,,,,,,,302
,,,,,,,,,,,,
"URBANA (066)",10167,33,1332,400,399,1964,1204,784,1233,2388,62,368
"Agric., ganadería, caza y silvicultura (067)",1954,,6,15,1,,1201,2,6,723,,
"Pesca (068)",3,,,,,,3,,,,,
"Explotación de minas y canteras (069)",123,,2,5,,,,74,2,40,,
"Industrias manufactureras (070)",580,,2,18,2,5,,513,35,5,,
"Suministro de electricidad, gas y agua (071)",17,1,,3,1,,,7,1,4,,
"Construcción (072)",804,,8,8,,,,28,536,224,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2264,,1,22,,1615,,140,18,468,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",155,,,,,49,,92,13,1,,
"Comercio al por mayor (075)",93,,1,1,,88,,,3,,,
"Comercio al por menor (076)",2016,,,21,,1478,,48,2,467,,
"Hoteles y restaurantes (077)",474,,,11,2,225,,,,236,,
"Trans., almac. y comunicaciones (078)",820,,1,14,8,1,,2,584,210,,
"Intermediación financiera (079)",15,,5,2,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",241,,56,55,37,32,,6,13,42,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",665,24,62,49,253,32,,6,29,148,62,
"Enseñanza (082)",1110,8,1068,2,22,,,,1,9,,
"Servicios sociales y de salud (083)",311,,100,131,39,20,,4,7,10,,
"Otras activ. serv.comun.soc y personales (084)",266,,21,64,9,34,,2,1,135,,
"Hogares privados con servicio doméstico (085)",133,,,,,,,,,133,,
"Actividad economica no especificada (087)",387,,,1,18,,,,,,,368
"Hombres (088)",5997,25,842,279,205,597,866,583,1196,1138,59,207
"Agric., ganadería, caza y silvicultura (089)",1249,,6,15,1,,863,2,6,356,,
"Pesca (090)",3,,,,,,3,,,,,
"Explotación de minas y canteras (091)",115,,1,5,,,,71,2,36,,
"Industrias manufactureras (092)",367,,1,14,2,2,,320,26,2,,
"Suministro de electricidad, gas y agua (093)",13,1,,3,,,,5,1,3,,
