"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PATAZ (000)",22338,72,1516,532,560,1263,7634,4038,1086,4806,39,792
"Agric., ganadería, caza y silvicultura (001)",9800,,1,9,,,7629,,8,2153,,
"Pesca (002)",8,,,,,,5,,,3,,
"Explotación de minas y canteras (003)",5272,1,209,217,176,13,,3475,100,1081,,
"Industrias manufactureras (004)",529,,7,12,11,28,,430,27,14,,
"Suministro de electricidad, gas y agua (005)",56,,1,2,5,,,9,24,15,,
"Construcción (006)",953,1,23,14,2,,,20,487,406,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1211,1,4,49,5,839,,91,18,204,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",86,,1,17,1,3,,60,2,2,,
"Comercio al por mayor (009)",87,,1,7,2,74,,,,3,,
"Comercio al por menor (010)",1038,1,2,25,2,762,,31,16,199,,
"Hoteles y restaurantes (011)",460,,4,10,5,281,,2,2,156,,
"Trans., almac. y comunicaciones (012)",506,1,,9,28,,,2,380,86,,
"Intermediación financiera (013)",6,,,3,3,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",330,,40,79,97,65,,,6,43,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",451,44,36,24,194,7,,3,17,87,39,
"Enseñanza (016)",1167,24,1116,,13,,,2,1,11,,
"Servicios sociales y de salud (017)",134,,60,58,5,3,,3,2,3,,
"Otras activ. serv.comun.soc y personales (018)",221,,11,37,7,27,,1,14,124,,
"Hogares privados con servicio doméstico (019)",413,,,,,,,,,413,,
"Actividad economica no especificada (021)",821,,4,9,9,,,,,7,,792
"Hombres (022)",19003,61,878,458,368,585,7299,3959,1080,3847,39,429
"Agric., ganadería, caza y silvicultura (023)",9215,,1,7,,,7294,,8,1905,,
"Pesca (024)",8,,,,,,5,,,3,,
"Explotación de minas y canteras (025)",5178,1,183,208,160,12,,3447,100,1067,,
"Industrias manufactureras (026)",452,,7,9,4,16,,381,25,10,,
"Suministro de electricidad, gas y agua (027)",54,,1,2,3,,,9,24,15,,
"Construcción (028)",945,1,21,14,2,,,20,486,401,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",675,1,3,42,4,405,,89,18,113,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",84,,1,17,1,2,,59,2,2,,
"Comercio al por mayor (031)",52,,1,3,1,44,,,,3,,
"Comercio al por menor (032)",539,1,1,22,2,359,,30,16,108,,
"Hoteles y restaurantes (033)",138,,2,5,4,69,,2,2,54,,
"Trans., almac. y comunicaciones (034)",484,1,,9,18,,,2,377,77,,
"Intermediación financiera (035)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",248,,29,74,43,65,,,6,31,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",348,38,31,19,114,7,,3,17,80,39,
