"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (038)",598,19,565,,3,,,2,1,8,,
"Servicios sociales y de salud (039)",61,,25,28,1,,,3,2,2,,
"Otras activ. serv.comun.soc y personales (040)",113,,9,34,5,11,,1,14,39,,
"Hogares privados con servicio doméstico (041)",36,,,,,,,,,36,,
"Actividad economica no especificada (043)",448,,1,7,5,,,,,6,,429
"Mujeres (044)",3335,11,638,74,192,678,335,79,6,959,,363
"Agric., ganadería, caza y silvicultura (045)",585,,,2,,,335,,,248,,
"Explotación de minas y canteras (047)",94,,26,9,16,1,,28,,14,,
"Industrias manufactureras (048)",77,,,3,7,12,,49,2,4,,
"Suministro de electricidad, gas y agua (049)",2,,,,2,,,,,,,
"Construcción (050)",8,,2,,,,,,1,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",536,,1,7,1,434,,2,,91,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,1,,1,,,,
"Comercio al por mayor (053)",35,,,4,1,30,,,,,,
"Comercio al por menor (054)",499,,1,3,,403,,1,,91,,
"Hoteles y restaurantes (055)",322,,2,5,1,212,,,,102,,
"Trans., almac. y comunicaciones (056)",22,,,,10,,,,3,9,,
"Intermediación financiera (057)",4,,,3,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",82,,11,5,54,,,,,12,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",103,6,5,5,80,,,,,7,,
"Enseñanza (060)",569,5,551,,10,,,,,3,,
"Servicios sociales y de salud (061)",73,,35,30,4,3,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",108,,2,3,2,16,,,,85,,
"Hogares privados con servicio doméstico (063)",377,,,,,,,,,377,,
"Actividad economica no especificada (065)",373,,3,2,4,,,,,1,,363
,,,,,,,,,,,,
"URBANA (066)",6997,50,946,254,337,796,696,1725,453,1459,10,271
"Agric., ganadería, caza y silvicultura (067)",917,,,4,,,695,,4,214,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",2234,1,106,92,64,2,,1489,30,450,,
"Industrias manufactureras (070)",216,,1,3,4,23,,172,9,4,,
"Suministro de electricidad, gas y agua (071)",16,,1,1,2,,,3,2,7,,
"Construcción (072)",373,1,17,9,1,,,7,190,148,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",800,1,3,22,4,583,,47,7,133,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",37,,,1,,3,,31,2,,,
"Comercio al por mayor (075)",65,,1,3,2,58,,,,1,,
"Comercio al por menor (076)",698,1,2,18,2,522,,16,5,132,,
"Hoteles y restaurantes (077)",248,,2,4,,152,,,,90,,
"Trans., almac. y comunicaciones (078)",231,1,,2,12,,,1,182,33,,
"Intermediación financiera (079)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",155,,19,29,68,11,,,2,26,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",309,33,35,22,150,6,,3,11,39,10,
"Enseñanza (082)",744,13,710,,11,,,1,1,8,,
"Servicios sociales y de salud (083)",90,,40,37,5,3,,2,2,1,,
"Otras activ. serv.comun.soc y personales (084)",146,,8,26,5,16,,,13,78,,
"Hogares privados con servicio doméstico (085)",222,,,,,,,,,222,,
"Actividad economica no especificada (087)",292,,4,3,8,,,,,6,,271
"Hombres (088)",5257,44,541,204,199,324,663,1686,447,996,10,143
"Agric., ganadería, caza y silvicultura (089)",864,,,2,,,662,,4,196,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",2191,1,96,87,54,2,,1478,30,443,,
"Industrias manufactureras (092)",172,,1,2,1,13,,145,7,3,,
"Suministro de electricidad, gas y agua (093)",16,,1,1,2,,,3,2,7,,
"Construcción (094)",365,1,15,9,1,,,7,189,143,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",407,1,2,16,3,268,,46,7,64,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",35,,,1,,2,,30,2,,,
"Comercio al por mayor (097)",37,,1,,1,34,,,,1,,
"Comercio al por menor (098)",335,1,1,15,2,232,,16,5,63,,
"Hoteles y restaurantes (099)",37,,1,1,,22,,,,13,,
"Trans., almac. y comunicaciones (100)",214,1,,2,7,,,1,179,24,,
"Intermediación financiera (101)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",103,,13,26,32,11,,,2,19,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",225,29,30,18,85,6,,3,11,33,10,
"Enseñanza (104)",381,11,360,,3,,,1,1,5,,
"Servicios sociales y de salud (105)",36,,15,15,1,,,2,2,1,,
"Otras activ. serv.comun.soc y personales (106)",66,,6,23,4,2,,,13,18,,
"Hogares privados con servicio doméstico (107)",22,,,,,,,,,22,,
"Actividad economica no especificada (109)",155,,1,2,4,,,,,5,,143
"Mujeres (110)",1740,6,405,50,138,472,33,39,6,463,,128
"Agric., ganadería, caza y silvicultura (111)",53,,,2,,,33,,,18,,
"Explotación de minas y canteras (113)",43,,10,5,10,,,11,,7,,
"Industrias manufactureras (114)",44,,,1,3,10,,27,2,1,,
"Construcción (116)",8,,2,,,,,,1,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",393,,1,6,1,315,,1,,69,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,1,,1,,,,
"Comercio al por mayor (119)",28,,,3,1,24,,,,,,
"Comercio al por menor (120)",363,,1,3,,290,,,,69,,
"Hoteles y restaurantes (121)",211,,1,3,,130,,,,77,,
"Trans., almac. y comunicaciones (122)",17,,,,5,,,,3,9,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",52,,6,3,36,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",84,4,5,4,65,,,,,6,,
"Enseñanza (126)",363,2,350,,8,,,,,3,,
"Servicios sociales y de salud (127)",54,,25,22,4,3,,,,,,
"Otras activ. serv.comun.soc y personales (128)",80,,2,3,1,14,,,,60,,
"Hogares privados con servicio doméstico (129)",200,,,,,,,,,200,,
"Actividad economica no especificada (131)",137,,3,1,4,,,,,1,,128
,,,,,,,,,,,,
"RURAL (132)",15341,22,570,278,223,467,6938,2313,633,3347,29,521
"Agric., ganadería, caza y silvicultura (133)",8883,,1,5,,,6934,,4,1939,,
"Pesca (134)",7,,,,,,4,,,3,,
"Explotación de minas y canteras (135)",3038,,103,125,112,11,,1986,70,631,,
"Industrias manufactureras (136)",313,,6,9,7,5,,258,18,10,,
"Suministro de electricidad, gas y agua (137)",40,,,1,3,,,6,22,8,,
"Construcción (138)",580,,6,5,1,,,13,297,258,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",411,,1,27,1,256,,44,11,71,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",49,,1,16,1,,,29,,2,,
"Comercio al por mayor (141)",22,,,4,,16,,,,2,,
"Comercio al por menor (142)",340,,,7,,240,,15,11,67,,
"Hoteles y restaurantes (143)",212,,2,6,5,129,,2,2,66,,
"Trans., almac. y comunicaciones (144)",275,,,7,16,,,1,198,53,,
"Intermediación financiera (145)",3,,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",175,,21,50,29,54,,,4,17,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",142,11,1,2,44,1,,,6,48,29,
"Enseñanza (148)",423,11,406,,2,,,1,,3,,
"Servicios sociales y de salud (149)",44,,20,21,,,,1,,2,,
"Otras activ. serv.comun.soc y personales (150)",75,,3,11,2,11,,1,1,46,,
"Hogares privados con servicio doméstico (151)",191,,,,,,,,,191,,
"Actividad economica no especificada (153)",529,,,6,1,,,,,1,,521
"Hombres (154)",13746,17,337,254,169,261,6636,2273,633,2851,29,286
"Agric., ganadería, caza y silvicultura (155)",8351,,1,5,,,6632,,4,1709,,
"Pesca (156)",7,,,,,,4,,,3,,
"Explotación de minas y canteras (157)",2987,,87,121,106,10,,1969,70,624,,
"Industrias manufactureras (158)",280,,6,7,3,3,,236,18,7,,
"Suministro de electricidad, gas y agua (159)",38,,,1,1,,,6,22,8,,
"Construcción (160)",580,,6,5,1,,,13,297,258,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",268,,1,26,1,137,,43,11,49,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",49,,1,16,1,,,29,,2,,
"Comercio al por mayor (163)",15,,,3,,10,,,,2,,
"Comercio al por menor (164)",204,,,7,,127,,14,11,45,,
"Hoteles y restaurantes (165)",101,,1,4,4,47,,2,2,41,,
"Trans., almac. y comunicaciones (166)",270,,,7,11,,,1,198,53,,
"Activid.inmobil., empres. y alquileres (168)",145,,16,48,11,54,,,4,12,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",123,9,1,1,29,1,,,6,47,29,
"Enseñanza (170)",217,8,205,,,,,1,,3,,
"Servicios sociales y de salud (171)",25,,10,13,,,,1,,1,,
"Otras activ. serv.comun.soc y personales (172)",47,,3,11,1,9,,1,1,21,,
"Hogares privados con servicio doméstico (173)",14,,,,,,,,,14,,
"Actividad economica no especificada (175)",293,,,5,1,,,,,1,,286
"Mujeres (176)",1595,5,233,24,54,206,302,40,,496,,235
"Agric., ganadería, caza y silvicultura (177)",532,,,,,,302,,,230,,
"Explotación de minas y canteras (179)",51,,16,4,6,1,,17,,7,,
"Industrias manufactureras (180)",33,,,2,4,2,,22,,3,,
"Suministro de electricidad, gas y agua (181)",2,,,,2,,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",143,,,1,,119,,1,,22,,
"Comercio al por mayor (185)",7,,,1,,6,,,,,,
"Comercio al por menor (186)",136,,,,,113,,1,,22,,
"Hoteles y restaurantes (187)",111,,1,2,1,82,,,,25,,
"Trans., almac. y comunicaciones (188)",5,,,,5,,,,,,,
"Intermediación financiera (189)",3,,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",30,,5,2,18,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",19,2,,1,15,,,,,1,,
"Enseñanza (192)",206,3,201,,2,,,,,,,
"Servicios sociales y de salud (193)",19,,10,8,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",28,,,,1,2,,,,25,,
"Hogares privados con servicio doméstico (195)",177,,,,,,,,,177,,
"Actividad economica no especificada (197)",236,,,1,,,,,,,,235
