"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CANGALLO (000)",34902,34518,181,203
"Hombres (001)",16724,16554,64,106
"Mujeres (002)",18178,17964,117,97
"Menores de 1 año (003)",687,591,43,53
"Hombres (004)",342,289,29,24
"Mujeres (005)",345,302,14,29
"De 1 a 5 años (006)",4174,3985,49,140
"Hombres (007)",2100,2003,20,77
"Mujeres (008)",2074,1982,29,63
"De 6 a 14 años (009)",8241,8234,2,5
"Hombres (010)",4223,4219,1,3
"Mujeres (011)",4018,4015,1,2
"De 15 a 29 años (012)",7766,7762,2,2
"Hombres (013)",3757,3754,2,1
"Mujeres (014)",4009,4008,,1
"De 30 a 44 años (015)",5817,5812,4,1
"Hombres (016)",2757,2756,,1
"Mujeres (017)",3060,3056,4,
"De 45 a 64 años (018)",4927,4917,10,
"Hombres (019)",2197,2193,4,
"Mujeres (020)",2730,2724,6,
"De 65 a más años (021)",3290,3217,71,2
"Hombres (022)",1348,1340,8,
"Mujeres (023)",1942,1877,63,2
,,,,
"URBANA (024)",12169,12040,57,72
"Hombres (025)",5894,5837,16,41
"Mujeres (026)",6275,6203,41,31
"Menores de 1 año (027)",246,210,19,17
"Hombres (028)",121,105,10,6
"Mujeres (029)",125,105,9,11
"De 1 a 5 años (030)",1378,1309,16,53
"Hombres (031)",710,672,4,34
"Mujeres (032)",668,637,12,19
"De 6 a 14 años (033)",2837,2837,,
"Hombres (034)",1467,1467,,
"Mujeres (035)",1370,1370,,
"De 15 a 29 años (036)",2828,2826,,2
"Hombres (037)",1385,1384,,1
"Mujeres (038)",1443,1442,,1
"De 30 a 44 años (039)",2264,2263,1,
"Hombres (040)",1079,1079,,
"Mujeres (041)",1185,1184,1,
"De 45 a 64 años (042)",1612,1612,,
"Hombres (043)",740,740,,
"Mujeres (044)",872,872,,
"De 65 a más años (045)",1004,983,21,
"Hombres (046)",392,390,2,
"Mujeres (047)",612,593,19,
,,,,
"RURAL (048)",22733,22478,124,131
"Hombres (049)",10830,10717,48,65
"Mujeres (050)",11903,11761,76,66
"Menores de 1 año (051)",441,381,24,36
"Hombres (052)",221,184,19,18
"Mujeres (053)",220,197,5,18
"De 1 a 5 años (054)",2796,2676,33,87
"Hombres (055)",1390,1331,16,43
"Mujeres (056)",1406,1345,17,44
"De 6 a 14 años (057)",5404,5397,2,5
"Hombres (058)",2756,2752,1,3
"Mujeres (059)",2648,2645,1,2
"De 15 a 29 años (060)",4938,4936,2,
"Hombres (061)",2372,2370,2,
"Mujeres (062)",2566,2566,,
"De 30 a 44 años (063)",3553,3549,3,1
"Hombres (064)",1678,1677,,1
"Mujeres (065)",1875,1872,3,
"De 45 a 64 años (066)",3315,3305,10,
"Hombres (067)",1457,1453,4,
"Mujeres (068)",1858,1852,6,
"De 65 a más años (069)",2286,2234,50,2
"Hombres (070)",956,950,6,
"Mujeres (071)",1330,1284,44,2
