"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5459,976,740,1822,734,728,92,367
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",11,11,,,,,,
"Profes., científicos e intelectuales (002)",565,526,,37,1,1,,
"Técnicos de nivel medio y trab. asimilados (003)",82,70,,11,1,,,
"Jefes y empleados de oficina (004)",206,206,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",276,40,3,192,9,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1988,7,,1260,719,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",209,,121,79,1,8,,
"Obreros construc.,conf.,papel, fab., instr. (008)",157,15,106,31,1,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1320,73,481,71,,603,92,
"Otra (010)",1,1,,,,,,
"Ocupaciñn no especificada (011)",277,27,29,141,2,78,,
"Desocupado (012)",367,,,,,,,367
"Hombres (013)",4045,569,684,1425,679,370,,318
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",9,9,,,,,,
"Profes., científicos e intelectuales (015)",350,325,,24,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",40,30,,9,1,,,
"Jefes y empleados de oficina (017)",106,106,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",109,27,,72,4,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1869,7,,1189,671,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",181,,109,63,1,8,,
"Obreros construc.,conf.,papel, fab., instr. (021)",157,15,106,31,1,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",839,38,455,5,,341,,
"Otra (023)",1,1,,,,,,
"Ocupaciñn no especificada (024)",66,11,14,32,,9,,
"Desocupado (025)",318,,,,,,,318
"Mujeres (026)",1414,407,56,397,55,358,92,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,2,,,,,,
"Profes., científicos e intelectuales (028)",215,201,,13,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",42,40,,2,,,,
"Jefes y empleados de oficina (030)",100,100,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",167,13,3,120,5,26,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",119,,,71,48,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",28,,12,16,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",481,35,26,66,,262,92,
"Ocupaciñn no especificada (037)",211,16,15,109,2,69,,
"Desocupado (038)",49,,,,,,,49
,,,,,,,,
"URBANA (039)",1361,593,144,419,11,108,28,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",9,9,,,,,,
"Profes., científicos e intelectuales (041)",350,331,,18,,1,,
"Técnicos de nivel medio y trab. asimilados (042)",55,48,,7,,,,
"Jefes y empleados de oficina (043)",125,125,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",195,20,1,140,8,26,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",154,,,152,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",81,,35,42,,4,,
"Obreros construc.,conf.,papel, fab., instr. (047)",67,12,31,22,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",206,30,75,11,,62,28,
"Otra (049)",1,1,,,,,,
"Ocupaciñn no especificada (050)",60,17,2,27,,14,,
"Desocupado (051)",58,,,,,,,58
"Hombres (052)",839,334,139,273,7,43,,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",7,7,,,,,,
"Profes., científicos e intelectuales (054)",203,191,,12,,,,
"Técnicos de nivel medio y trab. asimilados (055)",27,22,,5,,,,
"Jefes y empleados de oficina (056)",66,66,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",78,15,,55,4,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",139,,,137,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",72,,34,34,,4,,
"Obreros construc.,conf.,papel, fab., instr. (060)",67,12,31,22,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",123,15,72,2,,34,,
"Otra (062)",1,1,,,,,,
"Ocupaciñn no especificada (063)",13,5,2,6,,,,
"Desocupado (064)",43,,,,,,,43
"Mujeres (065)",522,259,5,146,4,65,28,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",147,140,,6,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",28,26,,2,,,,
"Jefes y empleados de oficina (069)",59,59,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",117,5,1,85,4,22,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",15,,,15,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",9,,1,8,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",83,15,3,9,,28,28,
"Ocupaciñn no especificada (076)",47,12,,21,,14,,
"Desocupado (077)",15,,,,,,,15
,,,,,,,,
"RURAL (078)",4098,383,596,1403,723,620,64,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",215,195,,19,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",27,22,,4,1,,,
"Jefes y empleados de oficina (082)",81,81,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",81,20,2,52,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1834,7,,1108,717,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",128,,86,37,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (086)",90,3,75,9,,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",1114,43,406,60,,541,64,
"Ocupaciñn no especificada (089)",217,10,27,114,2,64,,
"Desocupado (090)",309,,,,,,,309
"Hombres (091)",3206,235,545,1152,672,327,,275
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",147,134,,12,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",13,8,,4,1,,,
"Jefes y empleados de oficina (095)",40,40,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",31,12,,17,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1730,7,,1052,669,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",109,,75,29,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (099)",90,3,75,9,,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",716,23,383,3,,307,,
"Ocupaciñn no especificada (102)",53,6,12,26,,9,,
"Desocupado (103)",275,,,,,,,275
