"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",29,,21,2,3,3
"Construcción (051)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",115,2,23,55,31,4
"Comercio al por mayor (054)",3,,,3,,
"Comercio al por menor (055)",112,2,23,52,31,4
"Hoteles y restaurantes (056)",75,,23,25,21,6
"Trans., almac. y comunicaciones (057)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (059)",8,,4,3,,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",108,,65,33,9,1
"Enseñanza (061)",214,,61,116,37,
"Servicios sociales y de salud (062)",46,,22,21,3,
"Otras activ. serv.comun.soc y personales (063)",78,1,19,28,22,8
"Hogares privados con servicio doméstico (064)",92,2,47,20,19,4
"Actividad economica no especificada (066)",211,1,55,77,56,22
,,,,,,
"URBANA (067)",1303,22,419,493,303,66
"Agric., ganadería, caza y silvicultura (068)",235,16,60,49,74,36
"Explotación de minas y canteras (070)",4,,,2,2,
"Industrias manufactureras (071)",74,,48,16,7,3
"Suministro de electricidad, gas y agua (072)",3,,,2,1,
"Construcción (073)",60,,24,19,13,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",161,4,36,70,46,5
"Venta, mant.y rep. veh.autom.y motoc. (075)",5,,1,4,,
"Comercio al por mayor (076)",9,,2,7,,
"Comercio al por menor (077)",147,4,33,59,46,5
"Hoteles y restaurantes (078)",53,,21,16,12,4
"Trans., almac. y comunicaciones (079)",24,,10,10,3,1
"Intermediación financiera (080)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (081)",17,,6,5,5,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",163,,77,47,37,2
"Enseñanza (083)",345,,70,195,80,
"Servicios sociales y de salud (084)",41,,11,24,6,
"Otras activ. serv.comun.soc y personales (085)",30,1,11,12,6,
"Hogares privados con servicio doméstico (086)",28,1,19,5,2,1
"Actividad economica no especificada (088)",60,,23,19,9,9
"Hombres (089)",796,13,247,279,212,45
"Agric., ganadería, caza y silvicultura (090)",193,11,51,39,61,31
"Explotación de minas y canteras (092)",4,,,2,2,
"Industrias manufactureras (093)",65,,41,16,6,2
"Suministro de electricidad, gas y agua (094)",3,,,2,1,
"Construcción (095)",60,,24,19,13,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",77,2,19,31,23,2
"Venta, mant.y rep. veh.autom.y motoc. (097)",5,,1,4,,
"Comercio al por mayor (098)",6,,2,4,,
"Comercio al por menor (099)",66,2,16,23,23,2
"Hoteles y restaurantes (100)",10,,5,3,2,
"Trans., almac. y comunicaciones (101)",22,,9,9,3,1
"Intermediación financiera (102)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (103)",11,,4,2,5,
"Admin.pub. y defensa; p. segur.soc.afil (104)",103,,37,31,33,2
"Enseñanza (105)",203,,40,109,54,
"Servicios sociales y de salud (106)",12,,,9,3,
"Otras activ. serv.comun.soc y personales (107)",15,,8,3,4,
"Actividad economica no especificada (110)",13,,6,2,2,3
"Mujeres (112)",507,9,172,214,91,21
"Agric., ganadería, caza y silvicultura (113)",42,5,9,10,13,5
"Industrias manufactureras (116)",9,,7,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",84,2,17,39,23,3
"Comercio al por mayor (121)",3,,,3,,
"Comercio al por menor (122)",81,2,17,36,23,3
"Hoteles y restaurantes (123)",43,,16,13,10,4
"Trans., almac. y comunicaciones (124)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (126)",6,,2,3,,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",60,,40,16,4,
"Enseñanza (128)",142,,30,86,26,
"Servicios sociales y de salud (129)",29,,11,15,3,
"Otras activ. serv.comun.soc y personales (130)",15,1,3,9,2,
"Hogares privados con servicio doméstico (131)",28,1,19,5,2,1
"Actividad economica no especificada (133)",47,,17,17,7,6
,,,,,,
"RURAL (134)",3789,31,1180,1229,1024,325
"Agric., ganadería, caza y silvicultura (135)",2509,26,725,771,726,261
"Explotación de minas y canteras (137)",5,,4,1,,
"Industrias manufactureras (138)",123,1,74,27,14,7
"Construcción (140)",250,1,90,90,60,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",59,1,12,28,16,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",4,,1,3,,
"Comercio al por menor (144)",55,1,11,25,16,2
"Hoteles y restaurantes (145)",35,,7,14,12,2
"Trans., almac. y comunicaciones (146)",8,,5,1,2,
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",14,,4,9,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",167,,77,58,29,3
"Enseñanza (150)",228,,68,106,53,1
"Servicios sociales y de salud (151)",22,,12,10,,
"Otras activ. serv.comun.soc y personales (152)",86,,22,26,30,8
"Hogares privados con servicio doméstico (153)",64,1,28,15,17,3
"Actividad economica no especificada (155)",218,1,52,72,64,29
"Hombres (156)",2931,24,906,947,789,265
"Agric., ganadería, caza y silvicultura (157)",2165,21,630,666,614,234
"Explotación de minas y canteras (159)",5,,4,1,,
"Industrias manufactureras (160)",103,1,60,25,12,5
"Construcción (162)",249,1,89,90,60,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",28,1,6,12,8,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",4,,1,3,,
"Comercio al por menor (166)",24,1,5,9,8,1
"Hoteles y restaurantes (167)",3,,,2,1,
"Trans., almac. y comunicaciones (168)",8,,5,1,2,
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",12,,2,9,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",119,,52,41,24,2
"Enseñanza (172)",156,,37,76,42,1
"Servicios sociales y de salud (173)",5,,1,4,,
"Otras activ. serv.comun.soc y personales (174)",23,,6,7,10,
"Actividad economica no especificada (177)",54,,14,12,15,13
"Mujeres (179)",858,7,274,282,235,60
"Agric., ganadería, caza y silvicultura (180)",344,5,95,105,112,27
"Industrias manufactureras (183)",20,,14,2,2,2
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",31,,6,16,8,1
"Comercio al por menor (189)",31,,6,16,8,1
"Hoteles y restaurantes (190)",32,,7,12,11,2
"Activid.inmobil., empres. y alquileres (193)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",48,,25,17,5,1
"Enseñanza (195)",72,,31,30,11,
"Servicios sociales y de salud (196)",17,,11,6,,
"Otras activ. serv.comun.soc y personales (197)",63,,16,19,20,8
"Hogares privados con servicio doméstico (198)",64,1,28,15,17,3
"Actividad economica no especificada (200)",164,1,38,60,49,16
