"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2935,,24,88,17,2116,,19,1,670,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",35,,2,,,20,,12,,1,,
"Comercio al por mayor (119)",103,,1,10,6,85,,,,1,,
"Comercio al por menor (120)",2797,,21,78,11,2011,,7,1,668,,
"Hoteles y restaurantes (121)",1075,,7,40,35,469,,1,,523,,
"Trans., almac. y comunicaciones (122)",243,,3,55,42,1,,,26,116,,
"Intermediación financiera (123)",35,,2,5,26,,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",565,1,163,94,214,17,,2,3,71,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",564,14,44,31,344,14,,,3,113,1,
"Enseñanza (126)",1841,11,1759,8,56,,,,,7,,
"Servicios sociales y de salud (127)",589,,279,197,39,18,,,,56,,
"Otras activ. serv.comun.soc y personales (128)",608,2,21,41,37,73,,,,434,,
"Hogares privados con servicio doméstico (129)",522,,,,,,,,,522,,
"Actividad economica no especificada (131)",695,,10,6,43,,,,,,,636
,,,,,,,,,,,,
"RURAL (132)",11421,7,324,211,150,334,4572,946,879,3633,2,363
"Agric., ganadería, caza y silvicultura (133)",7349,,,2,,,4566,,,2781,,
"Pesca (134)",6,,,,,,6,,,,,
"Explotación de minas y canteras (135)",2008,,134,140,98,8,,797,393,438,,
"Industrias manufactureras (136)",94,1,,7,1,,,79,4,2,,
"Suministro de electricidad, gas y agua (137)",10,,,1,1,,,2,1,5,,
"Construcción (138)",275,1,2,5,3,,,12,131,121,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",264,,1,8,,179,,39,3,34,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",43,,,2,,4,,35,2,,,
"Comercio al por mayor (141)",9,,,,,9,,,,,,
"Comercio al por menor (142)",212,,1,6,,166,,4,1,34,,
"Hoteles y restaurantes (143)",165,,2,5,3,101,,,,54,,
"Trans., almac. y comunicaciones (144)",355,,1,,4,1,,10,322,17,,
"Intermediación financiera (145)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",108,,18,11,10,37,,2,10,20,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",97,3,6,2,14,2,,4,8,56,2,
"Enseñanza (148)",144,2,136,,3,,,,,3,,
"Servicios sociales y de salud (149)",50,,20,23,1,2,,1,2,1,,
"Otras activ. serv.comun.soc y personales (150)",48,,2,5,4,3,,,5,29,,
"Hogares privados con servicio doméstico (151)",73,,,,,1,,,,72,,
"Actividad economica no especificada (153)",373,,1,2,7,,,,,,,363
"Hombres (154)",9395,5,207,178,113,172,4049,906,866,2715,2,182
"Agric., ganadería, caza y silvicultura (155)",6057,,,1,,,4044,,,2012,,
"Pesca (156)",5,,,,,,5,,,,,
"Explotación de minas y canteras (157)",1946,,111,133,88,8,,785,391,430,,
"Industrias manufactureras (158)",65,1,,6,1,,,52,4,1,,
"Suministro de electricidad, gas y agua (159)",10,,,1,1,,,2,1,5,,
"Construcción (160)",262,1,2,5,1,,,12,125,116,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",141,,1,6,,77,,38,3,16,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",40,,,2,,2,,34,2,,,
"Comercio al por mayor (163)",3,,,,,3,,,,,,
"Comercio al por menor (164)",98,,1,4,,72,,4,1,16,,
"Hoteles y restaurantes (165)",86,,,3,3,46,,,,34,,
"Trans., almac. y comunicaciones (166)",349,,1,,3,1,,10,318,16,,
"Activid.inmobil., empres. y alquileres (168)",89,,10,6,7,37,,2,10,17,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",78,3,5,1,6,2,,4,7,48,2,
"Enseñanza (170)",70,,65,,2,,,,,3,,
"Servicios sociales y de salud (171)",26,,11,10,1,1,,1,2,,,
"Otras activ. serv.comun.soc y personales (172)",12,,1,4,,,,,5,2,,
"Hogares privados con servicio doméstico (173)",15,,,,,,,,,15,,
"Actividad economica no especificada (175)",184,,,2,,,,,,,,182
"Mujeres (176)",2026,2,117,33,37,162,523,40,13,918,,181
"Agric., ganadería, caza y silvicultura (177)",1292,,,1,,,522,,,769,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",62,,23,7,10,,,12,2,8,,
"Industrias manufactureras (180)",29,,,1,,,,27,,1,,
"Construcción (182)",13,,,,2,,,,6,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",123,,,2,,102,,1,,18,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,,2,,1,,,,
"Comercio al por mayor (185)",6,,,,,6,,,,,,
"Comercio al por menor (186)",114,,,2,,94,,,,18,,
"Hoteles y restaurantes (187)",79,,2,2,,55,,,,20,,
"Trans., almac. y comunicaciones (188)",6,,,,1,,,,4,1,,
"Intermediación financiera (189)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",19,,8,5,3,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",19,,1,1,8,,,,1,8,,
"Enseñanza (192)",74,2,71,,1,,,,,,,
"Servicios sociales y de salud (193)",24,,9,13,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",36,,1,1,4,3,,,,27,,
"Hogares privados con servicio doméstico (195)",58,,,,,1,,,,57,,
"Actividad economica no especificada (197)",189,,1,,7,,,,,,,181
